Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
3795R_L_F_S2_week5_S48_L001_R1_001	(1.0, 1.6080019274261863)	(2.0, 0.5626840964023968)	(3.0, 0.3753817935944167)	(4.0, 0.33574520669314284)	(5.0, 0.27978767224428575)	(6.0, 0.2331563935369048)	(7.0, 0.19585137057100002)	(8.0, 0.12435007655301589)	(9.0, 0.12590445250992857)	('>10', 2.5157574862632024)	('>50', 1.0041268681656033)	('>100', 2.968858077703254)	('>500', 2.1605825801086507)	('>1k', 12.853134787711104)	('>5k', 19.937980399319184)	('>10k+', 54.71869681119772)
3795R_L_F_S2_week5_S48_L001_R2_001	(1.0, 5.908183012225167)	(2.0, 0.8844399194833255)	(3.0, 0.536259705134881)	(4.0, 0.4041377487973016)	(5.0, 0.3419627105207937)	(6.0, 0.3077664394687143)	(7.0, 0.3264189509516667)	(8.0, 0.18030761100187304)	(9.0, 0.1608779115404643)	('>10', 4.031274044253084)	('>50', 0.9893602965749325)	('>100', 3.336467991513107)	('>500', 0.6971376166753452)	('>1k', 10.156292502467572)	('>5k', 6.8501348421142625)	('>10k+', 64.88897869727751)
3795R_L_F_S2_week9_S73_L001_R1_001	(1.0, 1.5619864889538069)	(2.0, 0.5203578601424137)	(3.0, 0.42997991601241553)	(4.0, 0.3469052400949425)	(5.0, 0.22366258900858135)	(6.0, 0.20266569289757166)	(7.0, 0.15975899214898667)	(8.0, 0.12415555961292678)	(9.0, 0.13145882782545187)	('>10', 2.6529121781997445)	('>50', 1.2141683403322987)	('>100', 3.2024831111922585)	('>500', 2.399123607814497)	('>1k', 15.520357860142415)	('>5k', 12.67664779989045)	('>10k+', 58.63337593573124)
3795R_L_F_S2_week9_S73_L001_R2_001	(1.0, 6.409530765017345)	(2.0, 0.9822895745846266)	(3.0, 0.5669161949972612)	(4.0, 0.4674091656016067)	(5.0, 0.36516341062625524)	(6.0, 0.31221471608544826)	(7.0, 0.3131276246120139)	(8.0, 0.16797516888807743)	(9.0, 0.19718824173817784)	('>10', 3.9720649990870918)	('>50', 1.6541902501369363)	('>100', 3.671718093846996)	('>500', 2.035786014241373)	('>1k', 6.91071754610188)	('>5k', 12.75607084170166)	('>10k+', 59.217637392733245)
3880R_0_F_S2_week5_S49_L001_R1_001	(1.0, 1.6652549821808127)	(2.0, 0.5385709491314146)	(3.0, 0.3811548111805411)	(4.0, 0.33241174308407784)	(5.0, 0.19177600562542949)	(6.0, 0.2157480063286082)	(7.0, 0.22933214006040942)	(8.0, 0.17259840506288654)	(9.0, 0.17979000527384015)	('>10', 2.555415274958848)	('>50', 1.0012305627027631)	('>100', 3.446374634426989)	('>500', 1.8218720534415804)	('>1k', 20.573570070158056)	('>5k', 10.95520432135266)	('>10k+', 55.73969603503108)
3880R_0_F_S2_week5_S49_L001_R2_001	(1.0, 6.108864845860036)	(2.0, 0.949291227845876)	(3.0, 0.5585476163840635)	(4.0, 0.4762437473031499)	(5.0, 0.27168267463602513)	(6.0, 0.3356080098445016)	(7.0, 0.3523884103367267)	(8.0, 0.22373867322966773)	(9.0, 0.26608920780528345)	('>10', 4.0776373196106945)	('>50', 0.7710993559522478)	('>100', 4.259025458264746)	('>500', 2.7879436817796814)	('>1k', 2.4954852732009014)	('>5k', 22.635961197321528)	('>10k+', 53.43039330062487)
3880R_0_F_S2_week9_S74_L001_R1_001	(1.0, 1.3399492014563297)	(2.0, 0.48754020240781953)	(3.0, 0.3349873003640824)	(4.0, 0.17928897765964977)	(5.0, 0.2280429979004317)	(6.0, 0.15098019171338928)	(7.0, 0.12109869543678096)	(8.0, 0.15098019171338928)	(9.0, 0.09200355432534658)	('>10', 2.172699321375492)	('>50', 1.5797875268343702)	('>100', 3.0534171063702633)	('>500', 1.2463729368006353)	('>1k', 17.728377198845628)	('>5k', 8.455677091114973)	('>10k+', 62.678797505681416)
3880R_0_F_S2_week9_S74_L001_R2_001	(1.0, 5.909459066281877)	(2.0, 0.8618452610305971)	(3.0, 0.5708938499162531)	(4.0, 0.34599627267651706)	(5.0, 0.33813272102477804)	(6.0, 0.24534281153425755)	(7.0, 0.2146749600924754)	(8.0, 0.18872523964173657)	(9.0, 0.24062468054321415)	('>10', 2.9952268241473945)	('>50', 2.015428288340712)	('>100', 3.7965227374596013)	('>500', 2.1797765178620576)	('>1k', 7.701562487713201)	('>5k', 9.860107416115563)	('>10k+', 62.53568086561977)
3880R_L_F_S2_week5_S50_L001_R1_001	(1.0, 1.688594321891384)	(2.0, 0.623207043228806)	(3.0, 0.4065684043921258)	(4.0, 0.3521614403007221)	(5.0, 0.24235829458898012)	(6.0, 0.2611534276387377)	(7.0, 0.15926402215847266)	(8.0, 0.18992976555544566)	(9.0, 0.16915619744781876)	('>10', 2.7391433376199426)	('>50', 1.0030665743396974)	('>100', 2.4097339004847167)	('>500', 3.0942724305074685)	('>1k', 30.848748639825896)	('>5k', 0.0)	('>10k+', 55.81264220001978)
3880R_L_F_S2_week5_S50_L001_R2_001	(1.0, 6.042140666732614)	(2.0, 0.9318429122564053)	(3.0, 0.5460480759719062)	(4.0, 0.4273419724997527)	(5.0, 0.390740923929172)	(6.0, 0.3383123948956375)	(7.0, 0.29082995350677615)	(8.0, 0.23741220694430704)	(9.0, 0.2492828172915224)	('>10', 3.9103768918785238)	('>50', 0.7785141952715402)	('>100', 4.271441289939657)	('>500', 2.7252942922148584)	('>1k', 10.616282520526264)	('>5k', 13.943021070333367)	('>10k+', 54.3011178158077)
3880R_L_F_S2_week9_S75_L001_R1_001	(1.0, 1.4175656928899483)	(2.0, 0.5320080272603607)	(3.0, 0.35759020566487537)	(4.0, 0.3016956914084071)	(5.0, 0.2289654800867375)	(6.0, 0.1899066628954705)	(7.0, 0.13670586016943445)	(8.0, 0.1777849610085256)	(9.0, 0.12121701886944929)	('>10', 2.4970705887106552)	('>50', 0.8566002666774415)	('>100', 3.1092165340013738)	('>500', 1.5320484329333173)	('>1k', 17.433701024957237)	('>5k', 16.257895941923582)	('>10k+', 54.85002761054319)
3880R_L_F_S2_week9_S75_L001_R2_001	(1.0, 5.507293223968645)	(2.0, 0.8512128436165771)	(3.0, 0.5010303446603903)	(4.0, 0.39058817191266987)	(5.0, 0.3097768259997037)	(6.0, 0.26263687421714005)	(7.0, 0.23098576373456167)	(8.0, 0.20472207631284764)	(9.0, 0.2181906339650087)	('>10', 3.464113028135817)	('>50', 1.7125271054722748)	('>100', 3.11393052917963)	('>500', 3.0903605532883485)	('>1k', 8.96197826174795)	('>5k', 6.31405982733309)	('>10k+', 64.86659393645535)
3880R_R_F_S2_week5_S51_L001_R1_001	(1.0, 1.5091524645664773)	(2.0, 0.5918566428120569)	(3.0, 0.40085581486855376)	(4.0, 0.33773536958250333)	(5.0, 0.2582200034429334)	(6.0, 0.16722819270589973)	(7.0, 0.21231422505307856)	(8.0, 0.20329701858364277)	(9.0, 0.12542114452942477)	('>10', 2.497766192033708)	('>50', 1.282902556787907)	('>100', 2.2124945691824673)	('>500', 3.43719515694038)	('>1k', 12.750329947782177)	('>5k', 19.846871439228128)	('>10k+', 54.166359261900666)
3880R_R_F_S2_week5_S51_L001_R2_001	(1.0, 5.6578871865496065)	(2.0, 0.8279435031027387)	(3.0, 0.5902171507267049)	(4.0, 0.40659403716728554)	(5.0, 0.26231873365631325)	(6.0, 0.27543467033912894)	(7.0, 0.2926493372353245)	(8.0, 0.1901810819008271)	(9.0, 0.2655977178270172)	('>10', 4.100369705465247)	('>50', 0.7410504225790849)	('>100', 3.576551984195296)	('>500', 1.9313216765446066)	('>1k', 7.465427210650141)	('>5k', 18.495929960898113)	('>10k+', 54.92052562116256)
3880R_R_F_S2_week9_S76_L001_R1_001	(1.0, 1.6843816084736216)	(2.0, 0.6759689349795455)	(3.0, 0.47927305635844825)	(4.0, 0.31397464193039)	(5.0, 0.3647646575367766)	(6.0, 0.28257717773735097)	(7.0, 0.24563898456906982)	(8.0, 0.2068538817423746)	(9.0, 0.13297749540581222)	('>10', 2.381590004524929)	('>50', 1.2217307390408998)	('>100', 4.101986351337624)	('>500', 0.5383741654276981)	('>1k', 17.03497123438207)	('>5k', 11.734340514733722)	('>10k+', 58.60059655181967)
3880R_R_F_S2_week9_S76_L001_R2_001	(1.0, 5.944278735605648)	(2.0, 0.9585461127168965)	(3.0, 0.5513025330365965)	(4.0, 0.4284830407520616)	(5.0, 0.3370610126605657)	(6.0, 0.32690300953928836)	(7.0, 0.284424087395765)	(8.0, 0.2142415203760308)	(9.0, 0.2742660842744877)	('>10', 4.434430089852155)	('>50', 0.9650102965213456)	('>100', 2.7408139330864634)	('>500', 3.950539759347672)	('>1k', 8.07284211692785)	('>5k', 0.0)	('>10k+', 70.51685766790717)
3880R_S2_week15_S25_L001_R1_001	(1.0, 1.6006884681583475)	(2.0, 0.6216462488609902)	(3.0, 0.416118254530728)	(4.0, 0.33613445378151263)	(5.0, 0.23286423002936113)	(6.0, 0.23691404272552394)	(7.0, 0.1913536498936924)	(8.0, 0.23488913637744255)	(9.0, 0.1913536498936924)	('>10', 2.306368330464716)	('>50', 1.0873747089197126)	('>100', 3.878708109749924)	('>500', 1.3627619722587831)	('>1k', 21.27569099929128)	('>5k', 6.099017920421181)	('>10k+', 59.928115824643115)
3880R_S2_week15_S25_L001_R2_001	(1.0, 5.764908372987749)	(2.0, 0.9577807026425028)	(3.0, 0.5285005568492457)	(4.0, 0.4576288346663967)	(5.0, 0.34423407917383825)	(6.0, 0.36448314265465226)	(7.0, 0.1700921332388377)	(8.0, 0.22678951098511693)	(9.0, 0.21868988559279132)	('>10', 4.2188923762276)	('>50', 0.8575478384124735)	('>100', 2.8217069960514327)	('>500', 3.256049407714893)	('>1k', 7.13880733016098)	('>5k', 13.69950389794472)	('>10k+', 58.974384934696765)
3909R_0_M_S2_diabetes_S15_L001_R1_001	(1.0, 1.7284580550518902)	(2.0, 0.5685597397745806)	(3.0, 0.44282056655520224)	(4.0, 0.393618281382402)	(5.0, 0.3234594673397053)	(6.0, 0.31161447276106824)	(7.0, 0.14669570208927482)	(8.0, 0.22596605042323076)	(9.0, 0.15580723638053412)	('>10', 2.3006624085429745)	('>50', 1.4268662700112071)	('>100', 2.910224052628222)	('>500', 1.6892784575994753)	('>1k', 17.51601352151689)	('>5k', 14.396224180189702)	('>10k+', 55.463731537753645)
3909R_0_M_S2_diabetes_S15_L001_R2_001	(1.0, 5.558947071097302)	(2.0, 0.9166203497006861)	(3.0, 0.524824375176536)	(4.0, 0.36081675793386847)	(5.0, 0.3097921659028164)	(6.0, 0.28974679046204593)	(7.0, 0.3252817741979572)	(8.0, 0.17494145839217864)	(9.0, 0.22141028327760112)	('>10', 3.947116654973531)	('>50', 0.7626354201784038)	('>100', 2.4592031052108867)	('>500', 3.1407458701970827)	('>1k', 8.532951863764339)	('>5k', 15.534254813167989)	('>10k+', 56.940711246366774)
3909R_L_M_S2_diabetes_S16_L001_R1_001	(1.0, 1.610619215860165)	(2.0, 0.5206619845231795)	(3.0, 0.43769936061563985)	(4.0, 0.357597516842843)	(5.0, 0.34329361616912935)	(6.0, 0.20597616970147758)	(7.0, 0.20025460943199214)	(8.0, 0.2860780134742744)	(9.0, 0.16091888257927936)	('>10', 2.2521491610762254)	('>50', 1.358155368969118)	('>100', 2.5739869262347845)	('>500', 2.8257355780921456)	('>1k', 11.549684598990144)	('>5k', 11.38948091144455)	('>10k+', 63.92770808599505)
3909R_L_M_S2_diabetes_S16_L001_R2_001	(1.0, 5.53560956072721)	(2.0, 0.8239046788059103)	(3.0, 0.4891934030410093)	(4.0, 0.41195233940295517)	(5.0, 0.3111098396532735)	(6.0, 0.3132554247543305)	(7.0, 0.27535008796898913)	(8.0, 0.18881148889302113)	(9.0, 0.19310265909513524)	('>10', 3.8463188911616193)	('>50', 1.4725865743588278)	('>100', 2.2221109696614265)	('>500', 0.7502395903362847)	('>1k', 12.396475518873997)	('>5k', 0.0)	('>10k+', 70.769978973266)
3909R_L_M_S2_week5_S52_L001_R1_001	(1.0, 1.700034344128164)	(2.0, 0.6687003777854098)	(3.0, 0.4121295379704641)	(4.0, 0.43637245196872665)	(5.0, 0.27273278248045413)	(6.0, 0.23030768298349463)	(7.0, 0.2191963474009576)	(8.0, 0.14545748398957556)	(9.0, 0.15454857673892403)	('>10', 2.8202589951312147)	('>50', 0.8505222327723793)	('>100', 2.50005050607083)	('>500', 3.6515889209883032)	('>1k', 26.835895674660094)	('>5k', 5.970827693488758)	('>10k+', 53.13137639144225)
3909R_L_M_S2_week5_S52_L001_R2_001	(1.0, 5.921331744075638)	(2.0, 0.8363805329400594)	(3.0, 0.5727388432089536)	(4.0, 0.4202105093032183)	(5.0, 0.28283399664639686)	(6.0, 0.28485423947958544)	(7.0, 0.23333804723327745)	(8.0, 0.3232388533101679)	(9.0, 0.20909513323501486)	('>10', 4.216246792864502)	('>50', 0.7111254772823693)	('>100', 3.2354188973514617)	('>500', 5.311218408452696)	('>1k', 6.462756823370169)	('>5k', 17.039738176528818)	('>10k+', 53.93947352471768)
3909R_L_M_S2_week9_S77_L001_R1_001	(1.0, 1.6164622135048994)	(2.0, 0.5884192994766788)	(3.0, 0.4590685051951675)	(4.0, 0.3212634106338189)	(5.0, 0.28744620951446953)	(6.0, 0.2942096497383394)	(7.0, 0.23672040783544548)	(8.0, 0.20290320671609613)	(9.0, 0.1217419240296577)	('>10', 2.719748400023672)	('>50', 1.131185377442236)	('>100', 4.551795270664424)	('>500', 1.6139259234209482)	('>1k', 12.130230041510615)	('>5k', 10.180668396980124)	('>10k+', 63.544211763313406)
3909R_L_M_S2_week9_S77_L001_R2_001	(1.0, 6.119222542546266)	(2.0, 0.9705536721253266)	(3.0, 0.5047217267062891)	(4.0, 0.41933329387993207)	(5.0, 0.3212634106338189)	(6.0, 0.3297177109136562)	(7.0, 0.2840644894025346)	(8.0, 0.2434838480593154)	(9.0, 0.21304836705190094)	('>10', 4.1806514883795645)	('>50', 0.8445845979557501)	('>100', 3.2591327578772944)	('>500', 2.1871274823939197)	('>1k', 9.570267916775869)	('>5k', 7.904770761647913)	('>10k+', 62.648055933650646)
3909R_S2_week21_S29_L001_R1_001	(1.0, 1.6235381373178606)	(2.0, 0.6367525619341359)	(3.0, 0.44228977668436426)	(4.0, 0.3654091406553848)	(5.0, 0.31204493447056375)	(6.0, 0.18994039489512576)	(7.0, 0.1456209694195964)	(8.0, 0.15918814048353397)	(9.0, 0.1546657501288881)	('>10', 2.423096752019247)	('>50', 1.0238691762918206)	('>100', 3.5075659590633226)	('>500', 2.67092374345384)	('>1k', 11.062671285534682)	('>5k', 18.7498304103617)	('>10k+', 56.532592867285935)
3909R_S2_week21_S29_L001_R2_001	(1.0, 5.596910302909706)	(2.0, 0.8610631235245702)	(3.0, 0.44228977668436426)	(4.0, 0.39797035120883495)	(5.0, 0.40701513191812666)	(6.0, 0.2225016054485759)	(7.0, 0.20260308788813416)	(8.0, 0.27496133356246777)	(9.0, 0.21978817123578837)	('>10', 4.21848572281365)	('>50', 0.8918153779361621)	('>100', 2.628413274120169)	('>500', 3.1159269543509915)	('>1k', 7.471893343945876)	('>5k', 15.645661670932789)	('>10k+', 57.4027007715198)
3918R_0_M_S2_diabetes_S17_L001_R1_001	(1.0, 1.447100515009969)	(2.0, 0.5523499531488879)	(3.0, 0.3656500327605521)	(4.0, 0.35226400073270914)	(5.0, 0.30294704063012984)	(6.0, 0.2663115845539281)	(7.0, 0.21699462445134882)	(8.0, 0.18035916837514707)	(9.0, 0.08242977617145393)	('>10', 2.2129224526028786)	('>50', 1.017338434116064)	('>100', 3.186580150628087)	('>500', 2.3622823889135476)	('>1k', 11.223835591345578)	('>5k', 15.74126913674184)	('>10k+', 60.48936514981788)
3918R_0_M_S2_diabetes_S17_L001_R2_001	(1.0, 4.676656873727446)	(2.0, 0.8552969937790178)	(3.0, 0.4797835689979498)	(4.0, 0.38889945680891086)	(5.0, 0.2923791206081486)	(6.0, 0.23249424048358802)	(7.0, 0.24658480051289638)	(8.0, 0.19726784041031709)	(9.0, 0.17120030435609665)	('>10', 3.870676840051008)	('>50', 1.086382178259675)	('>100', 2.7532954297268546)	('>500', 0.8686830258068607)	('>1k', 11.705028216346458)	('>5k', 0.0)	('>10k+', 72.17537111012477)
3918R_0_M_S2_week5_S53_L001_R1_001	(1.0, 1.5796785757165155)	(2.0, 0.5968818071111264)	(3.0, 0.424506457643689)	(4.0, 0.31559267962197485)	(5.0, 0.317307857228616)	(6.0, 0.2984409035555632)	(7.0, 0.21010925681354303)	(8.0, 0.17151776066411675)	(9.0, 0.16208428382759035)	('>10', 2.4784316415964875)	('>50', 1.1508841740562235)	('>100', 2.5024441280894636)	('>500', 3.0967531687906282)	('>1k', 9.344287600981081)	('>5k', 29.748040409584416)	('>10k+', 47.60303929471897)
3918R_0_M_S2_week5_S53_L001_R2_001	(1.0, 5.862477059499511)	(2.0, 0.8661646913537897)	(3.0, 0.5248443476321973)	(4.0, 0.3773390734610569)	(5.0, 0.34732346534483644)	(6.0, 0.28814983791571613)	(7.0, 0.24612798655300758)	(8.0, 0.31559267962197485)	(9.0, 0.1852391815172461)	('>10', 4.234773510797043)	('>50', 0.869595046567072)	('>100', 3.191945525959213)	('>500', 3.3668936418366124)	('>1k', 7.3452481004408)	('>5k', 0.0)	('>10k+', 71.97828585149992)
3918R_0_M_S2_week9_S78_L001_R1_001	(1.0, 1.648866587265947)	(2.0, 0.5720756779975399)	(3.0, 0.44516469141105497)	(4.0, 0.38268543647617004)	(5.0, 0.2245348224222426)	(6.0, 0.281156647206982)	(7.0, 0.2938477458656305)	(8.0, 0.21086748540523653)	(9.0, 0.17572290450436379)	('>10', 2.5714118359138567)	('>50', 1.2398227151141223)	('>100', 4.200753656012652)	('>500', 1.9085459905890623)	('>1k', 9.630591405197492)	('>5k', 12.930277056446101)	('>10k+', 63.28367534217154)
3918R_0_M_S2_week9_S78_L001_R2_001	(1.0, 6.325048323798739)	(2.0, 1.0113829392584495)	(3.0, 0.5593845793388914)	(4.0, 0.4529745982779156)	(5.0, 0.3172774664662124)	(6.0, 0.3397309487084367)	(7.0, 0.21184372376359412)	(8.0, 0.21867739227209715)	(9.0, 0.2372259210808911)	('>10', 4.534627174570943)	('>50', 0.9430462541734189)	('>100', 3.4070718706679424)	('>500', 3.1298201768943907)	('>1k', 5.273639611847629)	('>5k', 0.0)	('>10k+', 73.03824901888045)
3918R_L_M_S2_week5_S54_L001_R1_001	(1.0, 1.758255839496229)	(2.0, 0.5857801859852091)	(3.0, 0.5134729442776598)	(4.0, 0.355129237753533)	(5.0, 0.3203485392106612)	(6.0, 0.19220912352639674)	(7.0, 0.1665812403895438)	(8.0, 0.2123453174196383)	(9.0, 0.18946327890459105)	('>10', 2.7714725049425204)	('>50', 0.7670059310243832)	('>100', 2.817236581972615)	('>500', 4.201142271362671)	('>1k', 9.526250274584463)	('>5k', 27.804422640404187)	('>10k+', 47.8188840887457)
3918R_L_M_S2_week5_S54_L001_R2_001	(1.0, 6.151607234385297)	(2.0, 0.940909423738742)	(3.0, 0.5354397012521052)	(4.0, 0.38807937321520103)	(5.0, 0.3340777623196895)	(6.0, 0.32950135461668006)	(7.0, 0.24987186058431574)	(8.0, 0.19770081277000806)	(9.0, 0.23065094823167606)	('>10', 4.481218422786849)	('>50', 0.6974445339386395)	('>100', 3.8981840814234463)	('>500', 3.3673207878743496)	('>1k', 7.98949256791389)	('>5k', 0.0)	('>10k+', 70.2085011349491)
3918R_L_M_S2_week9_S79_L001_R1_001	(1.0, 1.5583490175120633)	(2.0, 0.5917388913415588)	(3.0, 0.39965610985895855)	(4.0, 0.36247879731393917)	(5.0, 0.2788298440876455)	(6.0, 0.24629969561075354)	(7.0, 0.23855442216387449)	(8.0, 0.16729790645258732)	(9.0, 0.13941492204382275)	('>10', 2.7379541634717413)	('>50', 1.0626515169118045)	('>100', 3.5837380238709327)	('>500', 1.5149754862095406)	('>1k', 8.45551502195785)	('>5k', 25.942018882976665)	('>10k+', 52.72052729821627)
3918R_L_M_S2_week9_S79_L001_R2_001	(1.0, 5.927457768896531)	(2.0, 0.9092951026635996)	(3.0, 0.5390710319027814)	(4.0, 0.3655769066926908)	(5.0, 0.3562825785564359)	(6.0, 0.3113599925645375)	(7.0, 0.2222893479254285)	(8.0, 0.14251303142257438)	(9.0, 0.15335641424820504)	('>10', 4.304048454430684)	('>50', 1.229174896019704)	('>100', 3.1414829100541395)	('>500', 1.365491708684775)	('>1k', 8.90628993656621)	('>5k', 0.0)	('>10k+', 72.1263099193717)
3918R_RL_M_S2_week5_S55_L001_R1_001	(1.0, 1.7535792852248548)	(2.0, 0.645533556925962)	(3.0, 0.4895596667748567)	(4.0, 0.3858776010674745)	(5.0, 0.24342745861733206)	(6.0, 0.2812939521800281)	(7.0, 0.17671030329258178)	(8.0, 0.16589130513181147)	(9.0, 0.15417072379097696)	('>10', 2.8462980994626563)	('>50', 0.7032348804500703)	('>100', 2.6930289588517438)	('>500', 3.3313498503371926)	('>1k', 16.230300407515596)	('>5k', 22.160012982797795)	('>10k+', 47.73973096757907)
3918R_RL_M_S2_week5_S55_L001_R2_001	(1.0, 5.943236322983159)	(2.0, 0.9250243427458618)	(3.0, 0.5977496483825597)	(4.0, 0.4075155973890151)	(5.0, 0.2614591222186159)	(6.0, 0.31375094666233905)	(7.0, 0.2839987017202207)	(8.0, 0.24523062497746043)	(9.0, 0.21097046413502107)	('>10', 4.443001911356341)	('>50', 0.476937502253958)	('>100', 2.8787550939449673)	('>500', 4.00393090266508)	('>1k', 8.312596920191858)	('>5k', 8.411771069998917)	('>10k+', 62.284070828374624)
3918R_RL_M_S2_week9_S80_L001_R1_001	(1.0, 1.5010145432008626)	(2.0, 0.5535415623116303)	(3.0, 0.4024213198400502)	(4.0, 0.29205260342822215)	(5.0, 0.34808595176038104)	(6.0, 0.2037576302987596)	(7.0, 0.18423085739512848)	(8.0, 0.18338186726888367)	(9.0, 0.16045913386027322)	('>10', 2.6174365592128166)	('>50', 0.8999295338195218)	('>100', 4.109112211024986)	('>500', 0.8192754718262627)	('>1k', 11.366279810165809)	('>5k', 18.17178466214438)	('>10k+', 58.187236282442036)
3918R_RL_M_S2_week9_S80_L001_R2_001	(1.0, 6.171309227673682)	(2.0, 0.9067214548294804)	(3.0, 0.55523954256412)	(4.0, 0.4482667866572712)	(5.0, 0.3353510998667085)	(6.0, 0.2648849193883875)	(7.0, 0.24366016623226672)	(8.0, 0.23771723534855288)	(9.0, 0.19102277840508716)	('>10', 4.345980456247294)	('>50', 1.1826432458590508)	('>100', 3.15569629925204)	('>500', 2.2099212986152974)	('>1k', 7.608649511406182)	('>5k', 7.667229830117075)	('>10k+', 64.47570614753751)
3918R_RR_M_S2_week5_S56_L001_R1_001	(1.0, 1.6813005158535672)	(2.0, 0.5349592550443169)	(3.0, 0.3688228404342806)	(4.0, 0.3488864706810762)	(5.0, 0.29489213593281444)	(6.0, 0.19936369753204355)	(7.0, 0.2558500784994559)	(8.0, 0.1661364146100363)	(9.0, 0.14952277314903267)	('>10', 2.713007650581893)	('>50', 0.8065922929317262)	('>100', 2.6889178704634373)	('>500', 2.6789496855868355)	('>1k', 13.22611996710499)	('>5k', 21.7397805337963)	('>10k+', 52.1468978177982)
3918R_RR_M_S2_week5_S56_L001_R2_001	(1.0, 6.08723823131173)	(2.0, 0.9586071122999095)	(3.0, 0.5108694749258617)	(4.0, 0.4020501233562878)	(5.0, 0.3447330603158253)	(6.0, 0.279109176544861)	(7.0, 0.24422052947675335)	(8.0, 0.2591728067916566)	(9.0, 0.33642623958532347)	('>10', 4.336160421321948)	('>50', 0.8614173097530382)	('>100', 3.237168038676557)	('>500', 3.6898897684889063)	('>1k', 4.783067376622945)	('>5k', 14.348371447795785)	('>10k+', 59.32149888273261)
3918R_RR_M_S2_week9_S81_L001_R1_001	(1.0, 1.6569360675512665)	(2.0, 0.6234016887816647)	(3.0, 0.4863691194209891)	(4.0, 0.3821471652593486)	(5.0, 0.255729794933655)	(6.0, 0.2605548854041013)	(7.0, 0.19589867310012063)	(8.0, 0.18528347406513873)	(9.0, 0.22581423401688783)	('>10', 2.254282267792521)	('>50', 1.1560916767189384)	('>100', 3.635223160434258)	('>500', 2.01978287092883)	('>1k', 7.6593486127864905)	('>5k', 29.329794933655005)	('>10k+', 49.673341375150784)
3918R_RR_M_S2_week9_S81_L001_R2_001	(1.0, 5.993727382388419)	(2.0, 0.8588661037394452)	(3.0, 0.64270205066345)	(4.0, 0.37828709288299156)	(5.0, 0.3570566948130277)	(6.0, 0.3416164053075995)	(7.0, 0.27696019300361885)	(8.0, 0.1698431845597105)	(9.0, 0.21712907117008443)	('>10', 4.240289505428227)	('>50', 1.0972255729794933)	('>100', 2.8863691194209893)	('>500', 2.30832328106152)	('>1k', 8.265379975874549)	('>5k', 0.0)	('>10k+', 71.96622436670688)
3918R_S2_week29_S32_L001_R1_001	(1.0, 1.6882575656815544)	(2.0, 0.6827512214153344)	(3.0, 0.500093102439284)	(4.0, 0.4220643914203886)	(5.0, 0.3546759591767971)	(6.0, 0.2979278057085095)	(7.0, 0.248273171423758)	(8.0, 0.1844314987719345)	(9.0, 0.16758439071103662)	('>10', 2.331994431587441)	('>50', 0.849448922228429)	('>100', 3.042233039838977)	('>500', 2.4774115748499277)	('>1k', 17.28779294017503)	('>5k', 11.118204630294647)	('>10k+', 58.34685535427695)
3918R_S2_week29_S32_L001_R2_001	(1.0, 5.38841450979349)	(2.0, 0.8388086434531251)	(3.0, 0.6171361689676269)	(4.0, 0.37240975713563695)	(5.0, 0.3546759591767971)	(6.0, 0.2819673875455537)	(7.0, 0.32896195213647933)	(8.0, 0.24117965224022203)	(9.0, 0.23940627244433804)	('>10', 3.863307885333262)	('>50', 1.20589826120111)	('>100', 2.823220635047305)	('>500', 0.7882673192704316)	('>1k', 13.091976343113524)	('>5k', 8.448381347591306)	('>10k+', 61.115987905549794)
3969R_R_F_S2_Pellet_week9_S82_L001_R1_001	(1.0, 1.5567904352951083)	(2.0, 0.5927422749852657)	(3.0, 0.4470825966153069)	(4.0, 0.3435210911846426)	(5.0, 0.2736381241054138)	(6.0, 0.2374336953776206)	(7.0, 0.24164351267155007)	(8.0, 0.1414498610760293)	(9.0, 0.15913109371053297)	('>10', 2.292666498273975)	('>50', 0.8402795318683169)	('>100', 4.2333922707754486)	('>500', 0.45045045045045046)	('>1k', 11.444809295276585)	('>5k', 21.89610170918582)	('>10k+', 54.848867559147926)
3969R_R_F_S2_Pellet_week9_S82_L001_R2_001	(1.0, 5.571272206786226)	(2.0, 0.8840616317251832)	(3.0, 0.5455923212932559)	(4.0, 0.3468889450197861)	(5.0, 0.3788835564536499)	(6.0, 0.3233139681737813)	(7.0, 0.20628104740254274)	(8.0, 0.2020712301086133)	(9.0, 0.19701944935589794)	('>10', 4.15929948640229)	('>50', 1.0920266060452977)	('>100', 3.1312621032247203)	('>500', 1.1585417192893828)	('>1k', 10.199545339732255)	('>5k', 0.0)	('>10k+', 71.60394038898713)
3969R_R_F_S2_diabetes_S18_L001_R1_001	(1.0, 1.5941802123925886)	(2.0, 0.5816492144440142)	(3.0, 0.4374727094472685)	(4.0, 0.4317056492473987)	(5.0, 0.341904283277997)	(6.0, 0.22738694502343898)	(7.0, 0.2191482875950535)	(8.0, 0.23068240799479317)	(9.0, 0.20019937550976694)	('>10', 2.384267459774755)	('>50', 0.9408546783216207)	('>100', 3.510491930235049)	('>500', 1.8240387546445431)	('>1k', 13.496568599181078)	('>5k', 19.005758821542443)	('>10k+', 54.57369067136819)
