asv_id,danska_asv_num,plate,kingdom_final,phylum_final,class_final,order_final,family_final,genus_final,species_final,curated_species_femmicro,danska_species,database_final,package,accession_simplified,identity_vsearch,isoscorens1,isomatchns1,isomatchns1_taxa,isoscores2,isomatchs2,isomatchs2_taxa,isoscores5,isomatchs5,isomatchs5_taxa,isoscorens6,isomatchns6,isomatchns6_taxa,num_ident_asvs,bad_genus,asv_len,rep_asv_total,total,database_vsearch,kingdom_vsearch,phylum_vsearch,class_vsearch,order_vsearch,family_vsearch,genus_vsearch,species_vsearch,accession_number_vsearch,kingdom_T1D,phylum_T1D,class_T1D,order_T1D,family_T1D,genus_T1D,species_T1D,kingdom_GTDB,phylum_GTDB,class_GTDB,order_GTDB,family_GTDB,genus_GTDB,species_GTDB,expected_communities,asv_id,plate1_T1D_S2_defined_mouse_inoc,plate3_S2_defined_inocula_S88_L0,plate5_S2_mouse_inoculum_S36_L00,Sum,,,
p4_ASV_94,ASV_0057,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,no_match,no_match,1,NA,422,1149,1149,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,BACL12,UBA7236,NA,S5,p4_ASV_94,0,0,0,0,,,
p4_ASV_80,ASV_0052,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,no_match,no_match,1,NA,402,1575,1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,NA,NA,S5,p4_ASV_80,0,0,0,0,,,
p3_ASV_79,,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,GTDB,DADA2,,100,NA,,,NA,,,NA,,,NA,,,1,NA,428,1933,1933,GTDB,Bacteria,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae_G,Bacillus_A,NA,S5,p3_ASV_79,0,0,0,0,,,
p4_ASV_256,ASV_0068,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,NA,NA,NA,NA,NA,207,no_match,no_match,NA,NA,NA,1,NA,427,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,NA,S5,p4_ASV_256,0,0,0,0,,,
p4_ASV_142,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,426,540,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Bacillota,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus_A,NA,S5,p4_ASV_142,0,0,0,0,,,
p3_ASV_184,,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,427,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Bacillota,Bacilli,Lactobacillales,Listeriaceae,Listeria,NA,S5,p3_ASV_184,0,0,0,0,,,
p4_ASV_270,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,334,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_270,0,0,0,0,,,
p4_ASV_207,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,278,60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_207,0,0,0,0,,,
p3_ASV_131,,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,405,269,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,Paceibacteria,UBA9973,NA,NA,NA,S5,p3_ASV_131,0,0,0,0,,,
p4_ASV_245,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,300,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_245,0,0,0,0,,,
p3_ASV_73,,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,427,2171,2171,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales,Parachlamydiaceae,NA,NA,S5,p3_ASV_73,0,0,0,0,,,
p4_ASV_97,ASV_0062,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,no_match,no_match,1,NA,406,1065,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_97,0,0,0,0,,,
p3_ASV_124,,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,406,334,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA5272,UBA11704,NA,S5,p3_ASV_124,0,0,0,0,,,
p4_ASV_93,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,406,1153,1153,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA9973,UBA8515,NA,S5,p4_ASV_93,0,0,0,0,,,
p4_ASV_95,ASV_0064,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,NA,NA,NA,NA,NA,2,no_match,no_match,NA,NA,NA,1,NA,406,1068,1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,Paceibacteria,UBA9973,NA,NA,NA,S5,p4_ASV_95,0,0,0,0,,,
p4_ASV_139,ASV_0058,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,no_match,no_match,1,NA,406,585,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,Paceibacteria,UBA9973,PALSA-1337,C7867-002,NA,S5,p4_ASV_139,0,0,0,0,,,
p4_ASV_149,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,405,437,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,Paceibacteria,UBA9973,VEQN01,VEQN01,NA,S5,p4_ASV_149,0,0,0,0,,,
p4_ASV_55,ASV_0047,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,no_match,no_match,2,NA,405,3444,4387,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,Paceibacteria,UBA9973,VEQN01,VEQN01,NA,S5,p4_ASV_55,0,0,0,0,,,
p4_ASV_89,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,405,1214,1214,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,Paceibacteria,UBA9973,NA,NA,NA,S5,p4_ASV_89,0,0,0,0,,,
p4_ASV_249,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,445,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_249,0,0,0,0,,,
p4_ASV_238,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,394,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_238,0,0,0,0,,,
p4_ASV_195,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,422,127,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,S5,p4_ASV_195,0,0,0,0,,,
p4_ASV_268,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,418,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_268,0,0,0,0,,,
p4_ASV_252,ASV_0067,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,NA,NA,NA,NA,NA,137,no_match,no_match,NA,NA,NA,1,NA,422,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,NA,NA,S5,p4_ASV_252,0,0,0,0,,,
p4_ASV_178,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,421,231,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Lepagella,NA,S5,p4_ASV_178,0,0,0,0,,,
p4_ASV_75,ASV_0048,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,no_match,no_match,1,NA,402,1820,1820,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,NA,S5,p4_ASV_75,0,0,0,0,,,
p4_ASV_223,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,283,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_223,0,0,0,0,,,
p4_ASV_246,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,374,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_246,0,0,0,0,,,
p4_ASV_228,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,407,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Brooklawnia,NA,S5,p4_ASV_228,0,0,0,0,,,
p4_ASV_122,ASV_0065,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,GTDB,DADA2,,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,no_match,no_match,1,NA,407,691,691,GTDB,Bacteria,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_122,0,0,0,0,,,
p4_ASV_215,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,407,39,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,NA,NA,S5,p4_ASV_215,0,0,0,0,,,
p3_ASV_102,ASV_0059,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,GTDB,DADA2,,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,no_match,no_match,2,NA,407,799,1409,GTDB,Bacteria,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p3_ASV_102,0,0,0,0,,,
p4_ASV_84,ASV_0049,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,GTDB,DADA2,,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,no_match,no_match,1,NA,402,1496,1496,GTDB,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,NA,S5,p4_ASV_84,0,0,0,0,,,
p3_ASV_106,,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,403,737,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA,S5,p3_ASV_106,0,0,0,0,,,
p4_ASV_180,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,407,223,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Actinomycetota,Actinomycetes,Nanopelagicales,Nanopelagicaceae,Planktophila,NA,S5,p4_ASV_180,0,0,0,0,,,
p4_ASV_74,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,403,1822,1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Desertimonas,NA,S5,p4_ASV_74,0,0,0,0,,,
p5_ASV_41,,plate 5,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,402,10256,10256,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,JAFECT01,NA,S5,p5_ASV_41,0,0,0,0,,,
p4_ASV_77,ASV_0053,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,no_match,no_match,1,NA,402,1735,1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,CAMDPA01,NA,S5,p4_ASV_77,0,0,0,0,,,
p3_ASV_159,,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,404,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Cyanobacteriota,Cyanobacteriia,NA,NA,NA,NA,S5,p3_ASV_159,0,0,0,0,,,
p3_ASV_68,ASV_0054,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,no_match,no_match,2,NA,405,2659,3553,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Cyanobacteriota,Vampirovibrionia,Obscuribacterales,Obscuribacteraceae,PALSA-1081,NA,S5,p3_ASV_68,0,0,0,0,,,
p3_ASV_122,,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,401,359,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA,S5,p3_ASV_122,0,0,0,0,,,
p3_ASV_107,,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,401,671,671,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,NA,S5,p3_ASV_107,0,0,0,0,,,
p3_ASV_125,,plate 3,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,403,325,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA7683,JACKGS01,NA,S5,p3_ASV_125,0,0,0,0,,,
p4_ASV_158,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,181,354,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_158,0,0,0,0,,,
p4_ASV_140,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,181,553,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_140,0,0,0,0,,,
p4_ASV_171,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,146,270,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,NA,NA,NA,NA,NA,S5,p4_ASV_171,0,0,0,0,,,
p4_ASV_151,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,146,415,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,NA,NA,NA,NA,NA,S5,p4_ASV_151,0,0,0,0,,,
p4_ASV_201,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,146,87,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_201,0,0,0,0,,,
p4_ASV_225,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,152,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_225,0,0,0,0,,,
p4_ASV_199,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,146,101,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_199,0,0,0,0,,,
p4_ASV_173,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,146,266,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_173,0,0,0,0,,,
p4_ASV_166,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,146,320,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,Patescibacteria,NA,NA,NA,NA,NA,S5,p4_ASV_166,0,0,0,0,,,
p4_ASV_197,,plate 4,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,S5_Bg_092,,T1D,DADA2,,NA,NA,,,NA,,,NA,,,NA,,,1,NA,146,114,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Bacillota,Bacilli,Bacillales_B,DSM-18226,Cytobacillus,NA,Bacteria,NA,NA,NA,NA,NA,NA,S5,p4_ASV_197,0,0,0,0,,,
