S_S2_Bs_063_1	NADH-DEHYDROG-A-RXN
S_S2_Bs_063_548	RXN-12448
S_S2_Bs_063_548	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Bs_063_548	RXN-7694
S_S2_Bs_063_548	RXN-7693
S_S2_Bs_063_548	RXN-7657
S_S2_Bs_063_548	ALCOHOL-DEHYDROG-RXN
S_S2_Bs_063_548	RXN-7700
S_S2_Bs_063_548	RXN-7706
S_S2_Bs_063_548	RXN-10911
S_S2_Bs_063_548	RXN-10915
S_S2_Bs_063_548	RXN66-478
S_S2_Bs_063_548	RXN-15823
S_S2_Bs_063_548	RXN-13198
S_S2_Bs_063_549	RXN-10781
S_S2_Bs_063_549	RXN-5424
S_S2_Bs_063_549	METHANOL-DEHYDROGENASE-RXN
S_S2_Bs_063_549	RXN-15818
S_S2_Bs_063_549	RXN3O-4113
S_S2_Bs_063_549	RXN-12448
S_S2_Bs_063_549	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Bs_063_549	RXN-7694
S_S2_Bs_063_549	RXN-7693
S_S2_Bs_063_549	RXN-7657
S_S2_Bs_063_549	ALCOHOL-DEHYDROG-RXN
S_S2_Bs_063_549	RXN-7700
S_S2_Bs_063_549	RXN-7706
S_S2_Bs_063_549	RXN-10911
S_S2_Bs_063_549	RXN-10915
S_S2_Bs_063_549	RXN66-478
S_S2_Bs_063_549	RXN-15823
S_S2_Bs_063_549	RXN-13198
S_S2_Bs_063_550	RXN0-4022
S_S2_Bs_063_551	CHORISMATE-SYNTHASE-RXN
S_S2_Bs_063_552	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_S2_Bs_063_553	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_S2_Bs_063_554	PGLUCISOM-RXN
S_S2_Bs_063_554	RXN-6182
S_S2_Bs_063_554	RXN-13720
S_S2_Bs_063_555	RXN66-546
S_S2_Bs_063_555	PYRROLINECARBREDUCT-RXN
S_S2_Bs_063_556	RXN66-546
S_S2_Bs_063_556	PYRROLINECARBREDUCT-RXN
S_S2_Bs_063_557	RXN66-546
S_S2_Bs_063_557	PYRROLINECARBREDUCT-RXN
S_S2_Bs_063_558	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
S_S2_Bs_063_559	NICONUCADENYLYLTRAN-RXN
S_S2_Bs_063_560	TRNA-NUCLEOTIDYLTRANSFERASE-RXN
S_S2_Bs_063_560	RXN0-6482
S_S2_Bs_063_560	RXN0-6481
S_S2_Bs_063_561	DETHIOBIOTIN-SYN-RXN
S_S2_Bs_063_562	PANTOATE-BETA-ALANINE-LIG-RXN
S_S2_Bs_063_563	2-DEHYDROPANTOATE-REDUCT-RXN
S_S2_Bs_063_564	2-DEHYDROPANTOATE-REDUCT-RXN
S_S2_Bs_063_565	2-DEHYDROPANTOATE-REDUCT-RXN
S_S2_Bs_063_566	GLYRIBONUCSYN-RXN
S_S2_Bs_063_567	GSAAMINOTRANS-RXN
S_S2_Bs_063_568	GSAAMINOTRANS-RXN
S_S2_Bs_063_569	DIOHBUTANONEPSYN-RXN
S_S2_Bs_063_570	GTP-CYCLOHYDRO-II-RXN
S_S2_Bs_063_571	LUMAZINESYN-RXN
S_S2_Bs_063_572	RXN-11586
S_S2_Bs_063_573	RXN-9939
S_S2_Bs_063_573	SPERMACTRAN-RXN
S_S2_Bs_063_573	DIAMACTRANS-RXN
S_S2_Bs_063_573	RXN-0
S_S2_Bs_063_574	RXN-9939
S_S2_Bs_063_574	SPERMACTRAN-RXN
S_S2_Bs_063_574	DIAMACTRANS-RXN
S_S2_Bs_063_574	RXN-0
S_S2_Bs_063_575	DAPASYN-RXN
S_S2_Bs_063_576	2.8.1.6-RXN
S_S2_Bs_063_577	RXN-11601
S_S2_Bs_063_578	RXN-11601
S_S2_Bs_063_579	3.4.11.10-RXN
S_S2_Bs_063_580	RIBOFLAVIN-SYN-RXN
S_S2_Bs_063_581	PROLINE--TRNA-LIGASE-RXN
S_S2_Bs_063_582	RXN-14992
S_S2_Bs_063_583	DIAMINOPIMEPIM-RXN
S_S2_Bs_063_584	RXN3O-54
S_S2_Bs_063_584	RXN-9235
S_S2_Bs_063_584	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
S_S2_Bs_063_584	RXN-9242
S_S2_Bs_063_584	RXN-9227
S_S2_Bs_063_584	RXN-11754
S_S2_Bs_063_585	RXN-11046
S_S2_Bs_063_585	RXN-9205
S_S2_Bs_063_585	RXN-14177
S_S2_Bs_063_585	RXN-9220
S_S2_Bs_063_585	RXN-9191
S_S2_Bs_063_585	RXN-9363
S_S2_Bs_063_585	RXN-9362
S_S2_Bs_063_585	RXN-9361
S_S2_Bs_063_585	RXN-9366
S_S2_Bs_063_585	ADOMET-DMK-METHYLTRANSFER-RXN
S_S2_Bs_063_586	ARGSUCCINLYA-RXN
S_S2_Bs_063_586	RXN-22
S_S2_Bs_063_587	3.1.21.2-RXN
S_S2_Bs_063_588	RXN0-5063
S_S2_Bs_063_589	CYSTEINE--TRNA-LIGASE-RXN
S_S2_Bs_063_590	3.4.21.102-RXN
S_S2_Bs_063_591	3.4.21.102-RXN
S_S2_Bs_063_592	RXN-8748
S_S2_Bs_063_592	ALKAPHOSPHA-RXN
S_S2_Bs_063_593	RXN-8748
S_S2_Bs_063_593	ALKAPHOSPHA-RXN
S_S2_Bs_063_594	RXN-8748
S_S2_Bs_063_594	ALKAPHOSPHA-RXN
S_S2_Bs_063_595	RXN-8748
S_S2_Bs_063_595	ALKAPHOSPHA-RXN
S_S2_Bs_063_596	SUCCINYLDIAMINOPIMTRANS-RXN
S_S2_Bs_063_597	RXN-15007
S_S2_Bs_063_597	ACETYLORNTRANSAM-RXN
S_S2_Bs_063_598	RXN0-5515
S_S2_Bs_063_598	CDPDIGLYSYN-RXN
S_S2_Bs_063_599	RXN0-1133
S_S2_Bs_063_599	DIHYDLIPACETRANS-RXN
S_S2_Bs_063_600	RXN0-1133
S_S2_Bs_063_600	DIHYDLIPACETRANS-RXN
S_S2_Bs_063_601	RXN0-1133
S_S2_Bs_063_601	DIHYDLIPACETRANS-RXN
S_S2_Bs_063_602	RXN-13403
S_S2_Bs_063_603	RXN-13403
S_S2_Bs_063_604	3.4.11.6-RXN
S_S2_Bs_063_605	PHOSPHAGLYPSYN-RXN
S_S2_Bs_063_606	DNA-LIGASE-NAD+-RXN
S_S2_Bs_063_607	PREPHENATEDEHYDRAT-RXN
S_S2_Bs_063_608	CITSYN-RXN
S_S2_Bs_063_609	CITSYN-RXN
S_S2_Bs_063_610	CITSYN-RXN
S_S2_Bs_063_611	RXN-11860
S_S2_Bs_063_611	RXN-11865
S_S2_Bs_063_612	2.5.1.19-RXN
S_S2_Bs_063_613	DGDPKIN-RXN
S_S2_Bs_063_613	CDPKIN-RXN
S_S2_Bs_063_613	NUCLEOSIDE-DIP-KIN-RXN
S_S2_Bs_063_613	UDPKIN-RXN
S_S2_Bs_063_613	RXN-14228
S_S2_Bs_063_613	DUDPKIN-RXN
S_S2_Bs_063_613	RXN-14120
S_S2_Bs_063_613	DTDPKIN-RXN
S_S2_Bs_063_613	GDPKIN-RXN
S_S2_Bs_063_613	DCDPKIN-RXN
S_S2_Bs_063_613	DADPKIN-RXN
S_S2_Bs_063_614	ACETOOHBUTREDUCTOISOM-RXN
S_S2_Bs_063_614	ACETOLACTREDUCTOISOM-RXN
S_S2_Bs_063_615	RXN-11737
S_S2_Bs_063_615	ASPAMINOTRANS-RXN
S_S2_Bs_063_615	RXN-13697
S_S2_Bs_063_615	RXN-10814
S_S2_Bs_063_616	RXN-11737
S_S2_Bs_063_616	ASPAMINOTRANS-RXN
S_S2_Bs_063_616	RXN-13697
S_S2_Bs_063_616	RXN-10814
S_S2_Bs_063_617	RXN-8999
S_S2_Bs_063_618	2.7.1.148-RXN
S_S2_Bs_063_619	RXN-15005
S_S2_Bs_063_619	ACETYLGLUTKIN-RXN
S_S2_Bs_063_620	IMPCYCLOHYDROLASE-RXN
S_S2_Bs_063_621	AICARTRANSFORM-RXN
S_S2_Bs_063_622	ENTDB-RXN
S_S2_Bs_063_622	HOLO-ACP-SYNTH-RXN
S_S2_Bs_063_622	RXN-15889
S_S2_Bs_063_622	RXN-16759
S_S2_Bs_063_622	RXN-10994
S_S2_Bs_063_623	SUPEROX-DISMUT-RXN
S_S2_Bs_063_624	SUPEROX-DISMUT-RXN
S_S2_Bs_063_625	SUPEROX-DISMUT-RXN
S_S2_Bs_063_626	ARGININE--TRNA-LIGASE-RXN
S_S2_Bs_063_627	RXN0-1441
S_S2_Bs_063_628	RXN0-1441
S_S2_Bs_063_629	CHORISMATEMUT-RXN
S_S2_Bs_063_630	CHORISMATEMUT-RXN
S_S2_Bs_063_631	CHORISMATEMUT-RXN
S_S2_Bs_063_632	5.99.1.2-RXN
S_S2_Bs_063_633	5.99.1.2-RXN
S_S2_Bs_063_634	RXN-14047
S_S2_Bs_063_635	METHYLENETHFDEHYDROG-NADP-RXN
S_S2_Bs_063_636	RXN-11588
S_S2_Bs_063_637	LEUCINE--TRNA-LIGASE-RXN
S_S2_Bs_063_638	S-ADENMETSYN-RXN
S_S2_Bs_063_639	3.4.21.92-RXN
S_S2_Bs_063_640	RXN-14570
S_S2_Bs_063_641	RXN-14570
S_S2_Bs_063_642	RXN0-6274
S_S2_Bs_063_643	ARGDECARBOX-RXN
S_S2_Bs_063_644	RXN-8976
S_S2_Bs_063_644	RXN-11029
S_S2_Bs_063_644	NACGLCTRANS-RXN
S_S2_Bs_063_644	RXN-11346
S_S2_Bs_063_645	UDP-NACMURALA-GLU-LIG-RXN
S_S2_Bs_063_646	RXN-8975
S_S2_Bs_063_646	RXN-11347
S_S2_Bs_063_646	PHOSNACMURPENTATRANS-RXN
S_S2_Bs_063_647	UDP-NACMURALGLDAPAALIG-RXN
S_S2_Bs_063_647	6.3.2.10-RXN
S_S2_Bs_063_648	UDP-NACMURALGLDAPLIG-RXN
S_S2_Bs_063_649	RXN-11638
S_S2_Bs_063_651	RXN-10060
S_S2_Bs_063_651	RXN-9518
S_S2_Bs_063_651	RXN-9514
S_S2_Bs_063_651	RXN-10655
S_S2_Bs_063_651	RXN-10659
S_S2_Bs_063_651	RXN-9536
S_S2_Bs_063_651	RXN1G-240
S_S2_Bs_063_651	RXN1G-203
S_S2_Bs_063_651	RXN-13008
S_S2_Bs_063_651	RXN-9556
S_S2_Bs_063_651	RXN-9552
S_S2_Bs_063_651	RXN1G-1247
S_S2_Bs_063_651	RXN1G-881
S_S2_Bs_063_651	RXN-16622
S_S2_Bs_063_651	RXN-16626
S_S2_Bs_063_651	RXN1G-358
S_S2_Bs_063_651	RXN1G-157
S_S2_Bs_063_651	RXN1G-508
S_S2_Bs_063_651	RXN-9532
S_S2_Bs_063_651	RXN0-2142
S_S2_Bs_063_651	RXN1G-717
S_S2_Bs_063_651	RXN-11480
S_S2_Bs_063_651	RXN1G-481
S_S2_Bs_063_651	RXN1G-252
S_S2_Bs_063_651	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_651	RXN-9524
S_S2_Bs_063_651	RXN-9528
S_S2_Bs_063_651	RXN1G-637
S_S2_Bs_063_651	RXN1G-951
S_S2_Bs_063_651	RXN-9540
S_S2_Bs_063_651	RXN1G-408
S_S2_Bs_063_651	RXN1G-409
S_S2_Bs_063_651	RXN1G-617
S_S2_Bs_063_651	RXN1G-613
S_S2_Bs_063_651	RXN1G-384
S_S2_Bs_063_651	RXN1G-469
S_S2_Bs_063_651	RXN-16630
S_S2_Bs_063_651	RXN1G-72
S_S2_Bs_063_651	RXN1G-349
S_S2_Bs_063_651	RXN1G-163
S_S2_Bs_063_651	RXN-16616
S_S2_Bs_063_651	RXN1G-853
S_S2_Bs_063_651	RXN-11476
S_S2_Bs_063_651	RXN1G-184
S_S2_Bs_063_651	RXN1G-182
S_S2_Bs_063_651	RXN1G-364
S_S2_Bs_063_651	RXN1G-287
S_S2_Bs_063_651	RXN1G-1053
S_S2_Bs_063_651	RXN1G-1050
S_S2_Bs_063_651	RXN-9633
S_S2_Bs_063_651	RXN1G-262
S_S2_Bs_063_651	RXN1G-260
S_S2_Bs_063_652	RXN-10060
S_S2_Bs_063_652	RXN-9518
S_S2_Bs_063_652	RXN-9514
S_S2_Bs_063_652	RXN-10655
S_S2_Bs_063_652	RXN-10659
S_S2_Bs_063_652	RXN-9536
S_S2_Bs_063_652	RXN1G-240
S_S2_Bs_063_652	RXN1G-203
S_S2_Bs_063_652	RXN-13008
S_S2_Bs_063_652	RXN-9556
S_S2_Bs_063_652	RXN-9552
S_S2_Bs_063_652	RXN1G-1247
S_S2_Bs_063_652	RXN1G-881
S_S2_Bs_063_652	RXN-16622
S_S2_Bs_063_652	RXN-16626
S_S2_Bs_063_652	RXN1G-358
S_S2_Bs_063_652	RXN1G-157
S_S2_Bs_063_652	RXN1G-508
S_S2_Bs_063_652	RXN-9532
S_S2_Bs_063_652	RXN0-2142
S_S2_Bs_063_652	RXN1G-717
S_S2_Bs_063_652	RXN-11480
S_S2_Bs_063_652	RXN1G-481
S_S2_Bs_063_652	RXN1G-252
S_S2_Bs_063_652	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_652	RXN-9524
S_S2_Bs_063_652	RXN-9528
S_S2_Bs_063_652	RXN1G-637
S_S2_Bs_063_652	RXN1G-951
S_S2_Bs_063_652	RXN-9540
S_S2_Bs_063_652	RXN1G-408
S_S2_Bs_063_652	RXN1G-409
S_S2_Bs_063_652	RXN1G-617
S_S2_Bs_063_652	RXN1G-613
S_S2_Bs_063_652	RXN1G-384
S_S2_Bs_063_652	RXN1G-469
S_S2_Bs_063_652	RXN-16630
S_S2_Bs_063_652	RXN1G-72
S_S2_Bs_063_652	RXN1G-349
S_S2_Bs_063_652	RXN1G-163
S_S2_Bs_063_652	RXN-16616
S_S2_Bs_063_652	RXN1G-853
S_S2_Bs_063_652	RXN-11476
S_S2_Bs_063_652	RXN1G-184
S_S2_Bs_063_652	RXN1G-182
S_S2_Bs_063_652	RXN1G-364
S_S2_Bs_063_652	RXN1G-287
S_S2_Bs_063_652	RXN1G-1053
S_S2_Bs_063_652	RXN1G-1050
S_S2_Bs_063_652	RXN-9633
S_S2_Bs_063_652	RXN1G-262
S_S2_Bs_063_652	RXN1G-260
S_S2_Bs_063_653	RXN-10060
S_S2_Bs_063_653	RXN-9518
S_S2_Bs_063_653	RXN-9514
S_S2_Bs_063_653	RXN-10655
S_S2_Bs_063_653	RXN-10659
S_S2_Bs_063_653	RXN-9536
S_S2_Bs_063_653	RXN1G-240
S_S2_Bs_063_653	RXN1G-203
S_S2_Bs_063_653	RXN-13008
S_S2_Bs_063_653	RXN-9556
S_S2_Bs_063_653	RXN-9552
S_S2_Bs_063_653	RXN1G-1247
S_S2_Bs_063_653	RXN1G-881
S_S2_Bs_063_653	RXN-16622
S_S2_Bs_063_653	RXN-16626
S_S2_Bs_063_653	RXN1G-358
S_S2_Bs_063_653	RXN1G-157
S_S2_Bs_063_653	RXN1G-508
S_S2_Bs_063_653	RXN-9532
S_S2_Bs_063_653	RXN0-2142
S_S2_Bs_063_653	RXN1G-717
S_S2_Bs_063_653	RXN-11480
S_S2_Bs_063_653	RXN1G-481
S_S2_Bs_063_653	RXN1G-252
S_S2_Bs_063_653	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_653	RXN-9524
S_S2_Bs_063_653	RXN-9528
S_S2_Bs_063_653	RXN1G-637
S_S2_Bs_063_653	RXN1G-951
S_S2_Bs_063_653	RXN-9540
S_S2_Bs_063_653	RXN1G-408
S_S2_Bs_063_653	RXN1G-409
S_S2_Bs_063_653	RXN1G-617
S_S2_Bs_063_653	RXN1G-613
S_S2_Bs_063_653	RXN1G-384
S_S2_Bs_063_653	RXN1G-469
S_S2_Bs_063_653	RXN-16630
S_S2_Bs_063_653	RXN1G-72
S_S2_Bs_063_653	RXN1G-349
S_S2_Bs_063_653	RXN1G-163
S_S2_Bs_063_653	RXN-16616
S_S2_Bs_063_653	RXN1G-853
S_S2_Bs_063_653	RXN-11476
S_S2_Bs_063_653	RXN1G-184
S_S2_Bs_063_653	RXN1G-182
S_S2_Bs_063_653	RXN1G-364
S_S2_Bs_063_653	RXN1G-287
S_S2_Bs_063_653	RXN1G-1053
S_S2_Bs_063_653	RXN1G-1050
S_S2_Bs_063_653	RXN-9633
S_S2_Bs_063_653	RXN1G-262
S_S2_Bs_063_653	RXN1G-260
S_S2_Bs_063_654	RXN-10060
S_S2_Bs_063_654	RXN-9518
S_S2_Bs_063_654	RXN-9514
S_S2_Bs_063_654	RXN-10655
S_S2_Bs_063_654	RXN-10659
S_S2_Bs_063_654	RXN-9536
S_S2_Bs_063_654	RXN1G-240
S_S2_Bs_063_654	RXN1G-203
S_S2_Bs_063_654	RXN-13008
S_S2_Bs_063_654	RXN-9556
S_S2_Bs_063_654	RXN-9552
S_S2_Bs_063_654	RXN1G-1247
S_S2_Bs_063_654	RXN1G-881
S_S2_Bs_063_654	RXN-16622
S_S2_Bs_063_654	RXN-16626
S_S2_Bs_063_654	RXN1G-358
S_S2_Bs_063_654	RXN1G-157
S_S2_Bs_063_654	RXN1G-508
S_S2_Bs_063_654	RXN-9532
S_S2_Bs_063_654	RXN0-2142
S_S2_Bs_063_654	RXN1G-717
S_S2_Bs_063_654	RXN-11480
S_S2_Bs_063_654	RXN1G-481
S_S2_Bs_063_654	RXN1G-252
S_S2_Bs_063_654	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_654	RXN-9524
S_S2_Bs_063_654	RXN-9528
S_S2_Bs_063_654	RXN1G-637
S_S2_Bs_063_654	RXN1G-951
S_S2_Bs_063_654	RXN-9540
S_S2_Bs_063_654	RXN1G-408
S_S2_Bs_063_654	RXN1G-409
S_S2_Bs_063_654	RXN1G-617
S_S2_Bs_063_654	RXN1G-613
S_S2_Bs_063_654	RXN1G-384
S_S2_Bs_063_654	RXN1G-469
S_S2_Bs_063_654	RXN-16630
S_S2_Bs_063_654	RXN1G-72
S_S2_Bs_063_654	RXN1G-349
S_S2_Bs_063_654	RXN1G-163
S_S2_Bs_063_654	RXN-16616
S_S2_Bs_063_654	RXN1G-853
S_S2_Bs_063_654	RXN-11476
S_S2_Bs_063_654	RXN1G-184
S_S2_Bs_063_654	RXN1G-182
S_S2_Bs_063_654	RXN1G-364
S_S2_Bs_063_654	RXN1G-287
S_S2_Bs_063_654	RXN1G-1053
S_S2_Bs_063_654	RXN1G-1050
S_S2_Bs_063_654	RXN-9633
S_S2_Bs_063_654	RXN1G-262
S_S2_Bs_063_654	RXN1G-260
S_S2_Bs_063_655	RXN-10060
S_S2_Bs_063_655	RXN-9518
S_S2_Bs_063_655	RXN-9514
S_S2_Bs_063_655	RXN-10655
S_S2_Bs_063_655	RXN-10659
S_S2_Bs_063_655	RXN-9536
S_S2_Bs_063_655	RXN1G-240
S_S2_Bs_063_655	RXN1G-203
S_S2_Bs_063_655	RXN-13008
S_S2_Bs_063_655	RXN-9556
S_S2_Bs_063_655	RXN-9552
S_S2_Bs_063_655	RXN1G-1247
S_S2_Bs_063_655	RXN1G-881
S_S2_Bs_063_655	RXN-16622
S_S2_Bs_063_655	RXN-16626
S_S2_Bs_063_655	RXN1G-358
S_S2_Bs_063_655	RXN1G-157
S_S2_Bs_063_655	RXN1G-508
S_S2_Bs_063_655	RXN-9532
S_S2_Bs_063_655	RXN0-2142
S_S2_Bs_063_655	RXN1G-717
S_S2_Bs_063_655	RXN-11480
S_S2_Bs_063_655	RXN1G-481
S_S2_Bs_063_655	RXN1G-252
S_S2_Bs_063_655	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_655	RXN-9524
S_S2_Bs_063_655	RXN-9528
S_S2_Bs_063_655	RXN1G-637
S_S2_Bs_063_655	RXN1G-951
S_S2_Bs_063_655	RXN-9540
S_S2_Bs_063_655	RXN1G-408
S_S2_Bs_063_655	RXN1G-409
S_S2_Bs_063_655	RXN1G-617
S_S2_Bs_063_655	RXN1G-613
S_S2_Bs_063_655	RXN1G-384
S_S2_Bs_063_655	RXN1G-469
S_S2_Bs_063_655	RXN-16630
S_S2_Bs_063_655	RXN1G-72
S_S2_Bs_063_655	RXN1G-349
S_S2_Bs_063_655	RXN1G-163
S_S2_Bs_063_655	RXN-16616
S_S2_Bs_063_655	RXN1G-853
S_S2_Bs_063_655	RXN-11476
S_S2_Bs_063_655	RXN1G-184
S_S2_Bs_063_655	RXN1G-182
S_S2_Bs_063_655	RXN1G-364
S_S2_Bs_063_655	RXN1G-287
S_S2_Bs_063_655	RXN1G-1053
S_S2_Bs_063_655	RXN1G-1050
S_S2_Bs_063_655	RXN-9633
S_S2_Bs_063_655	RXN1G-262
S_S2_Bs_063_655	RXN1G-260
S_S2_Bs_063_656	RXN-10060
S_S2_Bs_063_656	RXN-9518
S_S2_Bs_063_656	RXN-9514
S_S2_Bs_063_656	RXN-10655
S_S2_Bs_063_656	RXN-10659
S_S2_Bs_063_656	RXN-9536
S_S2_Bs_063_656	RXN1G-240
S_S2_Bs_063_656	RXN1G-203
S_S2_Bs_063_656	RXN-13008
S_S2_Bs_063_656	RXN-9556
S_S2_Bs_063_656	RXN-9552
S_S2_Bs_063_656	RXN1G-1247
S_S2_Bs_063_656	RXN1G-881
S_S2_Bs_063_656	RXN-16622
S_S2_Bs_063_656	RXN-16626
S_S2_Bs_063_656	RXN1G-358
S_S2_Bs_063_656	RXN1G-157
S_S2_Bs_063_656	RXN1G-508
S_S2_Bs_063_656	RXN-9532
S_S2_Bs_063_656	RXN0-2142
S_S2_Bs_063_656	RXN1G-717
S_S2_Bs_063_656	RXN-11480
S_S2_Bs_063_656	RXN1G-481
S_S2_Bs_063_656	RXN1G-252
S_S2_Bs_063_656	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_656	RXN-9524
S_S2_Bs_063_656	RXN-9528
S_S2_Bs_063_656	RXN1G-637
S_S2_Bs_063_656	RXN1G-951
S_S2_Bs_063_656	RXN-9540
S_S2_Bs_063_656	RXN1G-408
S_S2_Bs_063_656	RXN1G-409
S_S2_Bs_063_656	RXN1G-617
S_S2_Bs_063_656	RXN1G-613
S_S2_Bs_063_656	RXN1G-384
S_S2_Bs_063_656	RXN1G-469
S_S2_Bs_063_656	RXN-16630
S_S2_Bs_063_656	RXN1G-72
S_S2_Bs_063_656	RXN1G-349
S_S2_Bs_063_656	RXN1G-163
S_S2_Bs_063_656	RXN-16616
S_S2_Bs_063_656	RXN1G-853
S_S2_Bs_063_656	RXN-11476
S_S2_Bs_063_656	RXN1G-184
S_S2_Bs_063_656	RXN1G-182
S_S2_Bs_063_656	RXN1G-364
S_S2_Bs_063_656	RXN1G-287
S_S2_Bs_063_656	RXN1G-1053
S_S2_Bs_063_656	RXN1G-1050
S_S2_Bs_063_656	RXN-9633
S_S2_Bs_063_656	RXN1G-262
S_S2_Bs_063_656	RXN1G-260
S_S2_Bs_063_657	RXN-10060
S_S2_Bs_063_657	RXN-9518
S_S2_Bs_063_657	RXN-9514
S_S2_Bs_063_657	RXN-10655
S_S2_Bs_063_657	RXN-10659
S_S2_Bs_063_657	RXN-9536
S_S2_Bs_063_657	RXN1G-240
S_S2_Bs_063_657	RXN1G-203
S_S2_Bs_063_657	RXN-13008
S_S2_Bs_063_657	RXN-9556
S_S2_Bs_063_657	RXN-9552
S_S2_Bs_063_657	RXN1G-1247
S_S2_Bs_063_657	RXN1G-881
S_S2_Bs_063_657	RXN-16622
S_S2_Bs_063_657	RXN-16626
S_S2_Bs_063_657	RXN1G-358
S_S2_Bs_063_657	RXN1G-157
S_S2_Bs_063_657	RXN1G-508
S_S2_Bs_063_657	RXN-9532
S_S2_Bs_063_657	RXN0-2142
S_S2_Bs_063_657	RXN1G-717
S_S2_Bs_063_657	RXN-11480
S_S2_Bs_063_657	RXN1G-481
S_S2_Bs_063_657	RXN1G-252
S_S2_Bs_063_657	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_657	RXN-9524
S_S2_Bs_063_657	RXN-9528
S_S2_Bs_063_657	RXN1G-637
S_S2_Bs_063_657	RXN1G-951
S_S2_Bs_063_657	RXN-9540
S_S2_Bs_063_657	RXN1G-408
S_S2_Bs_063_657	RXN1G-409
S_S2_Bs_063_657	RXN1G-617
S_S2_Bs_063_657	RXN1G-613
S_S2_Bs_063_657	RXN1G-384
S_S2_Bs_063_657	RXN1G-469
S_S2_Bs_063_657	RXN-16630
S_S2_Bs_063_657	RXN1G-72
S_S2_Bs_063_657	RXN1G-349
S_S2_Bs_063_657	RXN1G-163
S_S2_Bs_063_657	RXN-16616
S_S2_Bs_063_657	RXN1G-853
S_S2_Bs_063_657	RXN-11476
S_S2_Bs_063_657	RXN1G-184
S_S2_Bs_063_657	RXN1G-182
S_S2_Bs_063_657	RXN1G-364
S_S2_Bs_063_657	RXN1G-287
S_S2_Bs_063_657	RXN1G-1053
S_S2_Bs_063_657	RXN1G-1050
S_S2_Bs_063_657	RXN-9633
S_S2_Bs_063_657	RXN1G-262
S_S2_Bs_063_657	RXN1G-260
S_S2_Bs_063_658	RXN-9310
S_S2_Bs_063_659	L-ASPARTATE-OXID-RXN
S_S2_Bs_063_660	RIBULP3EPIM-RXN
S_S2_Bs_063_661	RIBULP3EPIM-RXN
S_S2_Bs_063_662	METHENYLTHFCYCLOHYDRO-RXN
S_S2_Bs_063_663	CTPSYN-RXN
S_S2_Bs_063_664	RXN66-532
S_S2_Bs_063_664	PHOSPHOGLUCMUT-RXN
S_S2_Bs_063_665	TYROSINE--TRNA-LIGASE-RXN
S_S2_Bs_063_666	TYROSINE--TRNA-LIGASE-RXN
S_S2_Bs_063_667	3.4.21.116-RXN
S_S2_Bs_063_668	RXN0-743
S_S2_Bs_063_669	URACIL-PRIBOSYLTRANS-RXN
S_S2_Bs_063_670	URACIL-PRIBOSYLTRANS-RXN
S_S2_Bs_063_671	ASPCARBTRANS-RXN
S_S2_Bs_063_672	RXN-9515
S_S2_Bs_063_672	RXN-9538
S_S2_Bs_063_672	RXN-9534
S_S2_Bs_063_672	RXN-9530
S_S2_Bs_063_672	RXN-9521
S_S2_Bs_063_672	RXN-9526
S_S2_Bs_063_672	RXN-9542
S_S2_Bs_063_672	ENOYL-ACP-REDUCT-NADPH-RXN
S_S2_Bs_063_672	RXN3O-5293
S_S2_Bs_063_673	RXN-9659
S_S2_Bs_063_673	RXN-9658
S_S2_Bs_063_673	RXN-9657
S_S2_Bs_063_673	RXN1G-248
S_S2_Bs_063_673	RXN-10062
S_S2_Bs_063_673	RXN-10657
S_S2_Bs_063_673	RXN1G-962
S_S2_Bs_063_673	RXN1G-37
S_S2_Bs_063_673	RXN-9558
S_S2_Bs_063_673	RXN1G-607
S_S2_Bs_063_673	RXN1G-471
S_S2_Bs_063_673	RXN1G-1117
S_S2_Bs_063_673	RXN1G-396
S_S2_Bs_063_673	RXN1G-1325
S_S2_Bs_063_673	RXN1G-1130
S_S2_Bs_063_673	RXN-16628
S_S2_Bs_063_673	RXN-16624
S_S2_Bs_063_673	ENOYL-ACP-REDUCT-NADH-RXN
S_S2_Bs_063_673	RXN1G-820
S_S2_Bs_063_673	RXN1G-686
S_S2_Bs_063_673	RXN1G-171
S_S2_Bs_063_673	RXN1G-526
S_S2_Bs_063_673	RXN1G-395
S_S2_Bs_063_673	RXN1G-509
S_S2_Bs_063_673	RXN1G-337
S_S2_Bs_063_673	RXN1G-339
S_S2_Bs_063_673	RXN1G-193
S_S2_Bs_063_673	RXN1G-196
S_S2_Bs_063_673	RXN1G-299
S_S2_Bs_063_673	RXN-11482
S_S2_Bs_063_673	RXN1G-276
S_S2_Bs_063_673	RXN1G-488
