S_S2_Cc_069_1	NADH-DEHYDROG-A-RXN
S_S2_Cc_069_549	URA-PHOSPH-RXN
S_S2_Cc_069_549	URPHOS-RXN
S_S2_Cc_069_550	GLYOXI-RXN
S_S2_Cc_069_551	GLYOXI-RXN
S_S2_Cc_069_553	DEOXYADENPHOSPHOR-RXN
S_S2_Cc_069_553	RXN-7001
S_S2_Cc_069_553	RXN-14029
S_S2_Cc_069_553	XANTHOSINEPHOSPHORY-RXN
S_S2_Cc_069_553	RXN-11715
S_S2_Cc_069_553	RXN-11743
S_S2_Cc_069_553	INOPHOSPHOR-RXN
S_S2_Cc_069_553	PNP-RXN
S_S2_Cc_069_553	DEOXYGUANPHOSPHOR-RXN
S_S2_Cc_069_553	ADENPHOSPHOR-RXN
S_S2_Cc_069_553	DEOXYINOPHOSPHOR-RXN
S_S2_Cc_069_553	RXN0-5199
S_S2_Cc_069_554	DEOXYADENPHOSPHOR-RXN
S_S2_Cc_069_554	RXN-7001
S_S2_Cc_069_554	RXN-14029
S_S2_Cc_069_554	XANTHOSINEPHOSPHORY-RXN
S_S2_Cc_069_554	RXN-11715
S_S2_Cc_069_554	RXN-11743
S_S2_Cc_069_554	INOPHOSPHOR-RXN
S_S2_Cc_069_554	PNP-RXN
S_S2_Cc_069_554	DEOXYGUANPHOSPHOR-RXN
S_S2_Cc_069_554	ADENPHOSPHOR-RXN
S_S2_Cc_069_554	DEOXYINOPHOSPHOR-RXN
S_S2_Cc_069_554	RXN0-5199
S_S2_Cc_069_555	DEOXYRIBOSE-P-ALD-RXN
S_S2_Cc_069_556	RXN-11146
S_S2_Cc_069_557	RXN-11146
S_S2_Cc_069_558	RXN-14910
S_S2_Cc_069_559	GDPPYPHOSKIN-RXN
S_S2_Cc_069_559	GTPPYPHOSKIN-RXN
S_S2_Cc_069_560	GDPPYPHOSKIN-RXN
S_S2_Cc_069_560	GTPPYPHOSKIN-RXN
S_S2_Cc_069_561	GDPPYPHOSKIN-RXN
S_S2_Cc_069_561	GTPPYPHOSKIN-RXN
S_S2_Cc_069_562	GDPPYPHOSKIN-RXN
S_S2_Cc_069_562	GTPPYPHOSKIN-RXN
S_S2_Cc_069_563	RXN-16009
S_S2_Cc_069_564	6PGLUCONOLACT-RXN
S_S2_Cc_069_565	SUCCDIAMINOPIMDESUCC-RXN
S_S2_Cc_069_566	CREATININASE-RXN
S_S2_Cc_069_567	CREATININASE-RXN
S_S2_Cc_069_568	SIROHEME-FERROCHELAT-RXN
S_S2_Cc_069_569	SIROHEME-FERROCHELAT-RXN
S_S2_Cc_069_570	DIMETHUROPORDEHYDROG-RXN
S_S2_Cc_069_571	DIMETHUROPORDEHYDROG-RXN
S_S2_Cc_069_572	RXN-15127
S_S2_Cc_069_573	CHEBDEAMID-RXN
S_S2_Cc_069_574	CHEBDEAMID-RXN
S_S2_Cc_069_575	XYLULOKIN-RXN
S_S2_Cc_069_576	ALTRODEHYDRAT-RXN
S_S2_Cc_069_577	ALTRODEHYDRAT-RXN
S_S2_Cc_069_578	ALTRODEHYDRAT-RXN
S_S2_Cc_069_579	OROTATE-REDUCTASE-NADH-RXN
S_S2_Cc_069_580	DTDPDEHYDRHAMEPIM-RXN
S_S2_Cc_069_581	DTDPDEHYDRHAMEPIM-RXN
S_S2_Cc_069_582	ABC-24-RXN
S_S2_Cc_069_582	3.6.3.31-RXN
S_S2_Cc_069_582	ABC-25-RXN
S_S2_Cc_069_583	ABC-24-RXN
S_S2_Cc_069_583	3.6.3.31-RXN
S_S2_Cc_069_583	ABC-25-RXN
S_S2_Cc_069_584	RXN0-2605
S_S2_Cc_069_585	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S2_Cc_069_586	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S2_Cc_069_587	3.6.3.3-RXN
S_S2_Cc_069_588	3.6.3.3-RXN
S_S2_Cc_069_589	CYTIDEAM2-RXN
S_S2_Cc_069_589	CYTIDEAM-RXN
S_S2_Cc_069_590	CYTIDEAM2-RXN
S_S2_Cc_069_590	CYTIDEAM-RXN
S_S2_Cc_069_591	RXN0-5205
S_S2_Cc_069_592	RXN0-5205
S_S2_Cc_069_593	GLYCEROL-KIN-RXN
S_S2_Cc_069_594	5.4.2.10-RXN
S_S2_Cc_069_595	GALPMUT-RXN
S_S2_Cc_069_596	3.6.3.40-RXN
S_S2_Cc_069_597	PHOSMANMUT-RXN
S_S2_Cc_069_598	ADENINE-DEAMINASE-RXN
S_S2_Cc_069_599	3.4.21.107-RXN
S_S2_Cc_069_600	3.4.21.107-RXN
S_S2_Cc_069_601	RXN-12280
S_S2_Cc_069_601	RXN-14380
S_S2_Cc_069_601	3.2.1.68-RXN
S_S2_Cc_069_601	RXN-4301
S_S2_Cc_069_602	RIB5PISOM-RXN
S_S2_Cc_069_603	RIB5PISOM-RXN
S_S2_Cc_069_604	GLUCONATE-5-DEHYDROGENASE-RXN
S_S2_Cc_069_605	DEPHOSPHOCOAKIN-RXN
S_S2_Cc_069_606	DEPHOSPHOCOAKIN-RXN
S_S2_Cc_069_607	BTUR2-RXN
S_S2_Cc_069_607	COBALADENOSYLTRANS-RXN
S_S2_Cc_069_607	R344-RXN
S_S2_Cc_069_608	BTUR2-RXN
S_S2_Cc_069_608	COBALADENOSYLTRANS-RXN
S_S2_Cc_069_608	R344-RXN
S_S2_Cc_069_609	L-LACTATE-DEHYDROGENASE-RXN
S_S2_Cc_069_610	L-LACTATE-DEHYDROGENASE-RXN
S_S2_Cc_069_611	URIDINEKIN-RXN
S_S2_Cc_069_611	CYTIKIN-RXN
S_S2_Cc_069_611	URKI-RXN
S_S2_Cc_069_611	CYTIDINEKIN-RXN
S_S2_Cc_069_612	URIDINEKIN-RXN
S_S2_Cc_069_612	CYTIKIN-RXN
S_S2_Cc_069_612	URKI-RXN
S_S2_Cc_069_612	CYTIDINEKIN-RXN
S_S2_Cc_069_613	CARBAMATE-KINASE-RXN
S_S2_Cc_069_614	3.1.26.11-RXN
S_S2_Cc_069_615	3.1.26.11-RXN
S_S2_Cc_069_616	RXN0-6254
S_S2_Cc_069_617	RXN-8141
S_S2_Cc_069_618	KDPGALDOL-RXN
S_S2_Cc_069_619	KDPGALDOL-RXN
S_S2_Cc_069_620	CHER-RXN
S_S2_Cc_069_621	DEOXYGLUCONOKIN-RXN
S_S2_Cc_069_622	DEOXYGLUCONOKIN-RXN
S_S2_Cc_069_623	MCPMETEST-RXN
S_S2_Cc_069_624	ADENODEAMIN-RXN
S_S2_Cc_069_624	ADDALT-RXN
S_S2_Cc_069_627	PNKIN-RXN
S_S2_Cc_069_627	PYRAMKIN-RXN
S_S2_Cc_069_627	PYRIDOXKIN-RXN
S_S2_Cc_069_628	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Cc_069_628	RXN0-5055
S_S2_Cc_069_629	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Cc_069_629	RXN0-5055
S_S2_Cc_069_630	RXN-8953
S_S2_Cc_069_631	RXN-7737
S_S2_Cc_069_632	2.3.1.128-RXN
S_S2_Cc_069_633	2.3.1.128-RXN
S_S2_Cc_069_634	RXN-15047
S_S2_Cc_069_635	GLUC1PADENYLTRANS-RXN
S_S2_Cc_069_636	GLUC1PADENYLTRANS-RXN
S_S2_Cc_069_637	GLUC1PADENYLTRANS-RXN
S_S2_Cc_069_638	GLUC1PADENYLTRANS-RXN
S_S2_Cc_069_639	METHGLYSYN-RXN
S_S2_Cc_069_640	METHGLYSYN-RXN
S_S2_Cc_069_641	1.1.1.39-RXN
S_S2_Cc_069_641	OXALODECARB-RXN
S_S2_Cc_069_642	CYCLOMALTODEXTRINASE-RXN
S_S2_Cc_069_643	CYCLOMALTODEXTRINASE-RXN
S_S2_Cc_069_644	3.2.1.135-RXN
S_S2_Cc_069_645	3.2.1.135-RXN
S_S2_Cc_069_646	3.2.1.133-RXN
S_S2_Cc_069_647	3.2.1.133-RXN
S_S2_Cc_069_648	4-NITROPHENYLPHOSPHATASE-RXN
S_S2_Cc_069_649	1.15.1.2-RXN
S_S2_Cc_069_650	1.15.1.2-RXN
S_S2_Cc_069_653	GALACTONDEHYDRAT-RXN
S_S2_Cc_069_654	HYDROXYLAMINE-REDUCTASE-RXN
S_S2_Cc_069_655	HYDROXYLAMINE-REDUCTASE-RXN
S_S2_Cc_069_656	UDP-NACMUR-ALA-LIG-RXN
S_S2_Cc_069_657	NICOTINATEPRIBOSYLTRANS-RXN
S_S2_Cc_069_658	ATPASE-RXN
S_S2_Cc_069_659	ARABINONATE-DEHYDRATASE-RXN
S_S2_Cc_069_660	ARABINONATE-DEHYDRATASE-RXN
S_S2_Cc_069_661	RXN-14338
S_S2_Cc_069_662	RXN-11691
S_S2_Cc_069_664	XANPRIBOSYLTRAN-RXN
S_S2_Cc_069_665	5.3.1.17-RXN
S_S2_Cc_069_666	UDPSUGARHYDRO-RXN
S_S2_Cc_069_667	ABC-23-RXN
S_S2_Cc_069_667	3.6.3.28-RXN
S_S2_Cc_069_668	4.3.1.15-RXN
S_S2_Cc_069_669	ASNSYNA-RXN
S_S2_Cc_069_670	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S2_Cc_069_671	DUTP-PYROP-RXN
S_S2_Cc_069_674	FLAVONADPREDUCT-RXN
S_S2_Cc_069_674	1.18.1.2-RXN
S_S2_Cc_069_675	BUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Cc_069_675	RXN-13449
S_S2_Cc_069_676	BUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Cc_069_676	RXN-13449
S_S2_Cc_069_677	BUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Cc_069_677	RXN-13449
S_S2_Cc_069_678	UDPNACETYLMURAMATEDEHYDROG-RXN
S_S2_Cc_069_679	ALTRO-OXIDOREDUCT-RXN
S_S2_Cc_069_680	RXN-15138
S_S2_Cc_069_680	2-HALOACID-DEHALOGENASE-RXN
S_S2_Cc_069_681	RIBOSYLHOMOCYSTEINASE-RXN
S_S2_Cc_069_682	RXN0-5260
S_S2_Cc_069_682	RXN-15740
S_S2_Cc_069_682	RXN-15745
S_S2_Cc_069_683	PPENTOMUT-RXN
S_S2_Cc_069_683	D-PPENTOMUT-RXN
S_S2_Cc_069_684	6.1.1.24-RXN
S_S2_Cc_069_685	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
S_S2_Cc_069_686	BIOTIN-CARBOXYL-RXN
S_S2_Cc_069_687	3.1.2.21-RXN
S_S2_Cc_069_688	LTARTDEHYDRA-RXN
S_S2_Cc_069_689	LTARTDEHYDRA-RXN
S_S2_Cc_069_690	CHOLOYLGLYCINE-HYDROLASE-RXN
S_S2_Cc_069_691	RXN-12480
S_S2_Cc_069_692	3.4.21.105-RXN
S_S2_Cc_069_693	GLYCOLALDREDUCT-RXN
S_S2_Cc_069_693	LACTALDREDUCT-RXN
S_S2_Cc_069_693	RXN-8641
S_S2_Cc_069_695	GKI-RXN
S_S2_Cc_069_696	RUBREDOXIN--NAD+-REDUCTASE-RXN
S_S2_Cc_069_697	OLEATE-HYDRATASE-RXN
S_S2_Cc_069_698	ASPARAGHYD-RXN
S_S2_Cc_069_699	GLYCDEH-RXN
S_S2_Cc_069_700	GLYCDEH-RXN
S_S2_Cc_069_701	HYDROG-RXN
S_S2_Cc_069_702	2.7.8.6-RXN
S_S2_Cc_069_703	PYROGLUTAMYL-PEPTIDASE-I-RXN
S_S2_Cc_069_704	TRNA-S-TRANSFERASE-RXN
S_S2_Cc_069_705	RXN-14531
S_S2_Cc_069_706	PEPCARBOXYKIN-RXN
S_S2_Cc_069_707	RIBAZOLEPHOSPHAT-RXN
S_S2_Cc_069_707	RXN-8770
S_S2_Cc_069_708	THRESYN-RXN
S_S2_Cc_069_709	THRESYN-RXN
S_S2_Cc_069_710	PEPSYNTH-RXN
S_S2_Cc_069_711	3.4.21.88-RXN
S_S2_Cc_069_712	3.5.1.81-RXN
S_S2_Cc_069_713	UROGENDECARBOX-RXN
S_S2_Cc_069_713	RXN-10642
S_S2_Cc_069_714	RXN-11838
S_S2_Cc_069_715	RXN-14247
S_S2_Cc_069_715	RXN-9984
S_S2_Cc_069_715	RXN-9436
S_S2_Cc_069_715	RXN-9432
S_S2_Cc_069_715	RXN-9394
S_S2_Cc_069_715	RXN-9393
S_S2_Cc_069_715	RXN-9443
S_S2_Cc_069_715	RXN-9421
S_S2_Cc_069_716	3.4.11.19-RXN
S_S2_Cc_069_717	F16BDEPHOS-RXN
S_S2_Cc_069_718	PSERTRANSAMPYR-RXN
S_S2_Cc_069_718	PSERTRANSAM-RXN
S_S2_Cc_069_719	GLUTRACE-RXN
S_S2_Cc_069_720	1.17.1.1-RXN
S_S2_Cc_069_721	CDP-GLUCOSE-46-DEHYDRATASE-RXN
S_S2_Cc_069_722	2.7.7.33-RXN
S_S2_Cc_069_723	RXN-11364
S_S2_Cc_069_724	RXN0-6515
S_S2_Cc_069_725	THIAMIN-PYROPHOSPHOKINASE-RXN
S_S2_Cc_069_726	3.4.17.19-RXN
S_S2_Cc_069_727	RXN-12472
S_S2_Cc_069_728	GALACTURIDYLYLTRANS-RXN
S_S2_Cc_069_729	GLYCERATE-DEHYDROGENASE-RXN
S_S2_Cc_069_730	GLYCERATE-DEHYDROGENASE-RXN
S_S2_Cc_069_731	GLYCOGENSYN-RXN
S_S2_Cc_069_732	3.4.11.21-RXN
S_S2_Cc_069_733	RXN-2043
S_S2_Cc_069_734	5.4.1.2-RXN
S_S2_Cc_069_735	RXN-8768
S_S2_Cc_069_736	3.4.21.53-RXN
S_S2_Cc_069_737	3.4.21.53-RXN
S_S2_Cc_069_738	TRNA-CYTIDYLYLTRANSFERASE-RXN
S_S2_Cc_069_739	RXN66-337
S_S2_Cc_069_739	3.4.13.19-RXN
S_S2_Cc_069_739	RXN-15682
S_S2_Cc_069_740	RXN66-337
S_S2_Cc_069_740	3.4.13.19-RXN
S_S2_Cc_069_740	RXN-15682
S_S2_Cc_069_741	HOMSUCTRAN-RXN
S_S2_Cc_069_742	RXN-11835
S_S2_Cc_069_743	6.1.1.23-RXN
S_S2_Cc_069_744	2.1.1.151-RXN
S_S2_Cc_069_744	RXN-8760
S_S2_Cc_069_745	RXN-15619
S_S2_Cc_069_746	RXN-8764
S_S2_Cc_069_747	2.1.1.130-RXN
S_S2_Cc_069_748	RXN-8762
S_S2_Cc_069_749	2.1.1.133-RXN
S_S2_Cc_069_750	RXN-8763
S_S2_Cc_069_751	RXN-14314
S_S2_Cc_069_752	2.1.1.131-RXN
S_S2_Cc_069_753	3.6.3.15-RXN
S_S2_Cc_069_755	GLUTAMATE-DEHYDROGENASE-NADP+-RXN
S_S2_Cc_069_756	NADPYROPHOSPHAT-RXN
S_S2_Cc_069_757	RXN-11578
S_S2_Cc_069_758	TAURINE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_758	RXN-14907
S_S2_Cc_069_760	RXN-12014
S_S2_Cc_069_761	AGMATIN-RXN
S_S2_Cc_069_762	ACETATEKIN-RXN
S_S2_Cc_069_763	SPERMIDINESYN-RXN
S_S2_Cc_069_764	HOMOSERKIN-RXN
S_S2_Cc_069_765	3.6.3.4-RXN
S_S2_Cc_069_766	3.6.3.4-RXN
S_S2_Cc_069_767	ISOCITRATE-DEHYDROGENASE-NAD+-RXN
S_S2_Cc_069_768	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Cc_069_769	3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Cc_069_770	2.4.1.125-RXN
S_S2_Cc_069_771	LYSYLTRANSFERASE-RXN
S_S2_Cc_069_772	RXN0-7020
S_S2_Cc_069_773	METHYLACETOACETYLCOATHIOL-RXN
S_S2_Cc_069_773	ACETYL-COA-ACETYLTRANSFER-RXN
S_S2_Cc_069_773	RXN-12561
S_S2_Cc_069_774	METHYLACETOACETYLCOATHIOL-RXN
S_S2_Cc_069_774	ACETYL-COA-ACETYLTRANSFER-RXN
S_S2_Cc_069_774	RXN-12561
S_S2_Cc_069_775	MMUM-RXN
S_S2_Cc_069_776	PSERPHOSPHA-RXN
S_S2_Cc_069_776	RXN0-5114
S_S2_Cc_069_777	O-SUCCHOMOSERLYASE-RXN
S_S2_Cc_069_778	RXN-16135
S_S2_Cc_069_778	RXN-14266
S_S2_Cc_069_778	TIGLYLCOA-HYDROXY-RXN
S_S2_Cc_069_778	RXN-11244
S_S2_Cc_069_778	RXN0-6513
S_S2_Cc_069_778	ENOYL-COA-HYDRAT-RXN
S_S2_Cc_069_778	RXN-13616
S_S2_Cc_069_778	METHYLACYLYLCOA-HYDROXY-RXN
S_S2_Cc_069_778	RXN-14276
S_S2_Cc_069_778	RXN-10704
S_S2_Cc_069_778	RXN-10705
S_S2_Cc_069_778	RXN-7838
S_S2_Cc_069_778	RXN-10697
S_S2_Cc_069_779	RXN-16135
S_S2_Cc_069_779	RXN-14266
S_S2_Cc_069_779	TIGLYLCOA-HYDROXY-RXN
S_S2_Cc_069_779	RXN-11244
S_S2_Cc_069_779	RXN0-6513
S_S2_Cc_069_779	ENOYL-COA-HYDRAT-RXN
S_S2_Cc_069_779	RXN-13616
S_S2_Cc_069_779	METHYLACYLYLCOA-HYDROXY-RXN
S_S2_Cc_069_779	RXN-14276
S_S2_Cc_069_779	RXN-10704
S_S2_Cc_069_779	RXN-10705
S_S2_Cc_069_779	RXN-7838
S_S2_Cc_069_779	RXN-10697
S_S2_Cc_069_780	2.1.1.132-RXN
S_S2_Cc_069_781	RXN-16033
S_S2_Cc_069_781	7-ALPHA-HYDROXYSTEROID-DEH-RXN
S_S2_Cc_069_782	ADENYLATECYC-RXN
S_S2_Cc_069_783	RXN-8766
S_S2_Cc_069_784	SULFITE-REDUCTASE-FERREDOXIN-RXN
S_S2_Cc_069_785	FERREDOXIN--NITRITE-REDUCTASE-RXN
S_S2_Cc_069_786	RXN-12613
S_S2_Cc_069_786	THIAMINASE-RXN
S_S2_Cc_069_789	SERINE--PYRUVATE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_790	SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_790	SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_791	ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_792	2.7.8.25-RXN
S_S2_Cc_069_793	RXN-7929
S_S2_Cc_069_793	CITRYLY-RXN
S_S2_Cc_069_794	CITTRANS-RXN
S_S2_Cc_069_794	2.8.3.10-RXN
S_S2_Cc_069_795	2.7.7.61-RXN
S_S2_Cc_069_796	2.7.7.61-RXN
S_S2_Cc_069_797	PSEUDOURIDINE-KINASE-RXN
S_S2_Cc_069_798	TARTRATE-DEHYDROGENASE-RXN
S_S2_Cc_069_798	RXN-8643
S_S2_Cc_069_799	TARTRATE-DECARBOXYLASE-RXN
S_S2_Cc_069_800	RXN-12618
S_S2_Cc_069_801	RXN-12618
S_S2_Cc_069_802	RXN66-336
S_S2_Cc_069_802	RXN-6601
S_S2_Cc_069_802	GAMMA-GLUTAMYLTRANSFERASE-RXN
S_S2_Cc_069_802	RXN-9157
S_S2_Cc_069_803	RXN66-336
S_S2_Cc_069_803	RXN-6601
S_S2_Cc_069_803	GAMMA-GLUTAMYLTRANSFERASE-RXN
S_S2_Cc_069_803	RXN-9157
S_S2_Cc_069_804	DEHYDDEOXGALACTKIN-RXN
S_S2_Cc_069_805	1.1.1.83-RXN
S_S2_Cc_069_806	RXN-15920
S_S2_Cc_069_807	1.1.1.127-RXN
S_S2_Cc_069_808	3.4.13.21-RXN
S_S2_Cc_069_809	3.4.13.21-RXN
S_S2_Cc_069_810	3.4.17.11-RXN
S_S2_Cc_069_811	3.4.17.11-RXN
S_S2_Cc_069_812	3.4.17.11-RXN
S_S2_Cc_069_813	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN
S_S2_Cc_069_814	D-ALANINE-AMINOTRANSFERASE-RXN
S_S2_Cc_069_815	3.5.1.87-RXN
S_S2_Cc_069_816	BETA-UREIDOPROPIONASE-RXN
S_S2_Cc_069_816	RXN-11210
S_S2_Cc_069_817	BETA-UREIDOPROPIONASE-RXN
S_S2_Cc_069_817	RXN-11210
S_S2_Cc_069_818	PHOSPHOENOLPYRUVATE-MUTASE-RXN
S_S2_Cc_069_819	GLUTACONYL-COA-DECARBOXYLASE-RXN
S_S2_Cc_069_820	D-LYXOSE-KETOL-ISOMERASE-RXN
S_S2_Cc_069_821	RXN-1082
S_S2_Cc_069_821	GLUTACONATE-COA-TRANSFERASE-RXN
S_S2_Cc_069_822	RXN-1082
S_S2_Cc_069_822	GLUTACONATE-COA-TRANSFERASE-RXN
S_S2_Cc_069_823	RXN8J2-139
S_S2_Cc_069_824	RXN-11749
S_S2_Cc_069_825	RXN-11749
S_S2_Cc_069_826	1.3.99.15-RXN
S_S2_Cc_069_827	1.3.99.15-RXN
S_S2_Cc_069_828	1.3.99.15-RXN
S_S2_Cc_069_829	1.3.99.15-RXN
S_S2_Cc_069_832	RXN-11879
