S_S5_Ea_103_1	NADH-DEHYDROG-A-RXN
S_S5_Ea_103_520	CYSTEINE--TRNA-LIGASE-RXN
S_S5_Ea_103_521	3.4.21.102-RXN
S_S5_Ea_103_522	SUCCINYLDIAMINOPIMTRANS-RXN
S_S5_Ea_103_523	RXN-15007
S_S5_Ea_103_523	ACETYLORNTRANSAM-RXN
S_S5_Ea_103_524	RXN0-5515
S_S5_Ea_103_524	CDPDIGLYSYN-RXN
S_S5_Ea_103_525	RXN0-1133
S_S5_Ea_103_525	DIHYDLIPACETRANS-RXN
S_S5_Ea_103_526	RXN0-1133
S_S5_Ea_103_526	DIHYDLIPACETRANS-RXN
S_S5_Ea_103_527	RXN-13403
S_S5_Ea_103_528	RXN-13403
S_S5_Ea_103_529	PHOSPHAGLYPSYN-RXN
S_S5_Ea_103_530	PHOSPHAGLYPSYN-RXN
S_S5_Ea_103_531	DNA-LIGASE-NAD+-RXN
S_S5_Ea_103_532	PREPHENATEDEHYDRAT-RXN
S_S5_Ea_103_533	CITSYN-RXN
S_S5_Ea_103_534	RXN-11860
S_S5_Ea_103_534	RXN-11865
S_S5_Ea_103_535	2.5.1.19-RXN
S_S5_Ea_103_536	DGDPKIN-RXN
S_S5_Ea_103_536	CDPKIN-RXN
S_S5_Ea_103_536	NUCLEOSIDE-DIP-KIN-RXN
S_S5_Ea_103_536	UDPKIN-RXN
S_S5_Ea_103_536	RXN-14228
S_S5_Ea_103_536	DUDPKIN-RXN
S_S5_Ea_103_536	RXN-14120
S_S5_Ea_103_536	DTDPKIN-RXN
S_S5_Ea_103_536	GDPKIN-RXN
S_S5_Ea_103_536	DCDPKIN-RXN
S_S5_Ea_103_536	DADPKIN-RXN
S_S5_Ea_103_537	THREONINE-ALDOLASE-RXN
S_S5_Ea_103_537	LTAA-RXN
S_S5_Ea_103_538	ACETOOHBUTREDUCTOISOM-RXN
S_S5_Ea_103_538	ACETOLACTREDUCTOISOM-RXN
S_S5_Ea_103_539	RXN-11737
S_S5_Ea_103_539	ASPAMINOTRANS-RXN
S_S5_Ea_103_539	RXN-13697
S_S5_Ea_103_539	RXN-10814
S_S5_Ea_103_540	RXN-8999
S_S5_Ea_103_541	2.7.1.148-RXN
S_S5_Ea_103_542	RXN-15005
S_S5_Ea_103_542	ACETYLGLUTKIN-RXN
S_S5_Ea_103_543	IMPCYCLOHYDROLASE-RXN
S_S5_Ea_103_544	AICARTRANSFORM-RXN
S_S5_Ea_103_545	ENTDB-RXN
S_S5_Ea_103_545	HOLO-ACP-SYNTH-RXN
S_S5_Ea_103_545	RXN-15889
S_S5_Ea_103_545	RXN-16759
S_S5_Ea_103_545	RXN-10994
S_S5_Ea_103_546	SUPEROX-DISMUT-RXN
S_S5_Ea_103_547	ARGININE--TRNA-LIGASE-RXN
S_S5_Ea_103_548	R341-RXN
S_S5_Ea_103_549	RXN-8769
S_S5_Ea_103_550	RXN0-1441
S_S5_Ea_103_551	RXN0-1441
S_S5_Ea_103_552	5.99.1.2-RXN
S_S5_Ea_103_553	5.99.1.2-RXN
S_S5_Ea_103_554	5.99.1.2-RXN
S_S5_Ea_103_555	RXN-14047
S_S5_Ea_103_556	METHYLENETHFDEHYDROG-NADP-RXN
S_S5_Ea_103_557	RXN-11588
S_S5_Ea_103_558	LEUCINE--TRNA-LIGASE-RXN
S_S5_Ea_103_559	S-ADENMETSYN-RXN
S_S5_Ea_103_560	3.4.21.92-RXN
S_S5_Ea_103_561	3.4.21.92-RXN
S_S5_Ea_103_562	RXN-14570
S_S5_Ea_103_563	RXN-14570
S_S5_Ea_103_564	RXN0-6274
S_S5_Ea_103_565	4.99.1.3-RXN
S_S5_Ea_103_565	RXN-8759
S_S5_Ea_103_566	4.99.1.3-RXN
S_S5_Ea_103_566	RXN-8759
S_S5_Ea_103_567	RXN-8976
S_S5_Ea_103_567	RXN-11029
S_S5_Ea_103_567	NACGLCTRANS-RXN
S_S5_Ea_103_567	RXN-11346
S_S5_Ea_103_568	UDP-NACMURALA-GLU-LIG-RXN
S_S5_Ea_103_569	RXN-8975
S_S5_Ea_103_569	RXN-11347
S_S5_Ea_103_569	PHOSNACMURPENTATRANS-RXN
S_S5_Ea_103_570	UDP-NACMURALGLDAPAALIG-RXN
S_S5_Ea_103_570	6.3.2.10-RXN
S_S5_Ea_103_571	UDP-NACMURALGLDAPLIG-RXN
S_S5_Ea_103_572	UDP-NACMURALGLDAPLIG-RXN
S_S5_Ea_103_573	RXN-11638
S_S5_Ea_103_575	RXN-10060
S_S5_Ea_103_575	RXN-9518
S_S5_Ea_103_575	RXN-9514
S_S5_Ea_103_575	RXN-10655
S_S5_Ea_103_575	RXN-10659
S_S5_Ea_103_575	RXN-9536
S_S5_Ea_103_575	RXN1G-240
S_S5_Ea_103_575	RXN1G-203
S_S5_Ea_103_575	RXN-13008
S_S5_Ea_103_575	RXN-9556
S_S5_Ea_103_575	RXN-9552
S_S5_Ea_103_575	RXN1G-1247
S_S5_Ea_103_575	RXN1G-881
S_S5_Ea_103_575	RXN-16622
S_S5_Ea_103_575	RXN-16626
S_S5_Ea_103_575	RXN1G-358
S_S5_Ea_103_575	RXN1G-157
S_S5_Ea_103_575	RXN1G-508
S_S5_Ea_103_575	RXN-9532
S_S5_Ea_103_575	RXN0-2142
S_S5_Ea_103_575	RXN1G-717
S_S5_Ea_103_575	RXN-11480
S_S5_Ea_103_575	RXN1G-481
S_S5_Ea_103_575	RXN1G-252
S_S5_Ea_103_575	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_575	RXN-9524
S_S5_Ea_103_575	RXN-9528
S_S5_Ea_103_575	RXN1G-637
S_S5_Ea_103_575	RXN1G-951
S_S5_Ea_103_575	RXN-9540
S_S5_Ea_103_575	RXN1G-408
S_S5_Ea_103_575	RXN1G-409
S_S5_Ea_103_575	RXN1G-617
S_S5_Ea_103_575	RXN1G-613
S_S5_Ea_103_575	RXN1G-384
S_S5_Ea_103_575	RXN1G-469
S_S5_Ea_103_575	RXN-16630
S_S5_Ea_103_575	RXN1G-72
S_S5_Ea_103_575	RXN1G-349
S_S5_Ea_103_575	RXN1G-163
S_S5_Ea_103_575	RXN-16616
S_S5_Ea_103_575	RXN1G-853
S_S5_Ea_103_575	RXN-11476
S_S5_Ea_103_575	RXN1G-184
S_S5_Ea_103_575	RXN1G-182
S_S5_Ea_103_575	RXN1G-364
S_S5_Ea_103_575	RXN1G-287
S_S5_Ea_103_575	RXN1G-1053
S_S5_Ea_103_575	RXN1G-1050
S_S5_Ea_103_575	RXN-9633
S_S5_Ea_103_575	RXN1G-262
S_S5_Ea_103_575	RXN1G-260
S_S5_Ea_103_576	RXN-10060
S_S5_Ea_103_576	RXN-9518
S_S5_Ea_103_576	RXN-9514
S_S5_Ea_103_576	RXN-10655
S_S5_Ea_103_576	RXN-10659
S_S5_Ea_103_576	RXN-9536
S_S5_Ea_103_576	RXN1G-240
S_S5_Ea_103_576	RXN1G-203
S_S5_Ea_103_576	RXN-13008
S_S5_Ea_103_576	RXN-9556
S_S5_Ea_103_576	RXN-9552
S_S5_Ea_103_576	RXN1G-1247
S_S5_Ea_103_576	RXN1G-881
S_S5_Ea_103_576	RXN-16622
S_S5_Ea_103_576	RXN-16626
S_S5_Ea_103_576	RXN1G-358
S_S5_Ea_103_576	RXN1G-157
S_S5_Ea_103_576	RXN1G-508
S_S5_Ea_103_576	RXN-9532
S_S5_Ea_103_576	RXN0-2142
S_S5_Ea_103_576	RXN1G-717
S_S5_Ea_103_576	RXN-11480
S_S5_Ea_103_576	RXN1G-481
S_S5_Ea_103_576	RXN1G-252
S_S5_Ea_103_576	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_576	RXN-9524
S_S5_Ea_103_576	RXN-9528
S_S5_Ea_103_576	RXN1G-637
S_S5_Ea_103_576	RXN1G-951
S_S5_Ea_103_576	RXN-9540
S_S5_Ea_103_576	RXN1G-408
S_S5_Ea_103_576	RXN1G-409
S_S5_Ea_103_576	RXN1G-617
S_S5_Ea_103_576	RXN1G-613
S_S5_Ea_103_576	RXN1G-384
S_S5_Ea_103_576	RXN1G-469
S_S5_Ea_103_576	RXN-16630
S_S5_Ea_103_576	RXN1G-72
S_S5_Ea_103_576	RXN1G-349
S_S5_Ea_103_576	RXN1G-163
S_S5_Ea_103_576	RXN-16616
S_S5_Ea_103_576	RXN1G-853
S_S5_Ea_103_576	RXN-11476
S_S5_Ea_103_576	RXN1G-184
S_S5_Ea_103_576	RXN1G-182
S_S5_Ea_103_576	RXN1G-364
S_S5_Ea_103_576	RXN1G-287
S_S5_Ea_103_576	RXN1G-1053
S_S5_Ea_103_576	RXN1G-1050
S_S5_Ea_103_576	RXN-9633
S_S5_Ea_103_576	RXN1G-262
S_S5_Ea_103_576	RXN1G-260
S_S5_Ea_103_577	RXN-10060
S_S5_Ea_103_577	RXN-9518
S_S5_Ea_103_577	RXN-9514
S_S5_Ea_103_577	RXN-10655
S_S5_Ea_103_577	RXN-10659
S_S5_Ea_103_577	RXN-9536
S_S5_Ea_103_577	RXN1G-240
S_S5_Ea_103_577	RXN1G-203
S_S5_Ea_103_577	RXN-13008
S_S5_Ea_103_577	RXN-9556
S_S5_Ea_103_577	RXN-9552
S_S5_Ea_103_577	RXN1G-1247
S_S5_Ea_103_577	RXN1G-881
S_S5_Ea_103_577	RXN-16622
S_S5_Ea_103_577	RXN-16626
S_S5_Ea_103_577	RXN1G-358
S_S5_Ea_103_577	RXN1G-157
S_S5_Ea_103_577	RXN1G-508
S_S5_Ea_103_577	RXN-9532
S_S5_Ea_103_577	RXN0-2142
S_S5_Ea_103_577	RXN1G-717
S_S5_Ea_103_577	RXN-11480
S_S5_Ea_103_577	RXN1G-481
S_S5_Ea_103_577	RXN1G-252
S_S5_Ea_103_577	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_577	RXN-9524
S_S5_Ea_103_577	RXN-9528
S_S5_Ea_103_577	RXN1G-637
S_S5_Ea_103_577	RXN1G-951
S_S5_Ea_103_577	RXN-9540
S_S5_Ea_103_577	RXN1G-408
S_S5_Ea_103_577	RXN1G-409
S_S5_Ea_103_577	RXN1G-617
S_S5_Ea_103_577	RXN1G-613
S_S5_Ea_103_577	RXN1G-384
S_S5_Ea_103_577	RXN1G-469
S_S5_Ea_103_577	RXN-16630
S_S5_Ea_103_577	RXN1G-72
S_S5_Ea_103_577	RXN1G-349
S_S5_Ea_103_577	RXN1G-163
S_S5_Ea_103_577	RXN-16616
S_S5_Ea_103_577	RXN1G-853
S_S5_Ea_103_577	RXN-11476
S_S5_Ea_103_577	RXN1G-184
S_S5_Ea_103_577	RXN1G-182
S_S5_Ea_103_577	RXN1G-364
S_S5_Ea_103_577	RXN1G-287
S_S5_Ea_103_577	RXN1G-1053
S_S5_Ea_103_577	RXN1G-1050
S_S5_Ea_103_577	RXN-9633
S_S5_Ea_103_577	RXN1G-262
S_S5_Ea_103_577	RXN1G-260
S_S5_Ea_103_578	RXN-10060
S_S5_Ea_103_578	RXN-9518
S_S5_Ea_103_578	RXN-9514
S_S5_Ea_103_578	RXN-10655
S_S5_Ea_103_578	RXN-10659
S_S5_Ea_103_578	RXN-9536
S_S5_Ea_103_578	RXN1G-240
S_S5_Ea_103_578	RXN1G-203
S_S5_Ea_103_578	RXN-13008
S_S5_Ea_103_578	RXN-9556
S_S5_Ea_103_578	RXN-9552
S_S5_Ea_103_578	RXN1G-1247
S_S5_Ea_103_578	RXN1G-881
S_S5_Ea_103_578	RXN-16622
S_S5_Ea_103_578	RXN-16626
S_S5_Ea_103_578	RXN1G-358
S_S5_Ea_103_578	RXN1G-157
S_S5_Ea_103_578	RXN1G-508
S_S5_Ea_103_578	RXN-9532
S_S5_Ea_103_578	RXN0-2142
S_S5_Ea_103_578	RXN1G-717
S_S5_Ea_103_578	RXN-11480
S_S5_Ea_103_578	RXN1G-481
S_S5_Ea_103_578	RXN1G-252
S_S5_Ea_103_578	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_578	RXN-9524
S_S5_Ea_103_578	RXN-9528
S_S5_Ea_103_578	RXN1G-637
S_S5_Ea_103_578	RXN1G-951
S_S5_Ea_103_578	RXN-9540
S_S5_Ea_103_578	RXN1G-408
S_S5_Ea_103_578	RXN1G-409
S_S5_Ea_103_578	RXN1G-617
S_S5_Ea_103_578	RXN1G-613
S_S5_Ea_103_578	RXN1G-384
S_S5_Ea_103_578	RXN1G-469
S_S5_Ea_103_578	RXN-16630
S_S5_Ea_103_578	RXN1G-72
S_S5_Ea_103_578	RXN1G-349
S_S5_Ea_103_578	RXN1G-163
S_S5_Ea_103_578	RXN-16616
S_S5_Ea_103_578	RXN1G-853
S_S5_Ea_103_578	RXN-11476
S_S5_Ea_103_578	RXN1G-184
S_S5_Ea_103_578	RXN1G-182
S_S5_Ea_103_578	RXN1G-364
S_S5_Ea_103_578	RXN1G-287
S_S5_Ea_103_578	RXN1G-1053
S_S5_Ea_103_578	RXN1G-1050
S_S5_Ea_103_578	RXN-9633
S_S5_Ea_103_578	RXN1G-262
S_S5_Ea_103_578	RXN1G-260
S_S5_Ea_103_579	RXN-10060
S_S5_Ea_103_579	RXN-9518
S_S5_Ea_103_579	RXN-9514
S_S5_Ea_103_579	RXN-10655
S_S5_Ea_103_579	RXN-10659
S_S5_Ea_103_579	RXN-9536
S_S5_Ea_103_579	RXN1G-240
S_S5_Ea_103_579	RXN1G-203
S_S5_Ea_103_579	RXN-13008
S_S5_Ea_103_579	RXN-9556
S_S5_Ea_103_579	RXN-9552
S_S5_Ea_103_579	RXN1G-1247
S_S5_Ea_103_579	RXN1G-881
S_S5_Ea_103_579	RXN-16622
S_S5_Ea_103_579	RXN-16626
S_S5_Ea_103_579	RXN1G-358
S_S5_Ea_103_579	RXN1G-157
S_S5_Ea_103_579	RXN1G-508
S_S5_Ea_103_579	RXN-9532
S_S5_Ea_103_579	RXN0-2142
S_S5_Ea_103_579	RXN1G-717
S_S5_Ea_103_579	RXN-11480
S_S5_Ea_103_579	RXN1G-481
S_S5_Ea_103_579	RXN1G-252
S_S5_Ea_103_579	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_579	RXN-9524
S_S5_Ea_103_579	RXN-9528
S_S5_Ea_103_579	RXN1G-637
S_S5_Ea_103_579	RXN1G-951
S_S5_Ea_103_579	RXN-9540
S_S5_Ea_103_579	RXN1G-408
S_S5_Ea_103_579	RXN1G-409
S_S5_Ea_103_579	RXN1G-617
S_S5_Ea_103_579	RXN1G-613
S_S5_Ea_103_579	RXN1G-384
S_S5_Ea_103_579	RXN1G-469
S_S5_Ea_103_579	RXN-16630
S_S5_Ea_103_579	RXN1G-72
S_S5_Ea_103_579	RXN1G-349
S_S5_Ea_103_579	RXN1G-163
S_S5_Ea_103_579	RXN-16616
S_S5_Ea_103_579	RXN1G-853
S_S5_Ea_103_579	RXN-11476
S_S5_Ea_103_579	RXN1G-184
S_S5_Ea_103_579	RXN1G-182
S_S5_Ea_103_579	RXN1G-364
S_S5_Ea_103_579	RXN1G-287
S_S5_Ea_103_579	RXN1G-1053
S_S5_Ea_103_579	RXN1G-1050
S_S5_Ea_103_579	RXN-9633
S_S5_Ea_103_579	RXN1G-262
S_S5_Ea_103_579	RXN1G-260
S_S5_Ea_103_580	RXN-10060
S_S5_Ea_103_580	RXN-9518
S_S5_Ea_103_580	RXN-9514
S_S5_Ea_103_580	RXN-10655
S_S5_Ea_103_580	RXN-10659
S_S5_Ea_103_580	RXN-9536
S_S5_Ea_103_580	RXN1G-240
S_S5_Ea_103_580	RXN1G-203
S_S5_Ea_103_580	RXN-13008
S_S5_Ea_103_580	RXN-9556
S_S5_Ea_103_580	RXN-9552
S_S5_Ea_103_580	RXN1G-1247
S_S5_Ea_103_580	RXN1G-881
S_S5_Ea_103_580	RXN-16622
S_S5_Ea_103_580	RXN-16626
S_S5_Ea_103_580	RXN1G-358
S_S5_Ea_103_580	RXN1G-157
S_S5_Ea_103_580	RXN1G-508
S_S5_Ea_103_580	RXN-9532
S_S5_Ea_103_580	RXN0-2142
S_S5_Ea_103_580	RXN1G-717
S_S5_Ea_103_580	RXN-11480
S_S5_Ea_103_580	RXN1G-481
S_S5_Ea_103_580	RXN1G-252
S_S5_Ea_103_580	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_580	RXN-9524
S_S5_Ea_103_580	RXN-9528
S_S5_Ea_103_580	RXN1G-637
S_S5_Ea_103_580	RXN1G-951
S_S5_Ea_103_580	RXN-9540
S_S5_Ea_103_580	RXN1G-408
S_S5_Ea_103_580	RXN1G-409
S_S5_Ea_103_580	RXN1G-617
S_S5_Ea_103_580	RXN1G-613
S_S5_Ea_103_580	RXN1G-384
S_S5_Ea_103_580	RXN1G-469
S_S5_Ea_103_580	RXN-16630
S_S5_Ea_103_580	RXN1G-72
S_S5_Ea_103_580	RXN1G-349
S_S5_Ea_103_580	RXN1G-163
S_S5_Ea_103_580	RXN-16616
S_S5_Ea_103_580	RXN1G-853
S_S5_Ea_103_580	RXN-11476
S_S5_Ea_103_580	RXN1G-184
S_S5_Ea_103_580	RXN1G-182
S_S5_Ea_103_580	RXN1G-364
S_S5_Ea_103_580	RXN1G-287
S_S5_Ea_103_580	RXN1G-1053
S_S5_Ea_103_580	RXN1G-1050
S_S5_Ea_103_580	RXN-9633
S_S5_Ea_103_580	RXN1G-262
S_S5_Ea_103_580	RXN1G-260
S_S5_Ea_103_581	RXN-10060
S_S5_Ea_103_581	RXN-9518
S_S5_Ea_103_581	RXN-9514
S_S5_Ea_103_581	RXN-10655
S_S5_Ea_103_581	RXN-10659
S_S5_Ea_103_581	RXN-9536
S_S5_Ea_103_581	RXN1G-240
S_S5_Ea_103_581	RXN1G-203
S_S5_Ea_103_581	RXN-13008
S_S5_Ea_103_581	RXN-9556
S_S5_Ea_103_581	RXN-9552
S_S5_Ea_103_581	RXN1G-1247
S_S5_Ea_103_581	RXN1G-881
S_S5_Ea_103_581	RXN-16622
S_S5_Ea_103_581	RXN-16626
S_S5_Ea_103_581	RXN1G-358
S_S5_Ea_103_581	RXN1G-157
S_S5_Ea_103_581	RXN1G-508
S_S5_Ea_103_581	RXN-9532
S_S5_Ea_103_581	RXN0-2142
S_S5_Ea_103_581	RXN1G-717
S_S5_Ea_103_581	RXN-11480
S_S5_Ea_103_581	RXN1G-481
S_S5_Ea_103_581	RXN1G-252
S_S5_Ea_103_581	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_581	RXN-9524
S_S5_Ea_103_581	RXN-9528
S_S5_Ea_103_581	RXN1G-637
S_S5_Ea_103_581	RXN1G-951
S_S5_Ea_103_581	RXN-9540
S_S5_Ea_103_581	RXN1G-408
S_S5_Ea_103_581	RXN1G-409
S_S5_Ea_103_581	RXN1G-617
S_S5_Ea_103_581	RXN1G-613
S_S5_Ea_103_581	RXN1G-384
S_S5_Ea_103_581	RXN1G-469
S_S5_Ea_103_581	RXN-16630
S_S5_Ea_103_581	RXN1G-72
S_S5_Ea_103_581	RXN1G-349
S_S5_Ea_103_581	RXN1G-163
S_S5_Ea_103_581	RXN-16616
S_S5_Ea_103_581	RXN1G-853
S_S5_Ea_103_581	RXN-11476
S_S5_Ea_103_581	RXN1G-184
S_S5_Ea_103_581	RXN1G-182
S_S5_Ea_103_581	RXN1G-364
S_S5_Ea_103_581	RXN1G-287
S_S5_Ea_103_581	RXN1G-1053
S_S5_Ea_103_581	RXN1G-1050
S_S5_Ea_103_581	RXN-9633
S_S5_Ea_103_581	RXN1G-262
S_S5_Ea_103_581	RXN1G-260
S_S5_Ea_103_582	RXN-10060
S_S5_Ea_103_582	RXN-9518
S_S5_Ea_103_582	RXN-9514
S_S5_Ea_103_582	RXN-10655
S_S5_Ea_103_582	RXN-10659
S_S5_Ea_103_582	RXN-9536
S_S5_Ea_103_582	RXN1G-240
S_S5_Ea_103_582	RXN1G-203
S_S5_Ea_103_582	RXN-13008
S_S5_Ea_103_582	RXN-9556
S_S5_Ea_103_582	RXN-9552
S_S5_Ea_103_582	RXN1G-1247
S_S5_Ea_103_582	RXN1G-881
S_S5_Ea_103_582	RXN-16622
S_S5_Ea_103_582	RXN-16626
S_S5_Ea_103_582	RXN1G-358
S_S5_Ea_103_582	RXN1G-157
S_S5_Ea_103_582	RXN1G-508
S_S5_Ea_103_582	RXN-9532
S_S5_Ea_103_582	RXN0-2142
S_S5_Ea_103_582	RXN1G-717
S_S5_Ea_103_582	RXN-11480
S_S5_Ea_103_582	RXN1G-481
S_S5_Ea_103_582	RXN1G-252
S_S5_Ea_103_582	3-OXOACYL-ACP-REDUCT-RXN
S_S5_Ea_103_582	RXN-9524
S_S5_Ea_103_582	RXN-9528
S_S5_Ea_103_582	RXN1G-637
S_S5_Ea_103_582	RXN1G-951
S_S5_Ea_103_582	RXN-9540
S_S5_Ea_103_582	RXN1G-408
S_S5_Ea_103_582	RXN1G-409
S_S5_Ea_103_582	RXN1G-617
S_S5_Ea_103_582	RXN1G-613
S_S5_Ea_103_582	RXN1G-384
S_S5_Ea_103_582	RXN1G-469
S_S5_Ea_103_582	RXN-16630
S_S5_Ea_103_582	RXN1G-72
S_S5_Ea_103_582	RXN1G-349
S_S5_Ea_103_582	RXN1G-163
S_S5_Ea_103_582	RXN-16616
S_S5_Ea_103_582	RXN1G-853
S_S5_Ea_103_582	RXN-11476
S_S5_Ea_103_582	RXN1G-184
S_S5_Ea_103_582	RXN1G-182
S_S5_Ea_103_582	RXN1G-364
S_S5_Ea_103_582	RXN1G-287
S_S5_Ea_103_582	RXN1G-1053
S_S5_Ea_103_582	RXN1G-1050
S_S5_Ea_103_582	RXN-9633
S_S5_Ea_103_582	RXN1G-262
S_S5_Ea_103_582	RXN1G-260
S_S5_Ea_103_583	RIBULP3EPIM-RXN
S_S5_Ea_103_584	RIBULP3EPIM-RXN
S_S5_Ea_103_585	RIBULP3EPIM-RXN
S_S5_Ea_103_586	RIBULP3EPIM-RXN
S_S5_Ea_103_587	RIBULP3EPIM-RXN
S_S5_Ea_103_588	METHENYLTHFCYCLOHYDRO-RXN
S_S5_Ea_103_589	CTPSYN-RXN
S_S5_Ea_103_590	RXN66-532
S_S5_Ea_103_590	PHOSPHOGLUCMUT-RXN
S_S5_Ea_103_591	RXN66-532
S_S5_Ea_103_591	PHOSPHOGLUCMUT-RXN
S_S5_Ea_103_592	TYROSINE--TRNA-LIGASE-RXN
S_S5_Ea_103_593	AGMATINE-DEIMINASE-RXN
S_S5_Ea_103_594	RXN0-743
S_S5_Ea_103_595	URACIL-PRIBOSYLTRANS-RXN
S_S5_Ea_103_596	URACIL-PRIBOSYLTRANS-RXN
S_S5_Ea_103_597	ASPCARBTRANS-RXN
S_S5_Ea_103_598	RXN-9515
S_S5_Ea_103_598	RXN-9538
S_S5_Ea_103_598	RXN-9534
S_S5_Ea_103_598	RXN-9530
S_S5_Ea_103_598	RXN-9521
S_S5_Ea_103_598	RXN-9526
S_S5_Ea_103_598	RXN-9542
S_S5_Ea_103_598	ENOYL-ACP-REDUCT-NADPH-RXN
S_S5_Ea_103_598	RXN3O-5293
S_S5_Ea_103_599	RXN-9659
S_S5_Ea_103_599	RXN-9658
S_S5_Ea_103_599	RXN-9657
S_S5_Ea_103_599	RXN1G-248
S_S5_Ea_103_599	RXN-10062
S_S5_Ea_103_599	RXN-10657
S_S5_Ea_103_599	RXN1G-962
S_S5_Ea_103_599	RXN1G-37
S_S5_Ea_103_599	RXN-9558
S_S5_Ea_103_599	RXN1G-607
S_S5_Ea_103_599	RXN1G-471
S_S5_Ea_103_599	RXN1G-1117
S_S5_Ea_103_599	RXN1G-396
S_S5_Ea_103_599	RXN1G-1325
S_S5_Ea_103_599	RXN1G-1130
S_S5_Ea_103_599	RXN-16628
S_S5_Ea_103_599	RXN-16624
S_S5_Ea_103_599	ENOYL-ACP-REDUCT-NADH-RXN
S_S5_Ea_103_599	RXN1G-820
S_S5_Ea_103_599	RXN1G-686
S_S5_Ea_103_599	RXN1G-171
S_S5_Ea_103_599	RXN1G-526
S_S5_Ea_103_599	RXN1G-395
S_S5_Ea_103_599	RXN1G-509
S_S5_Ea_103_599	RXN1G-337
S_S5_Ea_103_599	RXN1G-339
S_S5_Ea_103_599	RXN1G-193
S_S5_Ea_103_599	RXN1G-196
S_S5_Ea_103_599	RXN1G-299
S_S5_Ea_103_599	RXN-11482
S_S5_Ea_103_599	RXN1G-276
S_S5_Ea_103_599	RXN1G-488
S_S5_Ea_103_599	RXN-9662
S_S5_Ea_103_599	RXN-9663
S_S5_Ea_103_599	RXN-9660
S_S5_Ea_103_599	RXN-9661
S_S5_Ea_103_599	RXN1G-915
S_S5_Ea_103_599	RXN-10661
S_S5_Ea_103_599	RXN-16620
S_S5_Ea_103_599	RXN1G-210
S_S5_Ea_103_599	1.3.1.9-RXN
S_S5_Ea_103_599	RXN0-2145
S_S5_Ea_103_599	RXN1G-679
S_S5_Ea_103_599	RXN1G-468
S_S5_Ea_103_599	RXN-16632
S_S5_Ea_103_599	RXN1G-285
S_S5_Ea_103_599	RXN-11478
S_S5_Ea_103_599	RXN1G-1057
S_S5_Ea_103_599	RXN-9635
S_S5_Ea_103_600	RXN-9659
S_S5_Ea_103_600	RXN-9658
S_S5_Ea_103_600	RXN-9657
S_S5_Ea_103_600	RXN1G-248
S_S5_Ea_103_600	RXN-10062
S_S5_Ea_103_600	RXN-10657
S_S5_Ea_103_600	RXN1G-962
S_S5_Ea_103_600	RXN1G-37
S_S5_Ea_103_600	RXN-9558
S_S5_Ea_103_600	RXN1G-607
S_S5_Ea_103_600	RXN1G-471
S_S5_Ea_103_600	RXN1G-1117
S_S5_Ea_103_600	RXN1G-396
S_S5_Ea_103_600	RXN1G-1325
S_S5_Ea_103_600	RXN1G-1130
S_S5_Ea_103_600	RXN-16628
S_S5_Ea_103_600	RXN-16624
S_S5_Ea_103_600	ENOYL-ACP-REDUCT-NADH-RXN
S_S5_Ea_103_600	RXN1G-820
S_S5_Ea_103_600	RXN1G-686
S_S5_Ea_103_600	RXN1G-171
S_S5_Ea_103_600	RXN1G-526
S_S5_Ea_103_600	RXN1G-395
S_S5_Ea_103_600	RXN1G-509
S_S5_Ea_103_600	RXN1G-337
S_S5_Ea_103_600	RXN1G-339
S_S5_Ea_103_600	RXN1G-193
S_S5_Ea_103_600	RXN1G-196
S_S5_Ea_103_600	RXN1G-299
S_S5_Ea_103_600	RXN-11482
S_S5_Ea_103_600	RXN1G-276
S_S5_Ea_103_600	RXN1G-488
S_S5_Ea_103_600	RXN-9662
S_S5_Ea_103_600	RXN-9663
S_S5_Ea_103_600	RXN-9660
S_S5_Ea_103_600	RXN-9661
S_S5_Ea_103_600	RXN1G-915
S_S5_Ea_103_600	RXN-10661
S_S5_Ea_103_600	RXN-16620
S_S5_Ea_103_600	RXN1G-210
S_S5_Ea_103_600	1.3.1.9-RXN
S_S5_Ea_103_600	RXN0-2145
S_S5_Ea_103_600	RXN1G-679
S_S5_Ea_103_600	RXN1G-468
S_S5_Ea_103_600	RXN-16632
S_S5_Ea_103_600	RXN1G-285
S_S5_Ea_103_600	RXN-11478
S_S5_Ea_103_600	RXN1G-1057
S_S5_Ea_103_600	RXN-9635
S_S5_Ea_103_601	OHMETHYLBILANESYN-RXN
S_S5_Ea_103_602	OHMETHYLBILANESYN-RXN
S_S5_Ea_103_603	DIHYDROXYMETVALDEHYDRAT-RXN
S_S5_Ea_103_603	DIHYDROXYISOVALDEHYDRAT-RXN
S_S5_Ea_103_604	ATPPHOSPHORIBOSYLTRANS-RXN
S_S5_Ea_103_605	3.4.11.9-RXN
S_S5_Ea_103_606	3.4.11.9-RXN
S_S5_Ea_103_607	3.4.11.9-RXN
