S_S2_Cc_069_v1v9_1	NADH-DEHYDROG-A-RXN
S_S2_Cc_069_v1v9_517	RXN1G-203
S_S2_Cc_069_v1v9_517	RXN-13008
S_S2_Cc_069_v1v9_517	RXN-9556
S_S2_Cc_069_v1v9_517	RXN-9552
S_S2_Cc_069_v1v9_517	RXN1G-1247
S_S2_Cc_069_v1v9_517	RXN1G-881
S_S2_Cc_069_v1v9_517	RXN-16622
S_S2_Cc_069_v1v9_517	RXN-16626
S_S2_Cc_069_v1v9_517	RXN1G-358
S_S2_Cc_069_v1v9_517	RXN1G-157
S_S2_Cc_069_v1v9_517	RXN1G-508
S_S2_Cc_069_v1v9_517	RXN-9532
S_S2_Cc_069_v1v9_517	RXN0-2142
S_S2_Cc_069_v1v9_517	RXN1G-717
S_S2_Cc_069_v1v9_517	RXN-11480
S_S2_Cc_069_v1v9_517	RXN1G-481
S_S2_Cc_069_v1v9_517	RXN1G-252
S_S2_Cc_069_v1v9_517	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Cc_069_v1v9_517	RXN-9524
S_S2_Cc_069_v1v9_517	RXN-9528
S_S2_Cc_069_v1v9_517	RXN1G-637
S_S2_Cc_069_v1v9_517	RXN1G-951
S_S2_Cc_069_v1v9_517	RXN-9540
S_S2_Cc_069_v1v9_517	RXN1G-408
S_S2_Cc_069_v1v9_517	RXN1G-409
S_S2_Cc_069_v1v9_517	RXN1G-617
S_S2_Cc_069_v1v9_517	RXN1G-613
S_S2_Cc_069_v1v9_517	RXN1G-384
S_S2_Cc_069_v1v9_517	RXN1G-469
S_S2_Cc_069_v1v9_517	RXN-16630
S_S2_Cc_069_v1v9_517	RXN1G-72
S_S2_Cc_069_v1v9_517	RXN1G-349
S_S2_Cc_069_v1v9_517	RXN1G-163
S_S2_Cc_069_v1v9_517	RXN-16616
S_S2_Cc_069_v1v9_517	RXN1G-853
S_S2_Cc_069_v1v9_517	RXN-11476
S_S2_Cc_069_v1v9_517	RXN1G-184
S_S2_Cc_069_v1v9_517	RXN1G-182
S_S2_Cc_069_v1v9_517	RXN1G-364
S_S2_Cc_069_v1v9_517	RXN1G-287
S_S2_Cc_069_v1v9_517	RXN1G-1053
S_S2_Cc_069_v1v9_517	RXN1G-1050
S_S2_Cc_069_v1v9_517	RXN-9633
S_S2_Cc_069_v1v9_517	RXN1G-262
S_S2_Cc_069_v1v9_517	RXN1G-260
S_S2_Cc_069_v1v9_518	RXN-10060
S_S2_Cc_069_v1v9_518	RXN-9518
S_S2_Cc_069_v1v9_518	RXN-9514
S_S2_Cc_069_v1v9_518	RXN-10655
S_S2_Cc_069_v1v9_518	RXN-10659
S_S2_Cc_069_v1v9_518	RXN-9536
S_S2_Cc_069_v1v9_518	RXN1G-240
S_S2_Cc_069_v1v9_518	RXN1G-203
S_S2_Cc_069_v1v9_518	RXN-13008
S_S2_Cc_069_v1v9_518	RXN-9556
S_S2_Cc_069_v1v9_518	RXN-9552
S_S2_Cc_069_v1v9_518	RXN1G-1247
S_S2_Cc_069_v1v9_518	RXN1G-881
S_S2_Cc_069_v1v9_518	RXN-16622
S_S2_Cc_069_v1v9_518	RXN-16626
S_S2_Cc_069_v1v9_518	RXN1G-358
S_S2_Cc_069_v1v9_518	RXN1G-157
S_S2_Cc_069_v1v9_518	RXN1G-508
S_S2_Cc_069_v1v9_518	RXN-9532
S_S2_Cc_069_v1v9_518	RXN0-2142
S_S2_Cc_069_v1v9_518	RXN1G-717
S_S2_Cc_069_v1v9_518	RXN-11480
S_S2_Cc_069_v1v9_518	RXN1G-481
S_S2_Cc_069_v1v9_518	RXN1G-252
S_S2_Cc_069_v1v9_518	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Cc_069_v1v9_518	RXN-9524
S_S2_Cc_069_v1v9_518	RXN-9528
S_S2_Cc_069_v1v9_518	RXN1G-637
S_S2_Cc_069_v1v9_518	RXN1G-951
S_S2_Cc_069_v1v9_518	RXN-9540
S_S2_Cc_069_v1v9_518	RXN1G-408
S_S2_Cc_069_v1v9_518	RXN1G-409
S_S2_Cc_069_v1v9_518	RXN1G-617
S_S2_Cc_069_v1v9_518	RXN1G-613
S_S2_Cc_069_v1v9_518	RXN1G-384
S_S2_Cc_069_v1v9_518	RXN1G-469
S_S2_Cc_069_v1v9_518	RXN-16630
S_S2_Cc_069_v1v9_518	RXN1G-72
S_S2_Cc_069_v1v9_518	RXN1G-349
S_S2_Cc_069_v1v9_518	RXN1G-163
S_S2_Cc_069_v1v9_518	RXN-16616
S_S2_Cc_069_v1v9_518	RXN1G-853
S_S2_Cc_069_v1v9_518	RXN-11476
S_S2_Cc_069_v1v9_518	RXN1G-184
S_S2_Cc_069_v1v9_518	RXN1G-182
S_S2_Cc_069_v1v9_518	RXN1G-364
S_S2_Cc_069_v1v9_518	RXN1G-287
S_S2_Cc_069_v1v9_518	RXN1G-1053
S_S2_Cc_069_v1v9_518	RXN1G-1050
S_S2_Cc_069_v1v9_518	RXN-9633
S_S2_Cc_069_v1v9_518	RXN1G-262
S_S2_Cc_069_v1v9_518	RXN1G-260
S_S2_Cc_069_v1v9_519	RIBULP3EPIM-RXN
S_S2_Cc_069_v1v9_520	RIBULP3EPIM-RXN
S_S2_Cc_069_v1v9_521	METHENYLTHFCYCLOHYDRO-RXN
S_S2_Cc_069_v1v9_522	CTPSYN-RXN
S_S2_Cc_069_v1v9_523	RXN66-532
S_S2_Cc_069_v1v9_523	PHOSPHOGLUCMUT-RXN
S_S2_Cc_069_v1v9_524	1.5.1.7-RXN
S_S2_Cc_069_v1v9_525	TYROSINE--TRNA-LIGASE-RXN
S_S2_Cc_069_v1v9_526	3.4.21.116-RXN
S_S2_Cc_069_v1v9_527	AGMATINE-DEIMINASE-RXN
S_S2_Cc_069_v1v9_528	RXN0-743
S_S2_Cc_069_v1v9_529	ASPCARBTRANS-RXN
S_S2_Cc_069_v1v9_530	RXN-9659
S_S2_Cc_069_v1v9_530	RXN-9658
S_S2_Cc_069_v1v9_530	RXN-9657
S_S2_Cc_069_v1v9_530	RXN1G-248
S_S2_Cc_069_v1v9_530	RXN-10062
S_S2_Cc_069_v1v9_530	RXN-10657
S_S2_Cc_069_v1v9_530	RXN1G-962
S_S2_Cc_069_v1v9_530	RXN1G-37
S_S2_Cc_069_v1v9_530	RXN-9558
S_S2_Cc_069_v1v9_530	RXN1G-607
S_S2_Cc_069_v1v9_530	RXN1G-471
S_S2_Cc_069_v1v9_530	RXN1G-1117
S_S2_Cc_069_v1v9_530	RXN1G-396
S_S2_Cc_069_v1v9_530	RXN1G-1325
S_S2_Cc_069_v1v9_530	RXN1G-1130
S_S2_Cc_069_v1v9_530	RXN-16628
S_S2_Cc_069_v1v9_530	RXN-16624
S_S2_Cc_069_v1v9_530	ENOYL-ACP-REDUCT-NADH-RXN
S_S2_Cc_069_v1v9_530	RXN1G-820
S_S2_Cc_069_v1v9_530	RXN1G-686
S_S2_Cc_069_v1v9_530	RXN1G-171
S_S2_Cc_069_v1v9_530	RXN1G-526
S_S2_Cc_069_v1v9_530	RXN1G-395
S_S2_Cc_069_v1v9_530	RXN1G-509
S_S2_Cc_069_v1v9_530	RXN1G-337
S_S2_Cc_069_v1v9_530	RXN1G-339
S_S2_Cc_069_v1v9_530	RXN1G-193
S_S2_Cc_069_v1v9_530	RXN1G-196
S_S2_Cc_069_v1v9_530	RXN1G-299
S_S2_Cc_069_v1v9_530	RXN-11482
S_S2_Cc_069_v1v9_530	RXN1G-276
S_S2_Cc_069_v1v9_530	RXN1G-488
S_S2_Cc_069_v1v9_530	RXN-9662
S_S2_Cc_069_v1v9_530	RXN-9663
S_S2_Cc_069_v1v9_530	RXN-9660
S_S2_Cc_069_v1v9_530	RXN-9661
S_S2_Cc_069_v1v9_530	RXN1G-915
S_S2_Cc_069_v1v9_530	RXN-10661
S_S2_Cc_069_v1v9_530	RXN-16620
S_S2_Cc_069_v1v9_530	RXN1G-210
S_S2_Cc_069_v1v9_530	1.3.1.9-RXN
S_S2_Cc_069_v1v9_530	RXN0-2145
S_S2_Cc_069_v1v9_530	RXN1G-679
S_S2_Cc_069_v1v9_530	RXN1G-468
S_S2_Cc_069_v1v9_530	RXN-16632
S_S2_Cc_069_v1v9_530	RXN1G-285
S_S2_Cc_069_v1v9_530	RXN-11478
S_S2_Cc_069_v1v9_530	RXN1G-1057
S_S2_Cc_069_v1v9_530	RXN-9635
S_S2_Cc_069_v1v9_533	DIHYDROXYMETVALDEHYDRAT-RXN
S_S2_Cc_069_v1v9_533	DIHYDROXYISOVALDEHYDRAT-RXN
S_S2_Cc_069_v1v9_534	DIHYDROXYMETVALDEHYDRAT-RXN
S_S2_Cc_069_v1v9_534	DIHYDROXYISOVALDEHYDRAT-RXN
S_S2_Cc_069_v1v9_535	DIHYDROXYMETVALDEHYDRAT-RXN
S_S2_Cc_069_v1v9_535	DIHYDROXYISOVALDEHYDRAT-RXN
S_S2_Cc_069_v1v9_536	3.4.11.9-RXN
S_S2_Cc_069_v1v9_537	RXN-13997
S_S2_Cc_069_v1v9_538	RXN-13997
S_S2_Cc_069_v1v9_539	UROGENIIISYN-RXN
S_S2_Cc_069_v1v9_540	ABC-2-RXN
S_S2_Cc_069_v1v9_540	ABC-28-RXN
S_S2_Cc_069_v1v9_540	3.6.3.17-RXN
S_S2_Cc_069_v1v9_540	ABC-33-RXN
S_S2_Cc_069_v1v9_540	ABC-18-RXN
S_S2_Cc_069_v1v9_541	ABC-2-RXN
S_S2_Cc_069_v1v9_541	ABC-28-RXN
S_S2_Cc_069_v1v9_541	3.6.3.17-RXN
S_S2_Cc_069_v1v9_541	ABC-33-RXN
S_S2_Cc_069_v1v9_541	ABC-18-RXN
S_S2_Cc_069_v1v9_542	ABC-2-RXN
S_S2_Cc_069_v1v9_542	ABC-28-RXN
S_S2_Cc_069_v1v9_542	3.6.3.17-RXN
S_S2_Cc_069_v1v9_542	ABC-33-RXN
S_S2_Cc_069_v1v9_542	ABC-18-RXN
S_S2_Cc_069_v1v9_543	ABC-2-RXN
S_S2_Cc_069_v1v9_543	ABC-28-RXN
S_S2_Cc_069_v1v9_543	3.6.3.17-RXN
S_S2_Cc_069_v1v9_543	ABC-33-RXN
S_S2_Cc_069_v1v9_543	ABC-18-RXN
S_S2_Cc_069_v1v9_544	ABC-2-RXN
S_S2_Cc_069_v1v9_544	ABC-28-RXN
S_S2_Cc_069_v1v9_544	3.6.3.17-RXN
S_S2_Cc_069_v1v9_544	ABC-33-RXN
S_S2_Cc_069_v1v9_544	ABC-18-RXN
S_S2_Cc_069_v1v9_545	ABC-2-RXN
S_S2_Cc_069_v1v9_545	ABC-28-RXN
S_S2_Cc_069_v1v9_545	3.6.3.17-RXN
S_S2_Cc_069_v1v9_545	ABC-33-RXN
S_S2_Cc_069_v1v9_545	ABC-18-RXN
S_S2_Cc_069_v1v9_546	ABC-2-RXN
S_S2_Cc_069_v1v9_546	ABC-28-RXN
S_S2_Cc_069_v1v9_546	3.6.3.17-RXN
S_S2_Cc_069_v1v9_546	ABC-33-RXN
S_S2_Cc_069_v1v9_546	ABC-18-RXN
S_S2_Cc_069_v1v9_547	RIBOKIN-RXN
S_S2_Cc_069_v1v9_547	RXN-14223
S_S2_Cc_069_v1v9_548	RIBOKIN-RXN
S_S2_Cc_069_v1v9_548	RXN-14223
S_S2_Cc_069_v1v9_549	URA-PHOSPH-RXN
S_S2_Cc_069_v1v9_549	URPHOS-RXN
S_S2_Cc_069_v1v9_550	GLYOXI-RXN
S_S2_Cc_069_v1v9_551	GLYOXI-RXN
S_S2_Cc_069_v1v9_553	DEOXYADENPHOSPHOR-RXN
S_S2_Cc_069_v1v9_553	RXN-7001
S_S2_Cc_069_v1v9_553	RXN-14029
S_S2_Cc_069_v1v9_553	XANTHOSINEPHOSPHORY-RXN
S_S2_Cc_069_v1v9_553	RXN-11715
S_S2_Cc_069_v1v9_553	RXN-11743
S_S2_Cc_069_v1v9_553	INOPHOSPHOR-RXN
S_S2_Cc_069_v1v9_553	PNP-RXN
S_S2_Cc_069_v1v9_553	DEOXYGUANPHOSPHOR-RXN
S_S2_Cc_069_v1v9_553	ADENPHOSPHOR-RXN
S_S2_Cc_069_v1v9_553	DEOXYINOPHOSPHOR-RXN
S_S2_Cc_069_v1v9_553	RXN0-5199
S_S2_Cc_069_v1v9_554	DEOXYADENPHOSPHOR-RXN
S_S2_Cc_069_v1v9_554	RXN-7001
S_S2_Cc_069_v1v9_554	RXN-14029
S_S2_Cc_069_v1v9_554	XANTHOSINEPHOSPHORY-RXN
S_S2_Cc_069_v1v9_554	RXN-11715
S_S2_Cc_069_v1v9_554	RXN-11743
S_S2_Cc_069_v1v9_554	INOPHOSPHOR-RXN
S_S2_Cc_069_v1v9_554	PNP-RXN
S_S2_Cc_069_v1v9_554	DEOXYGUANPHOSPHOR-RXN
S_S2_Cc_069_v1v9_554	ADENPHOSPHOR-RXN
S_S2_Cc_069_v1v9_554	DEOXYINOPHOSPHOR-RXN
S_S2_Cc_069_v1v9_554	RXN0-5199
S_S2_Cc_069_v1v9_555	DEOXYRIBOSE-P-ALD-RXN
S_S2_Cc_069_v1v9_556	RXN-11146
S_S2_Cc_069_v1v9_557	RXN-11146
S_S2_Cc_069_v1v9_558	RXN-14910
S_S2_Cc_069_v1v9_559	GDPPYPHOSKIN-RXN
S_S2_Cc_069_v1v9_559	GTPPYPHOSKIN-RXN
S_S2_Cc_069_v1v9_560	GDPPYPHOSKIN-RXN
S_S2_Cc_069_v1v9_560	GTPPYPHOSKIN-RXN
S_S2_Cc_069_v1v9_561	GDPPYPHOSKIN-RXN
S_S2_Cc_069_v1v9_561	GTPPYPHOSKIN-RXN
S_S2_Cc_069_v1v9_562	GDPPYPHOSKIN-RXN
S_S2_Cc_069_v1v9_562	GTPPYPHOSKIN-RXN
S_S2_Cc_069_v1v9_563	RXN-16009
S_S2_Cc_069_v1v9_564	6PGLUCONOLACT-RXN
S_S2_Cc_069_v1v9_565	SUCCDIAMINOPIMDESUCC-RXN
S_S2_Cc_069_v1v9_566	CREATININASE-RXN
S_S2_Cc_069_v1v9_567	CREATININASE-RXN
S_S2_Cc_069_v1v9_568	SIROHEME-FERROCHELAT-RXN
S_S2_Cc_069_v1v9_569	SIROHEME-FERROCHELAT-RXN
S_S2_Cc_069_v1v9_570	DIMETHUROPORDEHYDROG-RXN
S_S2_Cc_069_v1v9_571	DIMETHUROPORDEHYDROG-RXN
S_S2_Cc_069_v1v9_572	RXN-15127
S_S2_Cc_069_v1v9_573	CHEBDEAMID-RXN
S_S2_Cc_069_v1v9_574	CHEBDEAMID-RXN
S_S2_Cc_069_v1v9_575	XYLULOKIN-RXN
S_S2_Cc_069_v1v9_576	ALTRODEHYDRAT-RXN
S_S2_Cc_069_v1v9_577	ALTRODEHYDRAT-RXN
S_S2_Cc_069_v1v9_578	ALTRODEHYDRAT-RXN
S_S2_Cc_069_v1v9_579	OROTATE-REDUCTASE-NADH-RXN
S_S2_Cc_069_v1v9_580	DTDPDEHYDRHAMEPIM-RXN
S_S2_Cc_069_v1v9_581	DTDPDEHYDRHAMEPIM-RXN
S_S2_Cc_069_v1v9_582	ABC-24-RXN
S_S2_Cc_069_v1v9_582	3.6.3.31-RXN
S_S2_Cc_069_v1v9_582	ABC-25-RXN
S_S2_Cc_069_v1v9_583	ABC-24-RXN
S_S2_Cc_069_v1v9_583	3.6.3.31-RXN
S_S2_Cc_069_v1v9_583	ABC-25-RXN
S_S2_Cc_069_v1v9_584	RXN0-2605
S_S2_Cc_069_v1v9_585	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S2_Cc_069_v1v9_586	L-GLN-FRUCT-6-P-AMINOTRANS-RXN
S_S2_Cc_069_v1v9_587	3.6.3.3-RXN
S_S2_Cc_069_v1v9_588	3.6.3.3-RXN
S_S2_Cc_069_v1v9_589	CYTIDEAM2-RXN
S_S2_Cc_069_v1v9_589	CYTIDEAM-RXN
S_S2_Cc_069_v1v9_590	CYTIDEAM2-RXN
S_S2_Cc_069_v1v9_590	CYTIDEAM-RXN
S_S2_Cc_069_v1v9_591	RXN0-5205
S_S2_Cc_069_v1v9_592	RXN0-5205
S_S2_Cc_069_v1v9_593	GLYCEROL-KIN-RXN
S_S2_Cc_069_v1v9_594	5.4.2.10-RXN
S_S2_Cc_069_v1v9_595	GALPMUT-RXN
S_S2_Cc_069_v1v9_596	3.6.3.40-RXN
S_S2_Cc_069_v1v9_597	PHOSMANMUT-RXN
S_S2_Cc_069_v1v9_598	ADENINE-DEAMINASE-RXN
S_S2_Cc_069_v1v9_599	3.4.21.107-RXN
S_S2_Cc_069_v1v9_600	3.4.21.107-RXN
S_S2_Cc_069_v1v9_601	RXN-12280
S_S2_Cc_069_v1v9_601	RXN-14380
S_S2_Cc_069_v1v9_601	3.2.1.68-RXN
S_S2_Cc_069_v1v9_601	RXN-4301
S_S2_Cc_069_v1v9_602	RIB5PISOM-RXN
S_S2_Cc_069_v1v9_603	RIB5PISOM-RXN
S_S2_Cc_069_v1v9_604	GLUCONATE-5-DEHYDROGENASE-RXN
S_S2_Cc_069_v1v9_605	DEPHOSPHOCOAKIN-RXN
S_S2_Cc_069_v1v9_606	DEPHOSPHOCOAKIN-RXN
S_S2_Cc_069_v1v9_607	BTUR2-RXN
S_S2_Cc_069_v1v9_607	COBALADENOSYLTRANS-RXN
S_S2_Cc_069_v1v9_607	R344-RXN
S_S2_Cc_069_v1v9_608	BTUR2-RXN
S_S2_Cc_069_v1v9_608	COBALADENOSYLTRANS-RXN
S_S2_Cc_069_v1v9_608	R344-RXN
S_S2_Cc_069_v1v9_609	L-LACTATE-DEHYDROGENASE-RXN
S_S2_Cc_069_v1v9_610	L-LACTATE-DEHYDROGENASE-RXN
S_S2_Cc_069_v1v9_611	URIDINEKIN-RXN
S_S2_Cc_069_v1v9_611	CYTIKIN-RXN
S_S2_Cc_069_v1v9_611	URKI-RXN
S_S2_Cc_069_v1v9_611	CYTIDINEKIN-RXN
S_S2_Cc_069_v1v9_612	URIDINEKIN-RXN
S_S2_Cc_069_v1v9_612	CYTIKIN-RXN
S_S2_Cc_069_v1v9_612	URKI-RXN
S_S2_Cc_069_v1v9_612	CYTIDINEKIN-RXN
S_S2_Cc_069_v1v9_613	CARBAMATE-KINASE-RXN
S_S2_Cc_069_v1v9_614	3.1.26.11-RXN
S_S2_Cc_069_v1v9_615	3.1.26.11-RXN
S_S2_Cc_069_v1v9_616	RXN0-6254
S_S2_Cc_069_v1v9_617	RXN-8141
S_S2_Cc_069_v1v9_618	KDPGALDOL-RXN
S_S2_Cc_069_v1v9_619	KDPGALDOL-RXN
S_S2_Cc_069_v1v9_620	CHER-RXN
S_S2_Cc_069_v1v9_621	DEOXYGLUCONOKIN-RXN
S_S2_Cc_069_v1v9_622	DEOXYGLUCONOKIN-RXN
S_S2_Cc_069_v1v9_623	MCPMETEST-RXN
S_S2_Cc_069_v1v9_624	ADENODEAMIN-RXN
S_S2_Cc_069_v1v9_624	ADDALT-RXN
S_S2_Cc_069_v1v9_627	PNKIN-RXN
S_S2_Cc_069_v1v9_627	PYRAMKIN-RXN
S_S2_Cc_069_v1v9_627	PYRIDOXKIN-RXN
S_S2_Cc_069_v1v9_628	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Cc_069_v1v9_628	RXN0-5055
S_S2_Cc_069_v1v9_629	ACETYL-COA-CARBOXYLTRANSFER-RXN
S_S2_Cc_069_v1v9_629	RXN0-5055
S_S2_Cc_069_v1v9_630	RXN-8953
S_S2_Cc_069_v1v9_631	RXN-7737
S_S2_Cc_069_v1v9_632	2.3.1.128-RXN
S_S2_Cc_069_v1v9_633	2.3.1.128-RXN
S_S2_Cc_069_v1v9_634	RXN-15047
S_S2_Cc_069_v1v9_635	GLUC1PADENYLTRANS-RXN
S_S2_Cc_069_v1v9_636	GLUC1PADENYLTRANS-RXN
S_S2_Cc_069_v1v9_637	GLUC1PADENYLTRANS-RXN
S_S2_Cc_069_v1v9_638	GLUC1PADENYLTRANS-RXN
S_S2_Cc_069_v1v9_639	METHGLYSYN-RXN
S_S2_Cc_069_v1v9_640	METHGLYSYN-RXN
S_S2_Cc_069_v1v9_641	1.1.1.39-RXN
S_S2_Cc_069_v1v9_641	OXALODECARB-RXN
S_S2_Cc_069_v1v9_642	CYCLOMALTODEXTRINASE-RXN
S_S2_Cc_069_v1v9_643	CYCLOMALTODEXTRINASE-RXN
S_S2_Cc_069_v1v9_644	3.2.1.135-RXN
S_S2_Cc_069_v1v9_645	3.2.1.135-RXN
S_S2_Cc_069_v1v9_646	3.2.1.133-RXN
S_S2_Cc_069_v1v9_647	3.2.1.133-RXN
S_S2_Cc_069_v1v9_648	4-NITROPHENYLPHOSPHATASE-RXN
S_S2_Cc_069_v1v9_649	1.15.1.2-RXN
S_S2_Cc_069_v1v9_650	1.15.1.2-RXN
S_S2_Cc_069_v1v9_653	GALACTONDEHYDRAT-RXN
S_S2_Cc_069_v1v9_654	HYDROXYLAMINE-REDUCTASE-RXN
S_S2_Cc_069_v1v9_655	HYDROXYLAMINE-REDUCTASE-RXN
S_S2_Cc_069_v1v9_656	UDP-NACMUR-ALA-LIG-RXN
S_S2_Cc_069_v1v9_657	NICOTINATEPRIBOSYLTRANS-RXN
S_S2_Cc_069_v1v9_658	ATPASE-RXN
S_S2_Cc_069_v1v9_659	ARABINONATE-DEHYDRATASE-RXN
S_S2_Cc_069_v1v9_660	ARABINONATE-DEHYDRATASE-RXN
S_S2_Cc_069_v1v9_661	RXN-14338
S_S2_Cc_069_v1v9_662	RXN-11691
S_S2_Cc_069_v1v9_664	XANPRIBOSYLTRAN-RXN
S_S2_Cc_069_v1v9_665	5.3.1.17-RXN
S_S2_Cc_069_v1v9_666	UDPSUGARHYDRO-RXN
S_S2_Cc_069_v1v9_667	ABC-23-RXN
S_S2_Cc_069_v1v9_667	3.6.3.28-RXN
S_S2_Cc_069_v1v9_668	4.3.1.15-RXN
S_S2_Cc_069_v1v9_669	ASNSYNA-RXN
S_S2_Cc_069_v1v9_670	TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN
S_S2_Cc_069_v1v9_671	DUTP-PYROP-RXN
S_S2_Cc_069_v1v9_674	FLAVONADPREDUCT-RXN
S_S2_Cc_069_v1v9_674	1.18.1.2-RXN
S_S2_Cc_069_v1v9_675	BUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Cc_069_v1v9_675	RXN-13449
S_S2_Cc_069_v1v9_676	BUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Cc_069_v1v9_676	RXN-13449
S_S2_Cc_069_v1v9_677	BUTYRYL-COA-DEHYDROGENASE-RXN
S_S2_Cc_069_v1v9_677	RXN-13449
S_S2_Cc_069_v1v9_678	UDPNACETYLMURAMATEDEHYDROG-RXN
S_S2_Cc_069_v1v9_679	ALTRO-OXIDOREDUCT-RXN
S_S2_Cc_069_v1v9_680	RXN-15138
S_S2_Cc_069_v1v9_680	2-HALOACID-DEHALOGENASE-RXN
S_S2_Cc_069_v1v9_681	RIBOSYLHOMOCYSTEINASE-RXN
S_S2_Cc_069_v1v9_682	RXN0-5260
S_S2_Cc_069_v1v9_682	RXN-15740
S_S2_Cc_069_v1v9_682	RXN-15745
S_S2_Cc_069_v1v9_683	PPENTOMUT-RXN
S_S2_Cc_069_v1v9_683	D-PPENTOMUT-RXN
S_S2_Cc_069_v1v9_684	6.1.1.24-RXN
S_S2_Cc_069_v1v9_685	ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN
S_S2_Cc_069_v1v9_686	BIOTIN-CARBOXYL-RXN
S_S2_Cc_069_v1v9_687	3.1.2.21-RXN
S_S2_Cc_069_v1v9_688	LTARTDEHYDRA-RXN
S_S2_Cc_069_v1v9_689	LTARTDEHYDRA-RXN
S_S2_Cc_069_v1v9_690	CHOLOYLGLYCINE-HYDROLASE-RXN
S_S2_Cc_069_v1v9_691	RXN-12480
S_S2_Cc_069_v1v9_692	3.4.21.105-RXN
S_S2_Cc_069_v1v9_693	GLYCOLALDREDUCT-RXN
S_S2_Cc_069_v1v9_693	LACTALDREDUCT-RXN
S_S2_Cc_069_v1v9_693	RXN-8641
S_S2_Cc_069_v1v9_695	GKI-RXN
S_S2_Cc_069_v1v9_696	RUBREDOXIN--NAD+-REDUCTASE-RXN
S_S2_Cc_069_v1v9_697	OLEATE-HYDRATASE-RXN
S_S2_Cc_069_v1v9_698	ASPARAGHYD-RXN
S_S2_Cc_069_v1v9_699	GLYCDEH-RXN
S_S2_Cc_069_v1v9_700	GLYCDEH-RXN
S_S2_Cc_069_v1v9_701	HYDROG-RXN
S_S2_Cc_069_v1v9_702	2.7.8.6-RXN
S_S2_Cc_069_v1v9_703	PYROGLUTAMYL-PEPTIDASE-I-RXN
S_S2_Cc_069_v1v9_704	TRNA-S-TRANSFERASE-RXN
S_S2_Cc_069_v1v9_705	RXN-14531
S_S2_Cc_069_v1v9_706	PEPCARBOXYKIN-RXN
S_S2_Cc_069_v1v9_707	RIBAZOLEPHOSPHAT-RXN
S_S2_Cc_069_v1v9_707	RXN-8770
S_S2_Cc_069_v1v9_708	THRESYN-RXN
S_S2_Cc_069_v1v9_709	THRESYN-RXN
S_S2_Cc_069_v1v9_710	PEPSYNTH-RXN
S_S2_Cc_069_v1v9_711	3.4.21.88-RXN
S_S2_Cc_069_v1v9_712	3.5.1.81-RXN
S_S2_Cc_069_v1v9_713	UROGENDECARBOX-RXN
S_S2_Cc_069_v1v9_713	RXN-10642
S_S2_Cc_069_v1v9_714	RXN-11838
S_S2_Cc_069_v1v9_715	RXN-14247
S_S2_Cc_069_v1v9_715	RXN-9984
S_S2_Cc_069_v1v9_715	RXN-9436
S_S2_Cc_069_v1v9_715	RXN-9432
S_S2_Cc_069_v1v9_715	RXN-9394
S_S2_Cc_069_v1v9_715	RXN-9393
S_S2_Cc_069_v1v9_715	RXN-9443
S_S2_Cc_069_v1v9_715	RXN-9421
S_S2_Cc_069_v1v9_716	3.4.11.19-RXN
S_S2_Cc_069_v1v9_717	F16BDEPHOS-RXN
S_S2_Cc_069_v1v9_718	PSERTRANSAMPYR-RXN
S_S2_Cc_069_v1v9_718	PSERTRANSAM-RXN
S_S2_Cc_069_v1v9_719	GLUTRACE-RXN
S_S2_Cc_069_v1v9_720	1.17.1.1-RXN
S_S2_Cc_069_v1v9_721	CDP-GLUCOSE-46-DEHYDRATASE-RXN
S_S2_Cc_069_v1v9_722	2.7.7.33-RXN
S_S2_Cc_069_v1v9_723	RXN-11364
S_S2_Cc_069_v1v9_724	RXN0-6515
S_S2_Cc_069_v1v9_725	THIAMIN-PYROPHOSPHOKINASE-RXN
S_S2_Cc_069_v1v9_726	3.4.17.19-RXN
S_S2_Cc_069_v1v9_727	RXN-12472
S_S2_Cc_069_v1v9_728	GALACTURIDYLYLTRANS-RXN
S_S2_Cc_069_v1v9_729	GLYCERATE-DEHYDROGENASE-RXN
S_S2_Cc_069_v1v9_730	GLYCERATE-DEHYDROGENASE-RXN
S_S2_Cc_069_v1v9_731	GLYCOGENSYN-RXN
S_S2_Cc_069_v1v9_732	3.4.11.21-RXN
S_S2_Cc_069_v1v9_733	RXN-2043
S_S2_Cc_069_v1v9_734	5.4.1.2-RXN
S_S2_Cc_069_v1v9_735	RXN-8768
S_S2_Cc_069_v1v9_736	3.4.21.53-RXN
S_S2_Cc_069_v1v9_737	3.4.21.53-RXN
S_S2_Cc_069_v1v9_738	TRNA-CYTIDYLYLTRANSFERASE-RXN
S_S2_Cc_069_v1v9_739	RXN66-337
S_S2_Cc_069_v1v9_739	3.4.13.19-RXN
S_S2_Cc_069_v1v9_739	RXN-15682
S_S2_Cc_069_v1v9_740	RXN66-337
