S_S2_Bs_063_v1v9_1	NADH-DEHYDROG-A-RXN
S_S2_Bs_063_v1v9_511	4.2.99.18-RXN
S_S2_Bs_063_v1v9_511	RXN0-2601
S_S2_Bs_063_v1v9_512	ARGSUCCINSYN-RXN
S_S2_Bs_063_v1v9_512	RXN-10
S_S2_Bs_063_v1v9_513	1.8.1.4-RXN
S_S2_Bs_063_v1v9_513	RXN0-1132
S_S2_Bs_063_v1v9_513	RXN-7719
S_S2_Bs_063_v1v9_513	RXN-8629
S_S2_Bs_063_v1v9_513	RXN-7716
S_S2_Bs_063_v1v9_514	1.8.1.4-RXN
S_S2_Bs_063_v1v9_514	RXN0-1132
S_S2_Bs_063_v1v9_514	RXN-7719
S_S2_Bs_063_v1v9_514	RXN-8629
S_S2_Bs_063_v1v9_514	RXN-7716
S_S2_Bs_063_v1v9_515	1.8.1.4-RXN
S_S2_Bs_063_v1v9_515	RXN0-1132
S_S2_Bs_063_v1v9_515	RXN-7719
S_S2_Bs_063_v1v9_515	RXN-8629
S_S2_Bs_063_v1v9_515	RXN-7716
S_S2_Bs_063_v1v9_516	TRIOSEPISOMERIZATION-RXN
S_S2_Bs_063_v1v9_517	RXN0-1147
S_S2_Bs_063_v1v9_518	2OXOGLUTDECARB-RXN
S_S2_Bs_063_v1v9_519	RXN-12730
S_S2_Bs_063_v1v9_519	HOMOCYSMET-RXN
S_S2_Bs_063_v1v9_520	RXN-12730
S_S2_Bs_063_v1v9_520	HOMOCYSMET-RXN
S_S2_Bs_063_v1v9_521	RXN-12730
S_S2_Bs_063_v1v9_521	HOMOCYSMET-RXN
S_S2_Bs_063_v1v9_522	DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN
S_S2_Bs_063_v1v9_523	AMPSYN-RXN
S_S2_Bs_063_v1v9_523	AICARSYN-RXN
S_S2_Bs_063_v1v9_524	SHIKIMATE-5-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_525	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_S2_Bs_063_v1v9_525	RXN0-748
S_S2_Bs_063_v1v9_525	RXN0-747
S_S2_Bs_063_v1v9_525	GDPREDUCT-RXN
S_S2_Bs_063_v1v9_525	ADPREDUCT-RXN
S_S2_Bs_063_v1v9_525	RXN0-722
S_S2_Bs_063_v1v9_525	CDPREDUCT-RXN
S_S2_Bs_063_v1v9_525	UDPREDUCT-RXN
S_S2_Bs_063_v1v9_525	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_S2_Bs_063_v1v9_526	RIBONUCLEOSIDE-DIP-REDUCTII-RXN
S_S2_Bs_063_v1v9_526	RXN0-748
S_S2_Bs_063_v1v9_526	RXN0-747
S_S2_Bs_063_v1v9_526	GDPREDUCT-RXN
S_S2_Bs_063_v1v9_526	ADPREDUCT-RXN
S_S2_Bs_063_v1v9_526	RXN0-722
S_S2_Bs_063_v1v9_526	CDPREDUCT-RXN
S_S2_Bs_063_v1v9_526	UDPREDUCT-RXN
S_S2_Bs_063_v1v9_526	RIBONUCLEOSIDE-DIP-REDUCTI-RXN
S_S2_Bs_063_v1v9_527	ASPARTATEKIN-RXN
S_S2_Bs_063_v1v9_528	ASPARTATEKIN-RXN
S_S2_Bs_063_v1v9_529	ASPARTATEKIN-RXN
S_S2_Bs_063_v1v9_530	HOMOSERDEHYDROG-RXN
S_S2_Bs_063_v1v9_531	PABASYN-RXN
S_S2_Bs_063_v1v9_532	PABASYN-RXN
S_S2_Bs_063_v1v9_533	ISOCHORSYN-RXN
S_S2_Bs_063_v1v9_534	ISOCHORSYN-RXN
S_S2_Bs_063_v1v9_535	3.4.11.4-RXN
S_S2_Bs_063_v1v9_536	3.4.11.4-RXN
S_S2_Bs_063_v1v9_537	ISOCITDEH-RXN
S_S2_Bs_063_v1v9_538	2.7.7.8-RXN
S_S2_Bs_063_v1v9_539	GUANPRIBOSYLTRAN-RXN
S_S2_Bs_063_v1v9_539	HYPOXANPRIBOSYLTRAN-RXN
S_S2_Bs_063_v1v9_540	GUANPRIBOSYLTRAN-RXN
S_S2_Bs_063_v1v9_540	HYPOXANPRIBOSYLTRAN-RXN
S_S2_Bs_063_v1v9_541	RXN-9382
S_S2_Bs_063_v1v9_542	DTMPKI-RXN
S_S2_Bs_063_v1v9_543	RXN-12093
S_S2_Bs_063_v1v9_544	RXN-9655
S_S2_Bs_063_v1v9_544	RXN-10061
S_S2_Bs_063_v1v9_544	RXN1G-760
S_S2_Bs_063_v1v9_544	RXN-10656
S_S2_Bs_063_v1v9_544	RXN1G-220
S_S2_Bs_063_v1v9_544	RXN-9537
S_S2_Bs_063_v1v9_544	RXN-9533
S_S2_Bs_063_v1v9_544	RXN-9557
S_S2_Bs_063_v1v9_544	4.2.1.61-RXN
S_S2_Bs_063_v1v9_544	RXN1G-884
S_S2_Bs_063_v1v9_544	RXN1G-648
S_S2_Bs_063_v1v9_544	RXN1G-645
S_S2_Bs_063_v1v9_544	RXN-16623
S_S2_Bs_063_v1v9_544	RXN1G-355
S_S2_Bs_063_v1v9_544	RXN1G-377
S_S2_Bs_063_v1v9_544	RXN1G-27
S_S2_Bs_063_v1v9_544	4.2.1.59-RXN
S_S2_Bs_063_v1v9_544	RXN1G-214
S_S2_Bs_063_v1v9_544	RXN1G-294
S_S2_Bs_063_v1v9_544	RXN-11481
S_S2_Bs_063_v1v9_544	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_S2_Bs_063_v1v9_544	RXN1G-279
S_S2_Bs_063_v1v9_544	RXN1G-1004
S_S2_Bs_063_v1v9_544	RXN1G-912
S_S2_Bs_063_v1v9_544	RXN-10660
S_S2_Bs_063_v1v9_544	RXN-16627
S_S2_Bs_063_v1v9_544	RXN-9520
S_S2_Bs_063_v1v9_544	RXN1G-266
S_S2_Bs_063_v1v9_544	RXN1G-1081
S_S2_Bs_063_v1v9_544	RXN1G-1084
S_S2_Bs_063_v1v9_544	RXN1G-420
S_S2_Bs_063_v1v9_544	RXN1G-425
S_S2_Bs_063_v1v9_544	RXN1G-1278
S_S2_Bs_063_v1v9_544	RXN0-2144
S_S2_Bs_063_v1v9_544	RXN1G-440
S_S2_Bs_063_v1v9_544	RXN1G-127
S_S2_Bs_063_v1v9_544	RXN1G-464
S_S2_Bs_063_v1v9_544	RXN-16631
S_S2_Bs_063_v1v9_544	RXN-16619
S_S2_Bs_063_v1v9_544	RXN1G-363
S_S2_Bs_063_v1v9_544	RXN1G-554
S_S2_Bs_063_v1v9_544	RXN1G-309
S_S2_Bs_063_v1v9_544	RXN1G-308
S_S2_Bs_063_v1v9_544	RXN1G-320
S_S2_Bs_063_v1v9_544	RXN1G-188
S_S2_Bs_063_v1v9_544	RXN1G-517
S_S2_Bs_063_v1v9_544	RXN-11477
S_S2_Bs_063_v1v9_544	4.2.1.58-RXN
S_S2_Bs_063_v1v9_544	RXN-9634
S_S2_Bs_063_v1v9_545	RXN-9655
S_S2_Bs_063_v1v9_545	RXN-10061
S_S2_Bs_063_v1v9_545	RXN1G-760
S_S2_Bs_063_v1v9_545	RXN-10656
S_S2_Bs_063_v1v9_545	RXN1G-220
S_S2_Bs_063_v1v9_545	RXN-9537
S_S2_Bs_063_v1v9_545	RXN-9533
S_S2_Bs_063_v1v9_545	RXN-9557
S_S2_Bs_063_v1v9_545	4.2.1.61-RXN
S_S2_Bs_063_v1v9_545	RXN1G-884
S_S2_Bs_063_v1v9_545	RXN1G-648
S_S2_Bs_063_v1v9_545	RXN1G-645
S_S2_Bs_063_v1v9_545	RXN-16623
S_S2_Bs_063_v1v9_545	RXN1G-355
S_S2_Bs_063_v1v9_545	RXN1G-377
S_S2_Bs_063_v1v9_545	RXN1G-27
S_S2_Bs_063_v1v9_545	4.2.1.59-RXN
S_S2_Bs_063_v1v9_545	RXN1G-214
S_S2_Bs_063_v1v9_545	RXN1G-294
S_S2_Bs_063_v1v9_545	RXN-11481
S_S2_Bs_063_v1v9_545	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
S_S2_Bs_063_v1v9_545	RXN1G-279
S_S2_Bs_063_v1v9_545	RXN1G-1004
S_S2_Bs_063_v1v9_545	RXN1G-912
S_S2_Bs_063_v1v9_545	RXN-10660
S_S2_Bs_063_v1v9_545	RXN-16627
S_S2_Bs_063_v1v9_545	RXN-9520
S_S2_Bs_063_v1v9_545	RXN1G-266
S_S2_Bs_063_v1v9_545	RXN1G-1081
S_S2_Bs_063_v1v9_545	RXN1G-1084
S_S2_Bs_063_v1v9_545	RXN1G-420
S_S2_Bs_063_v1v9_545	RXN1G-425
S_S2_Bs_063_v1v9_545	RXN1G-1278
S_S2_Bs_063_v1v9_545	RXN0-2144
S_S2_Bs_063_v1v9_545	RXN1G-440
S_S2_Bs_063_v1v9_545	RXN1G-127
S_S2_Bs_063_v1v9_545	RXN1G-464
S_S2_Bs_063_v1v9_545	RXN-16631
S_S2_Bs_063_v1v9_545	RXN-16619
S_S2_Bs_063_v1v9_545	RXN1G-363
S_S2_Bs_063_v1v9_545	RXN1G-554
S_S2_Bs_063_v1v9_545	RXN1G-309
S_S2_Bs_063_v1v9_545	RXN1G-308
S_S2_Bs_063_v1v9_545	RXN1G-320
S_S2_Bs_063_v1v9_545	RXN1G-188
S_S2_Bs_063_v1v9_545	RXN1G-517
S_S2_Bs_063_v1v9_545	RXN-11477
S_S2_Bs_063_v1v9_545	4.2.1.58-RXN
S_S2_Bs_063_v1v9_545	RXN-9634
S_S2_Bs_063_v1v9_546	RXN-10781
S_S2_Bs_063_v1v9_546	RXN-5424
S_S2_Bs_063_v1v9_546	METHANOL-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_546	RXN-15818
S_S2_Bs_063_v1v9_546	RXN3O-4113
S_S2_Bs_063_v1v9_546	RXN-12448
S_S2_Bs_063_v1v9_546	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Bs_063_v1v9_546	RXN-7694
S_S2_Bs_063_v1v9_546	RXN-7693
S_S2_Bs_063_v1v9_546	RXN-7657
S_S2_Bs_063_v1v9_546	ALCOHOL-DEHYDROG-RXN
S_S2_Bs_063_v1v9_546	RXN-7700
S_S2_Bs_063_v1v9_546	RXN-7706
S_S2_Bs_063_v1v9_546	RXN-10911
S_S2_Bs_063_v1v9_546	RXN-10915
S_S2_Bs_063_v1v9_546	RXN66-478
S_S2_Bs_063_v1v9_546	RXN-15823
S_S2_Bs_063_v1v9_546	RXN-13198
S_S2_Bs_063_v1v9_547	RXN-10781
S_S2_Bs_063_v1v9_547	RXN-5424
S_S2_Bs_063_v1v9_547	METHANOL-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_547	RXN-15818
S_S2_Bs_063_v1v9_547	RXN3O-4113
S_S2_Bs_063_v1v9_547	RXN-12448
S_S2_Bs_063_v1v9_547	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Bs_063_v1v9_547	RXN-7694
S_S2_Bs_063_v1v9_547	RXN-7693
S_S2_Bs_063_v1v9_547	RXN-7657
S_S2_Bs_063_v1v9_547	ALCOHOL-DEHYDROG-RXN
S_S2_Bs_063_v1v9_547	RXN-7700
S_S2_Bs_063_v1v9_547	RXN-7706
S_S2_Bs_063_v1v9_547	RXN-10911
S_S2_Bs_063_v1v9_547	RXN-10915
S_S2_Bs_063_v1v9_547	RXN66-478
S_S2_Bs_063_v1v9_547	RXN-15823
S_S2_Bs_063_v1v9_547	RXN-13198
S_S2_Bs_063_v1v9_548	RXN-10781
S_S2_Bs_063_v1v9_548	RXN-5424
S_S2_Bs_063_v1v9_548	METHANOL-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_548	RXN-15818
S_S2_Bs_063_v1v9_548	RXN3O-4113
S_S2_Bs_063_v1v9_548	RXN-12448
S_S2_Bs_063_v1v9_548	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Bs_063_v1v9_548	RXN-7694
S_S2_Bs_063_v1v9_548	RXN-7693
S_S2_Bs_063_v1v9_548	RXN-7657
S_S2_Bs_063_v1v9_548	ALCOHOL-DEHYDROG-RXN
S_S2_Bs_063_v1v9_548	RXN-7700
S_S2_Bs_063_v1v9_548	RXN-7706
S_S2_Bs_063_v1v9_548	RXN-10911
S_S2_Bs_063_v1v9_548	RXN-10915
S_S2_Bs_063_v1v9_548	RXN66-478
S_S2_Bs_063_v1v9_548	RXN-15823
S_S2_Bs_063_v1v9_548	RXN-13198
S_S2_Bs_063_v1v9_549	RXN-10781
S_S2_Bs_063_v1v9_549	RXN-5424
S_S2_Bs_063_v1v9_549	METHANOL-DEHYDROGENASE-RXN
S_S2_Bs_063_v1v9_549	RXN-15818
S_S2_Bs_063_v1v9_549	RXN3O-4113
S_S2_Bs_063_v1v9_549	RXN-12448
S_S2_Bs_063_v1v9_549	ALCOHOL-DEHYDROG-GENERIC-RXN
S_S2_Bs_063_v1v9_549	RXN-7694
S_S2_Bs_063_v1v9_549	RXN-7693
S_S2_Bs_063_v1v9_549	RXN-7657
S_S2_Bs_063_v1v9_549	ALCOHOL-DEHYDROG-RXN
S_S2_Bs_063_v1v9_549	RXN-7700
S_S2_Bs_063_v1v9_549	RXN-7706
S_S2_Bs_063_v1v9_549	RXN-10911
S_S2_Bs_063_v1v9_549	RXN-10915
S_S2_Bs_063_v1v9_549	RXN66-478
S_S2_Bs_063_v1v9_549	RXN-15823
S_S2_Bs_063_v1v9_549	RXN-13198
S_S2_Bs_063_v1v9_550	RXN0-4022
S_S2_Bs_063_v1v9_551	CHORISMATE-SYNTHASE-RXN
S_S2_Bs_063_v1v9_552	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_S2_Bs_063_v1v9_553	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
S_S2_Bs_063_v1v9_554	PGLUCISOM-RXN
S_S2_Bs_063_v1v9_554	RXN-6182
S_S2_Bs_063_v1v9_554	RXN-13720
S_S2_Bs_063_v1v9_555	RXN66-546
S_S2_Bs_063_v1v9_555	PYRROLINECARBREDUCT-RXN
S_S2_Bs_063_v1v9_556	RXN66-546
S_S2_Bs_063_v1v9_556	PYRROLINECARBREDUCT-RXN
S_S2_Bs_063_v1v9_557	RXN66-546
S_S2_Bs_063_v1v9_557	PYRROLINECARBREDUCT-RXN
S_S2_Bs_063_v1v9_558	TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN
S_S2_Bs_063_v1v9_559	NICONUCADENYLYLTRAN-RXN
S_S2_Bs_063_v1v9_560	TRNA-NUCLEOTIDYLTRANSFERASE-RXN
S_S2_Bs_063_v1v9_560	RXN0-6482
S_S2_Bs_063_v1v9_560	RXN0-6481
S_S2_Bs_063_v1v9_561	DETHIOBIOTIN-SYN-RXN
S_S2_Bs_063_v1v9_562	PANTOATE-BETA-ALANINE-LIG-RXN
S_S2_Bs_063_v1v9_563	2-DEHYDROPANTOATE-REDUCT-RXN
S_S2_Bs_063_v1v9_564	2-DEHYDROPANTOATE-REDUCT-RXN
S_S2_Bs_063_v1v9_565	2-DEHYDROPANTOATE-REDUCT-RXN
S_S2_Bs_063_v1v9_566	GLYRIBONUCSYN-RXN
S_S2_Bs_063_v1v9_567	GSAAMINOTRANS-RXN
S_S2_Bs_063_v1v9_568	GSAAMINOTRANS-RXN
S_S2_Bs_063_v1v9_569	DIOHBUTANONEPSYN-RXN
S_S2_Bs_063_v1v9_570	GTP-CYCLOHYDRO-II-RXN
S_S2_Bs_063_v1v9_571	LUMAZINESYN-RXN
S_S2_Bs_063_v1v9_572	RXN-11586
S_S2_Bs_063_v1v9_573	RXN-9939
S_S2_Bs_063_v1v9_573	SPERMACTRAN-RXN
S_S2_Bs_063_v1v9_573	DIAMACTRANS-RXN
S_S2_Bs_063_v1v9_573	RXN-0
S_S2_Bs_063_v1v9_574	RXN-9939
S_S2_Bs_063_v1v9_574	SPERMACTRAN-RXN
S_S2_Bs_063_v1v9_574	DIAMACTRANS-RXN
S_S2_Bs_063_v1v9_574	RXN-0
S_S2_Bs_063_v1v9_575	DAPASYN-RXN
S_S2_Bs_063_v1v9_576	2.8.1.6-RXN
S_S2_Bs_063_v1v9_577	RXN-11601
S_S2_Bs_063_v1v9_578	RXN-11601
S_S2_Bs_063_v1v9_579	3.4.11.10-RXN
S_S2_Bs_063_v1v9_580	RIBOFLAVIN-SYN-RXN
S_S2_Bs_063_v1v9_581	PROLINE--TRNA-LIGASE-RXN
S_S2_Bs_063_v1v9_582	RXN-14992
S_S2_Bs_063_v1v9_583	DIAMINOPIMEPIM-RXN
S_S2_Bs_063_v1v9_584	RXN3O-54
S_S2_Bs_063_v1v9_584	RXN-9235
S_S2_Bs_063_v1v9_584	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
S_S2_Bs_063_v1v9_584	RXN-9242
S_S2_Bs_063_v1v9_584	RXN-9227
S_S2_Bs_063_v1v9_584	RXN-11754
S_S2_Bs_063_v1v9_585	RXN-11046
S_S2_Bs_063_v1v9_585	RXN-9205
S_S2_Bs_063_v1v9_585	RXN-14177
S_S2_Bs_063_v1v9_585	RXN-9220
S_S2_Bs_063_v1v9_585	RXN-9191
S_S2_Bs_063_v1v9_585	RXN-9363
S_S2_Bs_063_v1v9_585	RXN-9362
S_S2_Bs_063_v1v9_585	RXN-9361
S_S2_Bs_063_v1v9_585	RXN-9366
S_S2_Bs_063_v1v9_585	ADOMET-DMK-METHYLTRANSFER-RXN
S_S2_Bs_063_v1v9_586	ARGSUCCINLYA-RXN
S_S2_Bs_063_v1v9_586	RXN-22
S_S2_Bs_063_v1v9_587	3.1.21.2-RXN
S_S2_Bs_063_v1v9_588	RXN0-5063
S_S2_Bs_063_v1v9_589	CYSTEINE--TRNA-LIGASE-RXN
S_S2_Bs_063_v1v9_590	3.4.21.102-RXN
S_S2_Bs_063_v1v9_591	3.4.21.102-RXN
S_S2_Bs_063_v1v9_592	RXN-8748
S_S2_Bs_063_v1v9_592	ALKAPHOSPHA-RXN
S_S2_Bs_063_v1v9_593	RXN-8748
S_S2_Bs_063_v1v9_593	ALKAPHOSPHA-RXN
S_S2_Bs_063_v1v9_594	RXN-8748
S_S2_Bs_063_v1v9_594	ALKAPHOSPHA-RXN
S_S2_Bs_063_v1v9_595	RXN-8748
S_S2_Bs_063_v1v9_595	ALKAPHOSPHA-RXN
S_S2_Bs_063_v1v9_596	SUCCINYLDIAMINOPIMTRANS-RXN
S_S2_Bs_063_v1v9_597	RXN-15007
S_S2_Bs_063_v1v9_597	ACETYLORNTRANSAM-RXN
S_S2_Bs_063_v1v9_598	RXN0-5515
S_S2_Bs_063_v1v9_598	CDPDIGLYSYN-RXN
S_S2_Bs_063_v1v9_599	RXN0-1133
S_S2_Bs_063_v1v9_599	DIHYDLIPACETRANS-RXN
S_S2_Bs_063_v1v9_600	RXN0-1133
S_S2_Bs_063_v1v9_600	DIHYDLIPACETRANS-RXN
S_S2_Bs_063_v1v9_601	RXN0-1133
S_S2_Bs_063_v1v9_601	DIHYDLIPACETRANS-RXN
S_S2_Bs_063_v1v9_602	RXN-13403
S_S2_Bs_063_v1v9_603	RXN-13403
S_S2_Bs_063_v1v9_604	3.4.11.6-RXN
S_S2_Bs_063_v1v9_605	PHOSPHAGLYPSYN-RXN
S_S2_Bs_063_v1v9_606	DNA-LIGASE-NAD+-RXN
S_S2_Bs_063_v1v9_607	PREPHENATEDEHYDRAT-RXN
S_S2_Bs_063_v1v9_608	CITSYN-RXN
S_S2_Bs_063_v1v9_609	CITSYN-RXN
S_S2_Bs_063_v1v9_610	CITSYN-RXN
S_S2_Bs_063_v1v9_611	RXN-11860
S_S2_Bs_063_v1v9_611	RXN-11865
S_S2_Bs_063_v1v9_612	2.5.1.19-RXN
S_S2_Bs_063_v1v9_613	DGDPKIN-RXN
S_S2_Bs_063_v1v9_613	CDPKIN-RXN
S_S2_Bs_063_v1v9_613	NUCLEOSIDE-DIP-KIN-RXN
S_S2_Bs_063_v1v9_613	UDPKIN-RXN
S_S2_Bs_063_v1v9_613	RXN-14228
S_S2_Bs_063_v1v9_613	DUDPKIN-RXN
S_S2_Bs_063_v1v9_613	RXN-14120
S_S2_Bs_063_v1v9_613	DTDPKIN-RXN
S_S2_Bs_063_v1v9_613	GDPKIN-RXN
S_S2_Bs_063_v1v9_613	DCDPKIN-RXN
S_S2_Bs_063_v1v9_613	DADPKIN-RXN
S_S2_Bs_063_v1v9_614	ACETOOHBUTREDUCTOISOM-RXN
S_S2_Bs_063_v1v9_614	ACETOLACTREDUCTOISOM-RXN
S_S2_Bs_063_v1v9_615	RXN-11737
S_S2_Bs_063_v1v9_615	ASPAMINOTRANS-RXN
S_S2_Bs_063_v1v9_615	RXN-13697
S_S2_Bs_063_v1v9_615	RXN-10814
S_S2_Bs_063_v1v9_616	RXN-11737
S_S2_Bs_063_v1v9_616	ASPAMINOTRANS-RXN
S_S2_Bs_063_v1v9_616	RXN-13697
S_S2_Bs_063_v1v9_616	RXN-10814
S_S2_Bs_063_v1v9_617	RXN-8999
S_S2_Bs_063_v1v9_618	2.7.1.148-RXN
S_S2_Bs_063_v1v9_619	RXN-15005
S_S2_Bs_063_v1v9_619	ACETYLGLUTKIN-RXN
S_S2_Bs_063_v1v9_620	IMPCYCLOHYDROLASE-RXN
S_S2_Bs_063_v1v9_621	AICARTRANSFORM-RXN
S_S2_Bs_063_v1v9_622	ENTDB-RXN
S_S2_Bs_063_v1v9_622	HOLO-ACP-SYNTH-RXN
S_S2_Bs_063_v1v9_622	RXN-15889
S_S2_Bs_063_v1v9_622	RXN-16759
S_S2_Bs_063_v1v9_622	RXN-10994
S_S2_Bs_063_v1v9_623	SUPEROX-DISMUT-RXN
S_S2_Bs_063_v1v9_624	SUPEROX-DISMUT-RXN
S_S2_Bs_063_v1v9_625	SUPEROX-DISMUT-RXN
S_S2_Bs_063_v1v9_626	ARGININE--TRNA-LIGASE-RXN
S_S2_Bs_063_v1v9_627	RXN0-1441
S_S2_Bs_063_v1v9_628	RXN0-1441
S_S2_Bs_063_v1v9_629	CHORISMATEMUT-RXN
S_S2_Bs_063_v1v9_630	CHORISMATEMUT-RXN
S_S2_Bs_063_v1v9_631	CHORISMATEMUT-RXN
S_S2_Bs_063_v1v9_632	5.99.1.2-RXN
S_S2_Bs_063_v1v9_633	5.99.1.2-RXN
S_S2_Bs_063_v1v9_634	RXN-14047
S_S2_Bs_063_v1v9_635	METHYLENETHFDEHYDROG-NADP-RXN
S_S2_Bs_063_v1v9_636	RXN-11588
S_S2_Bs_063_v1v9_637	LEUCINE--TRNA-LIGASE-RXN
S_S2_Bs_063_v1v9_638	S-ADENMETSYN-RXN
S_S2_Bs_063_v1v9_639	3.4.21.92-RXN
S_S2_Bs_063_v1v9_640	RXN-14570
S_S2_Bs_063_v1v9_641	RXN-14570
S_S2_Bs_063_v1v9_642	RXN0-6274
S_S2_Bs_063_v1v9_643	ARGDECARBOX-RXN
S_S2_Bs_063_v1v9_644	RXN-8976
S_S2_Bs_063_v1v9_644	RXN-11029
S_S2_Bs_063_v1v9_644	NACGLCTRANS-RXN
S_S2_Bs_063_v1v9_644	RXN-11346
S_S2_Bs_063_v1v9_645	UDP-NACMURALA-GLU-LIG-RXN
S_S2_Bs_063_v1v9_646	RXN-8975
S_S2_Bs_063_v1v9_646	RXN-11347
S_S2_Bs_063_v1v9_646	PHOSNACMURPENTATRANS-RXN
S_S2_Bs_063_v1v9_647	UDP-NACMURALGLDAPAALIG-RXN
S_S2_Bs_063_v1v9_647	6.3.2.10-RXN
S_S2_Bs_063_v1v9_648	UDP-NACMURALGLDAPLIG-RXN
S_S2_Bs_063_v1v9_649	RXN-11638
S_S2_Bs_063_v1v9_651	RXN-10060
S_S2_Bs_063_v1v9_651	RXN-9518
S_S2_Bs_063_v1v9_651	RXN-9514
S_S2_Bs_063_v1v9_651	RXN-10655
S_S2_Bs_063_v1v9_651	RXN-10659
S_S2_Bs_063_v1v9_651	RXN-9536
S_S2_Bs_063_v1v9_651	RXN1G-240
S_S2_Bs_063_v1v9_651	RXN1G-203
S_S2_Bs_063_v1v9_651	RXN-13008
S_S2_Bs_063_v1v9_651	RXN-9556
S_S2_Bs_063_v1v9_651	RXN-9552
S_S2_Bs_063_v1v9_651	RXN1G-1247
S_S2_Bs_063_v1v9_651	RXN1G-881
S_S2_Bs_063_v1v9_651	RXN-16622
S_S2_Bs_063_v1v9_651	RXN-16626
S_S2_Bs_063_v1v9_651	RXN1G-358
S_S2_Bs_063_v1v9_651	RXN1G-157
S_S2_Bs_063_v1v9_651	RXN1G-508
S_S2_Bs_063_v1v9_651	RXN-9532
S_S2_Bs_063_v1v9_651	RXN0-2142
S_S2_Bs_063_v1v9_651	RXN1G-717
S_S2_Bs_063_v1v9_651	RXN-11480
S_S2_Bs_063_v1v9_651	RXN1G-481
S_S2_Bs_063_v1v9_651	RXN1G-252
S_S2_Bs_063_v1v9_651	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_v1v9_651	RXN-9524
S_S2_Bs_063_v1v9_651	RXN-9528
S_S2_Bs_063_v1v9_651	RXN1G-637
S_S2_Bs_063_v1v9_651	RXN1G-951
S_S2_Bs_063_v1v9_651	RXN-9540
S_S2_Bs_063_v1v9_651	RXN1G-408
S_S2_Bs_063_v1v9_651	RXN1G-409
S_S2_Bs_063_v1v9_651	RXN1G-617
S_S2_Bs_063_v1v9_651	RXN1G-613
S_S2_Bs_063_v1v9_651	RXN1G-384
S_S2_Bs_063_v1v9_651	RXN1G-469
S_S2_Bs_063_v1v9_651	RXN-16630
S_S2_Bs_063_v1v9_651	RXN1G-72
S_S2_Bs_063_v1v9_651	RXN1G-349
S_S2_Bs_063_v1v9_651	RXN1G-163
S_S2_Bs_063_v1v9_651	RXN-16616
S_S2_Bs_063_v1v9_651	RXN1G-853
S_S2_Bs_063_v1v9_651	RXN-11476
S_S2_Bs_063_v1v9_651	RXN1G-184
S_S2_Bs_063_v1v9_651	RXN1G-182
S_S2_Bs_063_v1v9_651	RXN1G-364
S_S2_Bs_063_v1v9_651	RXN1G-287
S_S2_Bs_063_v1v9_651	RXN1G-1053
S_S2_Bs_063_v1v9_651	RXN1G-1050
S_S2_Bs_063_v1v9_651	RXN-9633
S_S2_Bs_063_v1v9_651	RXN1G-262
S_S2_Bs_063_v1v9_651	RXN1G-260
S_S2_Bs_063_v1v9_652	RXN-10060
S_S2_Bs_063_v1v9_652	RXN-9518
S_S2_Bs_063_v1v9_652	RXN-9514
S_S2_Bs_063_v1v9_652	RXN-10655
S_S2_Bs_063_v1v9_652	RXN-10659
S_S2_Bs_063_v1v9_652	RXN-9536
S_S2_Bs_063_v1v9_652	RXN1G-240
S_S2_Bs_063_v1v9_652	RXN1G-203
S_S2_Bs_063_v1v9_652	RXN-13008
S_S2_Bs_063_v1v9_652	RXN-9556
S_S2_Bs_063_v1v9_652	RXN-9552
S_S2_Bs_063_v1v9_652	RXN1G-1247
S_S2_Bs_063_v1v9_652	RXN1G-881
S_S2_Bs_063_v1v9_652	RXN-16622
S_S2_Bs_063_v1v9_652	RXN-16626
S_S2_Bs_063_v1v9_652	RXN1G-358
S_S2_Bs_063_v1v9_652	RXN1G-157
S_S2_Bs_063_v1v9_652	RXN1G-508
S_S2_Bs_063_v1v9_652	RXN-9532
S_S2_Bs_063_v1v9_652	RXN0-2142
S_S2_Bs_063_v1v9_652	RXN1G-717
S_S2_Bs_063_v1v9_652	RXN-11480
S_S2_Bs_063_v1v9_652	RXN1G-481
S_S2_Bs_063_v1v9_652	RXN1G-252
S_S2_Bs_063_v1v9_652	3-OXOACYL-ACP-REDUCT-RXN
S_S2_Bs_063_v1v9_652	RXN-9524
S_S2_Bs_063_v1v9_652	RXN-9528
S_S2_Bs_063_v1v9_652	RXN1G-637
S_S2_Bs_063_v1v9_652	RXN1G-951
