pathway	Plate1_1030R_0_M_NS1_week10_S77_L001	Plate1_1030R_R_M_NS1_week10_S78_L001	Plate1_2472R_0_F_NS1_week10_S73_L001	Plate1_2472R_R_F_NS1_week10_S74_L001	Plate1_3874R_0_F_NS1_week10_S75_L001	Plate1_3874R_L_F_NS1_week10_S76_L001	Plate1_3974R_0_M_NS1_week10_S79_L001	Plate1_3974R_L_M_NS1_week10_S80_L001	Plate2_036R_R_M_NS1_week5_S18_L001	Plate2_036R_R_M_NS1_week9_S21_L001	Plate2_1030R_L_M_NS1_week5_S22_L001	Plate2_1030R_L_M_NS1_week9_S25_L001	Plate2_1121R_0_M_NS1_week5_S26_L001	Plate2_1121R_0_M_NS1_week9_S29_L001	Plate2_1151R_R_M_NS1_week5_S30_L001	Plate2_1151R_R_M_NS1_week9_S33_L001	Plate2_1193R_R_F_NS1_week5_S1_L001	Plate2_1193R_R_F_NS1_week9_S4_L001	Plate2_2529R_R_F_NS1_week5_S5_L001	Plate2_2529R_R_F_NS1_week9_S8_L001	Plate2_3861R_R_M_NS1_week9_S34_L001	Plate2_3971R_L_F_NS1_week5_S9_L001	Plate2_3971R_L_F_NS1_week9_S12_L001	Plate2_3975R_0_F_NS1_week9_S13_L001	Plate2_3975R_R_F_NS1_week5_S14_L001	Plate2_3975R_R_F_NS1_week9_S17_L001	Plate4_036R_0_M_NS1_S62_L001	Plate4_036R_0_M_NS1_week5_S41_L001	Plate4_036R_L_M_NS1_S63_L001	Plate4_036R_L_M_NS1_week5_S42_L001	Plate4_036R_RL_M_NS1_S64_L001	Plate4_036R_RL_M_NS1_week5_S43_L001	Plate4_036R_RR_M_NS1_S65_L001	Plate4_036R_RR_M_NS1_week5_S44_L001	Plate4_1030R_RR_M_NS1_week5_S45_L001	Plate4_1030R_RR_M_NS1_week9_S66_L001	Plate4_1121R_L_M_NS1_week5_S46_L001	Plate4_1121R_L_M_NS1_week9_S67_L001	Plate4_1121R_RL_M_NS1_week5_S48_L001	Plate4_1121R_RL_M_NS1_week9_S69_L001	Plate4_1121R_RR_M_NS1_week5_S49_L001	Plate4_1121R_RR_M_NS1_week9_S70_L001	Plate4_1121R_R_M_NS1_week5_S47_L001	Plate4_1121R_R_M_NS1_week9_S68_L001	Plate4_1151R_0_M_NS1_week5_S50_L001	Plate4_1151R_0_M_NS1_week9_S71_L001	Plate4_1193R_0_F_NS1_week5_S51_L001	Plate4_1193R_0_F_NS1_week9_S72_L001	Plate4_1193R_L_F_NS1_week5_S52_L001	Plate4_1193R_L_F_NS1_week9_S73_L001	Plate4_2529R_0_F_NS1_week5_S53_L001	Plate4_2529R_0_F_NS1_week9_S74_L001	Plate4_2529R_L_F_NS1_week5_S54_L001	Plate4_2529R_L_F_NS1_week9_S75_L001	Plate4_2529R_RL_F_NS1_week5_S55_L001	Plate4_2529R_RL_F_NS1_week9_S76_L001	Plate4_3861R_0_M_NS1_week5_S56_L001	Plate4_3861R_0_M_NS1_week9_S77_L001	Plate4_3861R_L_M_NS1_week5_S57_L001	Plate4_3861R_L_M_NS1_week9_S78_L001	Plate4_3861R_R_M_NS1_week5_S58_L001	Plate4_3971R_0_F_NS1_week5_S59_L001	Plate4_3971R_0_F_NS1_week9_S79_L001	Plate4_3971R_RL_F_NS1_week9_S81_L001	Plate4_3971R_R_F_NS1_week9_S80_L001	Plate4_3975R_0_F_NS1_week5_S60_L001	Plate4_3975R_L_F_NS1_week5_S61_L001	Plate4_3975R_L_F_NS1_week9_S82_L001	Plate4_3975R_RL_F_NS1_week9_S83_L001	Plate5_2808_NS1_0_Female_week5_S37_L001	Plate5_2808_NS1_0_Female_week9_S49_L001	Plate5_2808_NS1_L_Female_week5_S38_L001	Plate5_2808_NS1_L_Female_week9_S50_L001	Plate5_2808_NS1_RR_Female_week5_S40_L001	Plate5_2808_NS1_RR_Female_week9_S52_L001	Plate5_2808_NS1_R_Female_week5_S39_L001	Plate5_2808_NS1_R_Female_week9_S51_L001	Plate5_2824_NS1_0_Male_week5_S43_L001	Plate5_2824_NS1_0_Male_week9_S55_L001	Plate5_2824_NS1_L_Male_week5_S44_L001	Plate5_2824_NS1_L_Male_week9_S56_L001	Plate5_2824_NS1_R_Male_week5_S45_L001	Plate5_2824_NS1_R_Male_week9_S57_L001	Plate5_2864_NS1_R_Male_week5_S46_L001	Plate5_2864_NS1_R_Male_week9_S58_L001	Plate5_2893_NS1_0_Male_week5_S47_L001	Plate5_2893_NS1_0_Male_week9_S59_L001	Plate5_2893_NS1_R_Male_week5_S48_L001	Plate5_2893_NS1_R_Male_week9_S60_L001	Plate5_2999_NS1_0_Female_week5_S41_L001	Plate5_2999_NS1_0_Female_week9_S53_L001	Plate5_2999_NS1_R_Female_week5_S42_L001	Plate5_2999_NS1_R_Female_week9_S54_L001
PWY0-1261	2798.166703296703	2158.000131868132	2263.462967032967	2522.6295750915756	2779.36126007326	2670.237494505495	2231.2256263736263	2383.6367619047614	2283.804146520147	2369.1771941391944	3726.5635238095233	1976.3849597069595	2019.1934798534794	1947.4043882783885	2507.445677655677	2679.904227106227	2128.712402930403	3959.439816849817	1301.242271062271	1965.7362124542126	3478.4417289377297	2328.2823663003664	2331.426871794872	2497.521868131868	2392.6899267399262	2803.7356849816856	1430.868402930403	2200.970534798535	1303.2670842490843	2338.9204981684984	1492.600608058608	2114.555106227106	2678.4980805860805	2563.5742637362637	1752.6213333333333	2362.175216117216	1789.0398754578755	1871.8549597069598	1897.734007326007	2099.0810842490837	1191.82	2327.3612673992675	1530.2581098901098	1909.0937509157511	1355.5626153846156	2271.6646520146523	1921.7758974358976	1777.779619047619	1821.2681098901098	1570.931706959707	1721.2375677655677	1728.3168351648353	1322.4530036630035	2123.9980219780223	2241.6631501831503	1764.877032967033	1957.0912673992677	1707.574043956044	1341.8579487179486	2252.6141611721614	1718.065216117216	1753.7869743589742	1787.1813772893775	1789.032490842491	1649.957120879121	2119.229428571428	3122.1107692307687	2098.5243076923075	1614.13347985348	4443.877340659341	2710.239164835164	2582.3563003663003	2449.2923296703298	885.9238681318681	1746.8751575091574	2818.3293553113554	1754.2691868131867	2312.435897435897	3465.7511501831505	2487.1013919413917	1666.7649450549452	2197.2149670329673	1618.476197802198	1735.2892454212454	3482.347619047619	1581.0128791208792	2531.2420512820513	1814.6326520146517	3466.6150476190473	1531.5158534798536	1662.0259999999998	4079.3066959706966	2362.290798534799
PWY0-1277	185.65463414634144	155.36780487804876	249.52975609756095	152.86243902439026	259.2351219512195	300.87804878048775	129.78731707317073	184.3082926829268	433.510243902439	218.76292682926825	843.769756097561	87.4770731707317	670.3258536585365	107.87121951219513	411.10243902439026	134.97365853658536	499.3990243902439	60.53853658536585	229.1239024390244	206.72780487804877	78.61463414634146	487.85560975609746	93.98634146341463	66.22829268292682	551.7541463414634	141.98634146341462	47.8360975609756	326.6341463414634	48.83121951219512	330.310243902439	75.76975609756097	245.5141463414634	76.77658536585365	520.3082926829268	297.69365853658536	46.829268292682926	309.40097560975613	104.52292682926829	393.69365853658536	118.07999999999998	287.49658536585366	121.91999999999999	367.7853658536585	58.8760975609756	215.90634146341463	202.03317073170732	484.01560975609755	47.332682926829264	381.33073170731706	56.195121951219505	340.8585365853658	156.71414634146342	191.67219512195123	127.2819512195122	476.4878048780488	132.6321951219512	324.7960975609756	65.2331707317073	239.49658536585366	42.14634146341463	295.36390243902434	291.3482926829268	99.17268292682925	85.46341463414635	34.9580487804878	556.4253658536585	992.2770731707317	63.05560975609755	71.74243902439024	549.2370731707316	213.57658536585365	452.40585365853656	335.83609756097565	116.90926829268292	168.25756097560975	374.2946341463414	151.52780487804876	467.12195121951214	261.74048780487806	626.0019512195121	88.30829268292683	432.16390243902435	212.73365853658535	295.52780487804876	135.30146341463416	218.59902439024387	228.95999999999998	191.8360975609756	348.3746341463414	339.33658536585364	208.05073170731703	977.560975609756	255.05560975609754
PWY0-1296	2106.4616387959863	1850.8635384615382	1887.1689431438124	1609.78125083612	1830.1542809364546	2401.7591170568558	1963.7741538461541	2124.1727157190635	3002.892816053512	2566.1961471571904	4791.138775919732	2515.7144481605346	2619.2438394648825	2385.8979598662204	3400.4256655518398	2847.533411371237	2662.934220735786	2492.5735719063546	1894.1945551839462	2591.8782809364543	3687.298200668896	2907.6260802675583	3418.410260869565	2384.1791237458197	2627.1934448160528	3210.9865953177255	2064.99760535117	1950.6927224080266	1348.7160869565216	2224.5929431438126	1198.9334247491638	2174.4104765379548	1826.4389364548492	2703.318749163879	1645.8036989966554	2019.927170568562	2149.7679531772574	1286.7441204013378	2409.314060200669	1664.087745819398	1584.1158662207358	2040.642234113712	2055.826294314381	1857.6185284280934	1860.4246488294311	2094.719210702341	2573.5826688963207	2261.579157190635	1805.93581270903	2194.2598662207356	1792.6382943143813	1443.6404615384613	1369.8554180602005	1565.0590969899663	2344.2293913043477	1543.9730836120402	2552.5223812709028	1319.4563344481605	2204.4366086956525	1722.0011304347825	2725.0371705685616	2058.8130769230766	1893.8215183946486	2002.9740401337792	2742.099571906354	2424.3189163879597	3076.871598662207	2089.5184280936455	2161.1252240802673	5518.075511705686	4089.9291973244144	3091.4180133779255	3366.836073578595	1579.68381270903	3451.991832775919	3594.168722408026	2871.1961270903003	2540.7471571906353	4742.953953177257	4235.5231103678925	2987.0682006688958	4425.665431438127	3648.4139531772576	2425.177899665551	3041.7979464882937	2454.090033444816	3508.055210702341	2577.033685618729	5109.988234113712	2251.3836120401334	1900.4860668896322	6062.593685618728	3077.2039197324416
PWY0-1297	1965.086798975672	1762.5778383025424	1769.1225856959938	1496.7037142857143	1698.675714285714	2273.610392171209	1849.9154980793853	2013.6888600695079	2809.805424913115	2420.5905509420163	4462.128663983904	2383.313457106274	2426.5154475946592	2254.6770605450884	3214.7660848728738	2720.8237680629236	2499.9139542710814	2437.9232288275107	1753.0472705322848	2454.4732840680444	3577.5341079202485	2723.4081291384673	3292.62936930675	2275.3846080117064	2454.114896652643	3078.617211999269	1980.6458745198463	1796.6811205414306	1292.2055441741356	2082.243495518566	1154.1179817084326	2036.2312869946954	1762.352642765685	2480.9248937259927	1528.38855752698	1928.9114388147066	1995.2975419791478	1220.3618251326138	2204.260419974392	1569.7014311322482	1447.3260757270898	1926.715862813243	1885.353954271081	1778.7453429668922	1774.2654051582222	1924.3267616608744	2377.485725626487	2154.9503588805565	1679.9162066947138	2121.6607462959573	1687.859264678983	1356.7620709712821	1299.212295591732	1484.8415712456558	2211.7842293762574	1469.5564492409	2376.476339491495	1294.5187773916225	2078.2801324309494	1708.6864792390706	2509.466906164258	1937.2703237607464	1806.1875427108102	1978.2918935430766	2628.777689409182	2235.245746113042	2790.678727272727	2023.020159136638	2061.797466252058	5181.152070971282	3871.281174318639	2853.9279154929573	3199.70782403512	1489.329304920432	3228.9652280958476	3256.213552588257	2694.2261108468997	2356.572269983538	4512.777005304555	3858.5141046277668	2848.211066032559	3986.886862264496	3414.1470327419056	2283.5235866105722	2878.1278935430764	2265.0961441375525	3277.8023325406984	2409.2936762392533	4784.37525845985	2085.297183098591	1760.7569866471558	5566.284437168465	2832.973509785989
PWY0-1298	1959.0980014224751	1811.235734945472	1757.0164248458987	1461.6609649122809	1642.332105263158	2287.599497392129	1896.7962067330488	2088.0690919867234	2753.6531934566137	2447.9925983878616	4320.398719772405	2438.9442342342345	2284.8744831673775	2314.258240872451	3222.14793029872	2817.7582290184923	2452.143798008535	2605.187690848744	1738.9862256993838	2571.1539829302983	3806.270225225225	2671.7614698909438	3446.530810810811	2352.7081958274066	2385.389084874348	3221.712797534377	2060.8001564722617	1735.1799715504978	1341.9162138454244	2040.86771218587	1203.8613916548127	2017.735438923718	1848.9553058321478	2365.255701754386	1481.4208392603127	2000.1423233760077	1933.697927927928	1249.808506401138	2059.4880132764347	1602.9719345661451	1354.5282242769085	1992.7755097202466	1778.9069369369367	1857.887863916548	1799.477899478426	1897.8184684684684	2271.262603129446	2223.778665244192	1613.8351398767188	2238.9049786628734	1653.4149359886203	1365.1107112375532	1312.8099407302038	1514.4723399715504	2159.6987292555714	1546.1385538169748	2328.0999952584166	1409.198474325719	2068.9176173541964	1975.5066358463728	2460.924568515884	1917.9289094357514	1854.8450237079182	2175.822259364628	2723.7562707444285	2141.2939781887153	2531.944599336178	2168.875246562352	2143.491602655287	5190.148399715505	3931.5073541963015	2783.523217722366	3222.814786628734	1495.52604077762	3237.812818871503	3180.7978022759603	2710.7878923660505	2260.9306187766715	4662.934243717402	3712.1988003793267	2943.1863276434324	3905.1874774774774	3419.3817923186343	2253.56762209578	2950.0507352243885	2213.5075462304408	3247.3731436699854	2418.9901137980087	4783.751621621621	2007.4181602655287	1764.7769227121862	5306.870082977715	2847.8143314367003
PWY0-1319	19059.25240896359	16580.67796078432	21185.281148459373	18951.051450980387	18049.96020168067	16306.122291316526	19082.81033053221	19790.026022408958	19830.190733893553	17789.424543417364	25222.46353501399	20113.57067787115	20754.177641456587	18060.545999999995	18902.04593837535	18947.080448179284	17986.90428011204	15690.028257703081	16204.05818487395	16878.15103081233	16784.354000000003	20121.055232493	18869.71342296919	21390.817338935572	18695.163445378148	24333.125490196082	12288.974229691872	12952.32730532213	11667.616420168066	13871.304532212886	9933.962745098039	13826.52260504202	15085.547148459382	18976.299445378154	18023.379529411774	12707.471826330533	16820.866128851536	14694.54521008403	17170.65823529412	18421.406112044817	11825.975344537816	17418.88279551821	13473.221787114844	15102.42193277311	13392.825266106442	16269.114425770307	14613.104739495799	13713.055075630251	14324.35171428571	11676.051182072828	15998.644627450982	14374.984061624646	13257.373165266108	13373.365154061625	14800.936521008405	13814.431014005602	13913.41331092437	11459.498100840336	9809.443753501399	11319.402386554628	13847.153831932777	13499.657002801125	16318.45011204482	13872.814537815128	12366.285484593838	10678.044957983191	12793.854364145658	15249.656504201681	13197.496560224092	44344.63719887956	22928.806997198884	23046.25128291316	18236.50120448179	9580.02387114846	21992.545014005602	24069.293198879546	19285.397277310927	17308.30602240896	28955.326140056026	23422.337753501408	16250.79207843137	21299.72663305322	19539.07014565826	15374.258717086836	22294.440028011206	17743.47737254902	24731.532347338936	16989.007478991596	30550.504823529413	14908.08352380952	16055.424420168069	37539.57514845937	26520.580677871156
PWY0-1338	158.57999999999998	132.70999999999998	213.14	130.57	221.43	257.0	110.86	157.43	370.29	186.85999999999999	720.72	74.72	572.5699999999999	92.14000000000001	351.15000000000003	115.28999999999999	426.57	51.71	195.71	176.57999999999998	67.15	416.71	80.28	56.57	471.29	121.28	40.86	279.0	41.71	282.14	64.72	209.71	65.58	444.43	254.28	40.0	264.28000000000003	89.28	336.28	100.85999999999999	245.57000000000002	104.13999999999999	314.15000000000003	50.29	184.42000000000002	172.57	413.43	40.43	325.72	48.0	291.15	133.86	163.72	108.72	407.0	113.28999999999999	277.43	55.72	204.57	36.0	252.29	248.85999999999999	84.71	73.0	29.86	475.28	847.5699999999999	53.86	61.28	469.14	182.42999999999998	386.43	286.86	99.86000000000001	143.72	319.71	129.43	399.0	223.57	534.71	75.43	369.14	181.71	252.43	115.57	186.72	195.57	163.85999999999999	297.57	289.85	177.70999999999998	835.0	217.85999999999999
PWY0-1479	158.57999999999998	132.70999999999998	213.14	130.57	221.93	257.0	110.86	157.43	370.29	186.85999999999999	720.72	74.72	572.5699999999999	92.14000000000001	351.15000000000003	115.28999999999999	426.57	51.71	195.71	176.57999999999998	67.15	416.71	80.28	56.57	471.29	121.28	40.86	279.0	41.71	282.14	64.72	209.71	65.58	444.43	254.28	40.0	264.28000000000003	89.28	336.28	100.85999999999999	245.57000000000002	104.13999999999999	314.15000000000003	50.29	184.42000000000002	172.57	413.43	40.43	325.72	48.0	291.15	133.86	163.72	108.72	407.0	113.28999999999999	277.43	55.72	204.57	36.0	252.29	248.85999999999999	84.71	73.0	29.86	475.28	847.5699999999999	53.86	61.28	469.14	182.42999999999998	386.43	286.86	99.86000000000001	143.72	319.71	129.43	399.0	223.57	534.71	75.43	369.14	181.71	252.43	115.57	186.72	195.57	163.85999999999999	297.57	289.85	177.70999999999998	835.0	217.85999999999999
PWY0-1533	213.63692307692307	185.48923076923074	280.38153846153847	174.64615384615388	272.5292307692308	333.1323076923077	157.77230769230772	216.32	478.7200000000001	229.9815384615385	887.0400000000002	113.2923076923077	723.5692307692309	130.63384615384618	432.1846153846154	168.56615384615387	525.0092307692308	86.62153846153848	240.87384615384616	217.32923076923078	102.33846153846154	512.8738461538461	122.19076923076923	78.64615384615385	580.0492307692308	168.13538461538462	58.49846153846155	343.38461538461536	51.33538461538462	357.09538461538466	89.90769230769232	258.1046153846154	93.02153846153847	546.9907692307693	312.96000000000004	66.86769230769231	333.4769230769231	119.72923076923075	425.36615384615385	124.13538461538461	302.24000000000007	149.09538461538463	394.43692307692316	72.9723076923077	226.97846153846154	212.39384615384617	508.8369230769231	66.58461538461539	405.8092307692308	72.61538461538461	366.54769230769233	173.36615384615388	205.19384615384615	141.60000000000002	510.7692307692308	146.4123076923077	352.93538461538463	75.13846153846154	255.47076923076924	44.30769230769231	310.51076923076926	306.28923076923076	117.7969230769231	102.55999999999999	53.15692307692308	584.9599999999999	1058.3384615384616	66.28923076923077	89.78461538461539	606.9415384615385	249.96923076923076	493.6615384615385	369.4646153846154	131.11384615384617	199.04000000000002	415.64307692307693	173.66153846153847	491.0769230769231	297.723076923077	671.6430769230769	107.60615384615386	464.5784615384615	256.46769230769235	310.68307692307695	142.24	250.32615384615386	257.5261538461539	220.96	416.70153846153846	356.7384615384616	235.12615384615384	1051.076923076923	295.6184615384616
PWY0-1586	42033.94363969364	37086.49081252082	45079.090854478854	41167.271525141514	40091.95433100233	36719.088945054944	41329.89515018314	43729.45024642025	43072.90256077254	39602.28312820514	61780.90963902763	41559.74085048283	41105.454958374954	39133.569155511155	46029.86327405927	41993.59792607391	46020.2204975025	38420.32204795204	39250.805116217125	35283.59580685981	38343.29019380619	45618.26411588411	43249.602559440544	50256.49572427574	41924.964678654695	52712.30901764903	29966.89302830503	32687.49999134199	27197.160502830502	34235.166656676665	23071.77376157176	34222.36367499168	36421.05395804196	45744.36907958707	42860.08781884782	29832.735844155846	38047.76014851814	31730.28157708958	37943.29655211455	40986.997774225776	26091.20987878788	38866.50545454546	29972.879178821182	34486.438278388276	32652.668043290036	35703.26871328671	34614.60682184482	32363.932920412917	34694.16039427239	27999.38693639693	37793.769713619724	31822.83046819847	31081.779162837167	30118.56053812854	35650.03417249417	30192.60096769897	33560.997643689654	27049.778327006326	22758.255367965372	27419.052352980347	31360.00851814852	30027.071718281717	35385.61708091909	29988.73799333999	29055.594271062262	25740.631349983345	31440.686704628697	34233.73298168499	30184.628386946377	97737.89021778222	50593.367727605735	49710.7081971362	40166.66038494839	20722.704697302706	45144.87371162172	55250.72274525474	40354.77710822509	40337.57443090244	63660.43407792209	54017.675944055954	34418.84304828505	50295.05231102231	42209.947813519815	34577.82161305362	50525.290461538454	38864.78222577422	52232.0459040959	39195.339064269065	64816.629770229774	33351.36474658675	33885.000404262406	81072.51245221448	56100.92890775891
PWY0-162	12824.000727572775	10406.729362913322	13993.938460373858	12550.952755611856	12322.919428771851	10059.059676763292	12347.882752735275	13595.520771831723	10970.604603990878	10614.758274405507	10117.231765311479	12825.590539383906	13023.784933788202	10944.410945890024	6803.032044440632	11139.416595038152	4583.758386995842	9699.498505339336	5947.133432011789	11687.380407767776	10973.41471627841	10073.525154679237	8950.221957991844	12716.247992298844	11057.541398270016	14623.547029502604	5528.571941943558	5321.015227502118	6098.626718680609	5699.328080059753	5659.931873157979	6177.048007842464	7730.843998395172	8682.154566645808	7797.198849317698	7482.702357331747	8591.353747325287	9834.092138207034	9647.369442700556	11281.141919889782	6317.941211494206	10726.934534296905	7235.6646710606	8046.539062992045	3821.4446416387423	10736.675798881666	6312.503791584239	6299.817382009771	5515.492309691551	5862.5358179074665	6590.464085197223	9591.381246719693	6128.604162511608	8374.77497527151	5818.115615537568	9172.477749202633	5470.31672085066	6194.9862093746215	4355.078978410514	6367.230680840971	7261.844392133313	7312.295977078203	9672.155329242198	7613.031316363196	4614.594625640922	6044.96381262869	7518.50744695991	8985.062309590618	6528.77901893496	22767.465382130893	12584.042572873352	13433.47920419678	10282.823434888373	4860.367689551456	13857.861391305663	13744.821419920061	12027.402591545884	8057.673658857847	16248.285829363322	10569.465259800558	10208.763546217044	8812.96435019581	11957.104301546291	7493.292205024426	14316.1728953026	9149.682947787558	15836.806913531025	7341.167237827526	18655.610230984294	7220.550133231057	11018.988106554565	21237.37186346845	17762.72949114821
PWY0-166	784.8497607655502	588.2185007974481	535.5515151515151	497.57192982456144	657.5263157894738	602.2098883572568	473.3231259968102	619.4242424242424	657.088995215311	436.84433811802234	1141.6105263157895	371.4433811802233	967.0768740031899	342.3901116427432	550.91004784689	327.2928229665072	610.044019138756	293.37352472089316	315.8242424242424	500.17320574162676	345.7834130781499	824.2188197767146	254.46698564593297	246.81180223285486	769.1553429027114	367.5323763955343	142.3377990430622	552.5712918660288	175.18915470494417	515.4931419457735	185.8274322169059	471.741307814992	217.91196172248806	932.7346092503988	456.6287081339713	255.50590111642742	643.1393939393939	219.9760765550239	967.2647527910686	235.40191387559807	604.5132376395534	298.5039872408293	786.4089314194578	124.29441786283891	273.53939393939396	506.02838915470494	648.843062200957	101.11132376395534	472.0015948963317	145.0239234449761	462.20382775119623	282.60191387559814	247.74322169059013	281.2555023923445	563.859649122807	305.92121212121214	514.0051036682617	153.68676236044658	337.4267942583732	241.5311004784689	620.9007974481659	485.33269537480066	233.9103668261563	197.07432216905897	81.28867623604465	803.107496012759	1418.231259968102	231.16039028051412	150.0682615629984	857.422966507177	497.9693779904306	801.5157894736843	523.1406698564593	237.17926634768742	558.9429027113238	816.1167464114832	409.5164274322169	781.3521531100478	846.962360446571	1089.7122807017545	467.6829346092504	659.0318979266348	653.244019138756	522.607336523126	454.1795853269537	597.200956937799	707.5808612440192	423.35502392344495	914.6909090909091	661.3333333333334	333.47974481658696	1899.068580542265	468.11483253588517
PWY0-321	211.43999999999997	176.94666666666666	284.18666666666667	174.09333333333333	295.24	342.66666666666663	147.81333333333333	209.90666666666664	493.71999999999997	249.14666666666665	960.9599999999999	99.62666666666665	763.4266666666666	122.85333333333334	468.20000000000005	153.72	568.76	68.94666666666666	260.94666666666666	235.43999999999997	89.53333333333333	555.6133333333333	107.03999999999999	75.42666666666666	628.3866666666667	161.70666666666665	54.48	372.0	55.61333333333333	376.1866666666666	86.29333333333334	279.61333333333334	87.44	592.5733333333333	339.03999999999996	53.33333333333333	352.37333333333333	119.03999999999999	448.37333333333333	134.48	327.4266666666667	138.85333333333332	418.8666666666667	67.05333333333333	245.89333333333332	230.09333333333333	551.24	53.906666666666666	434.2933333333333	64.0	388.2	178.48	218.29333333333335	144.96	542.6666666666667	151.0533333333333	369.9066666666667	74.29333333333334	272.76	47.99999999999999	336.38666666666666	331.8133333333333	112.94666666666664	97.33333333333333	39.81333333333333	633.7066666666666	1130.0933333333332	71.81333333333333	81.70666666666666	625.5199999999999	243.23999999999998	515.24	382.48	133.14666666666668	191.62666666666667	426.28	172.57333333333332	532.0	298.0933333333333	712.9466666666666	100.57333333333332	492.1866666666666	242.27999999999997	336.5733333333333	154.09333333333333	248.95999999999998	260.76	218.48	396.75999999999993	386.46666666666664	236.94666666666663	1113.3333333333335	290.48
PWY0-41	693.3266379310343	619.2849568965515	796.9135344827585	682.4222844827585	769.2466810344827	1094.035344827586	744.1657758620688	688.0604741379309	1298.9486637931032	999.7347413793102	2578.285862068965	816.4737931034481	1066.45849137931	877.2850862068965	1669.9403017241377	1268.2943534482758	1413.656767241379	647.5806465517242	829.4427155172414	681.0524999999999	1119.54375	954.9228879310344	1178.5081034482755	881.2136637931034	1303.8288362068965	1135.502068965517	858.326120689655	1036.3577586206895	536.52375	1087.3109482758618	418.65827586206893	1077.330646551724	704.3981896551724	1132.838922413793	852.1339655172412	850.1586206896551	830.6115517241378	523.7503448275861	838.618448275862	663.1502586206896	510.88693965517234	977.9299137931032	762.329094827586	804.3831465517239	864.9069827586206	751.5205603448276	1314.460474137931	1162.9734051724138	996.0625862068964	905.0896551724137	899.5713362068964	649.8752586206895	694.888448275862	670.2548275862067	1035.6129310344827	464.1133189655171	1244.6328879310345	380.4781034482758	1027.851594827586	589.1896551724137	1026.1710775862066	739.2778448275861	750.9953017241378	474.1525862068965	1272.4890517241377	1150.662413793103	1586.1231465517237	677.8062931034482	1046.4020689655172	1963.0652586206893	1614.944094827586	1257.5199568965515	1333.2002586206895	577.3631896551724	1128.7194827586206	1384.0599568965515	989.2501293103446	1101.59224137931	1304.4541810344826	1357.54875	912.1139224137929	1521.848017241379	1173.1961637931033	982.6320258620688	1085.878318965517	785.3151724137929	1211.13349137931	858.1631896551721	1729.8283189655167	800.5364224137929	998.378922413793	2167.843965517241	1311.6856034482757
PWY0-42	158.57999999999998	132.70999999999998	213.14	130.57	221.43	257.0	110.86	157.43	370.29	186.85999999999999	720.72	74.72	572.5699999999999	92.14000000000001	351.15000000000003	115.28999999999999	426.57	51.71	195.71	176.57999999999998	67.15	416.71	80.28	56.57	471.29	121.28	40.86	279.0	41.71	282.14	64.72	209.71	65.58	444.43	254.28	40.0	264.28000000000003	89.28	336.28	100.85999999999999	245.57000000000002	104.13999999999999	314.15000000000003	50.29	184.42000000000002	172.57	413.43	40.43	325.72	48.0	291.15	133.86	163.72	108.72	407.0	113.28999999999999	277.43	55.72	204.57	36.0	252.29	248.85999999999999	84.71	73.0	29.86	475.28	847.5699999999999	53.86	61.28	469.14	182.42999999999998	386.43	286.86	99.86000000000001	143.72	319.71	129.43	399.0	223.57	534.71	75.43	369.14	181.71	252.43	115.57	186.72	195.57	163.85999999999999	297.57	289.85	177.70999999999998	835.0	217.85999999999999
PWY0-781	253.90843522331323	201.00927621159326	295.5645201140323	195.01824358568263	318.63538327526135	381.89958821666136	193.98378523915108	255.90446784922392	512.1156841938549	262.5222711434906	919.5447006651884	130.02743744060817	769.3323075704783	144.67807728856508	458.62480994615146	185.5105210643015	529.2860611339879	83.42818656952804	279.7709170098194	252.5837598986379	113.48496198923027	544.1701884700665	140.45403230915423	102.61675483053531	621.7541067469116	198.43819448843837	69.68777636997149	378.64713335445043	60.82524073487488	374.54424770351596	89.3313652201457	279.52590592334496	103.09738042445359	584.3324057649667	355.1322077922078	68.92619575546405	356.5322711434907	133.8548875514729	456.9652771618625	150.74336712068418	326.7453579347482	158.11868546088056	422.1773915109281	80.85578555590749	250.79555590750715	242.62578238834334	545.5587282229965	99.98048938866012	422.0914222363003	75.53072537218878	384.0714364903389	193.92455178967373	251.38600570161546	159.1568324358568	513.7209375989863	175.16620684193853	382.96021697814376	88.58017738359202	265.93414475768134	77.3561925878999	342.8211007285397	332.43658853341776	141.5927415267659	118.60959771935381	63.96367120684194	611.6157364586633	1072.7287282229963	89.71406715235983	100.985707950586	646.8484922394678	286.54431580614505	502.8783354450427	414.76569844789356	139.634402914159	239.25661070636679	444.19489547038324	217.66389135254988	520.1208425720621	343.00224738675956	696.2197608489071	130.88958029775102	522.0274596135571	290.19331168831167	339.03322933164395	197.44143015521064	275.35670573329105	276.7738660120367	229.22230281913204	428.9015188470066	377.96958346531517	276.2896056382641	1109.2001900538485	351.3347513462147
