Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
184R_0_F_NS6_week10_S65_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.5)	(31.0, 0.5)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 1.0)	(38.0, 1.5)	(39.0, 2.333333333333333)	(40.0, 7.666666666666667)	(41.0, 20.416666666666668)	(42.0, 59.83333333333334)	(43.0, 101.66666666666664)	(44.0, 170.00000000000009)	(45.0, 512.9166666666587)	(46.0, 4692.333333333531)	(47.0, 5990.083333332365)	(48.0, 13508.166666673304)	(49.0, 2393.2499999999754)	(50.0, 951.1666666667005)	(51.0, 8118.499999997122)	(52.0, 11626.166666669902)	(53.0, 4036.9166666673623)	(54.0, 1749.0833333332184)	(55.0, 297.5833333333338)	(56.0, 49.333333333333385)	(57.0, 18.083333333333336)	(58.0, 23.91666666666665)	(59.0, 22.166666666666654)	(60.0, 5.666666666666666)	(61.0, 13.166666666666673)	(62.0, 69.16666666666677)	(63.0, 5.666666666666665)	(64.0, 1.6666666666666665)	(65.0, 1.5)	(66.0, 0.5)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
184R_0_F_NS6_week10_S65_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.5)	(28.0, 1.0)	(29.0, 0.5)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 1.0)	(34.0, 1.0)	(35.0, 1.8333333333333333)	(36.0, 3.8333333333333335)	(37.0, 4.166666666666667)	(38.0, 5.166666666666667)	(39.0, 7.833333333333333)	(40.0, 11.166666666666666)	(41.0, 13.000000000000002)	(42.0, 17.666666666666668)	(43.0, 31.66666666666666)	(44.0, 58.50000000000009)	(45.0, 983.5000000000399)	(46.0, 7873.9999999973525)	(47.0, 9511.833333332796)	(48.0, 8677.833333331328)	(49.0, 4737.083333333471)	(50.0, 557.9166666666632)	(51.0, 3714.75000000055)	(52.0, 3458.000000000435)	(53.0, 1721.6666666665708)	(54.0, 2755.583333333467)	(55.0, 834.250000000015)	(56.0, 7716.083333331041)	(57.0, 7591.6666666644605)	(58.0, 506.99999999999375)	(59.0, 160.50000000000017)	(60.0, 144.08333333333331)	(61.0, 111.83333333333316)	(62.0, 55.50000000000001)	(63.0, 50.91666666666667)	(64.0, 45.83333333333335)	(65.0, 25.499999999999996)	(66.0, 19.0)	(67.0, 19.5)	(68.0, 16.166666666666668)	(69.0, 9.333333333333334)	(70.0, 12.16666666666667)	(71.0, 19.333333333333332)	(72.0, 55.666666666666785)	(73.0, 8.833333333333332)	(74.0, 1.5)	(75.0, 0.0)	(76.0, 0.3333333333333333)	(77.0, 0.3333333333333333)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.5)	(81.0, 0.8333333333333333)	(82.0, 0.9166666666666665)	(83.0, 0.25)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
184R_L_F_NS6_week10_S66_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.5)	(38.0, 1.3333333333333333)	(39.0, 1.3333333333333333)	(40.0, 5.666666666666666)	(41.0, 14.666666666666668)	(42.0, 55.583333333333336)	(43.0, 86.24999999999999)	(44.0, 154.41666666666666)	(45.0, 566.5833333333297)	(46.0, 6267.499999998789)	(47.0, 8403.749999997424)	(48.0, 18496.333333337556)	(49.0, 2947.916666666883)	(50.0, 895.6666666666968)	(51.0, 3644.3333333338633)	(52.0, 9122.249999998727)	(53.0, 5993.7499999990305)	(54.0, 926.500000000034)	(55.0, 321.99999999999915)	(56.0, 39.500000000000014)	(57.0, 18.66666666666667)	(58.0, 25.58333333333331)	(59.0, 24.166666666666647)	(60.0, 9.083333333333332)	(61.0, 9.833333333333332)	(62.0, 58.83333333333347)	(63.0, 8.999999999999998)	(64.0, 2.1666666666666665)	(65.0, 0.5)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
184R_L_F_NS6_week10_S66_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.5)	(32.0, 1.0)	(33.0, 1.0)	(34.0, 0.5)	(35.0, 1.0)	(36.0, 2.333333333333333)	(37.0, 4.833333333333333)	(38.0, 5.833333333333333)	(39.0, 5.833333333333333)	(40.0, 10.0)	(41.0, 13.666666666666666)	(42.0, 16.833333333333332)	(43.0, 36.66666666666665)	(44.0, 88.33333333333327)	(45.0, 1454.9999999999507)	(46.0, 11064.333333335564)	(47.0, 12415.083333337945)	(48.0, 11328.666666669373)	(49.0, 6751.666666665077)	(50.0, 656.2500000000052)	(51.0, 3586.5833333338305)	(52.0, 3804.9166666672527)	(53.0, 2189.0833333332334)	(54.0, 3898.4166666672645)	(55.0, 772.1666666666794)	(56.0, 3580.1666666671285)	(57.0, 3383.0000000003815)	(58.0, 262.16666666666777)	(59.0, 97.9166666666666)	(60.0, 92.91666666666656)	(61.0, 80.16666666666663)	(62.0, 40.666666666666664)	(63.0, 28.333333333333332)	(64.0, 29.33333333333332)	(65.0, 13.333333333333336)	(66.0, 10.000000000000002)	(67.0, 16.999999999999996)	(68.0, 14.333333333333334)	(69.0, 5.333333333333333)	(70.0, 4.333333333333334)	(71.0, 13.000000000000005)	(72.0, 42.50000000000003)	(73.0, 6.166666666666665)	(74.0, 0.8333333333333333)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.3333333333333333)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.3333333333333333)	(90.0, 0.3333333333333333)	(91.0, 0.6666666666666666)	(92.0, 0.3333333333333333)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
2403R_L_F_NS6_week10_S67_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.3333333333333333)	(35.0, 0.3333333333333333)	(36.0, 0.3333333333333333)	(37.0, 0.0)	(38.0, 0.8333333333333333)	(39.0, 3.0)	(40.0, 9.0)	(41.0, 21.916666666666664)	(42.0, 64.83333333333333)	(43.0, 96.49999999999997)	(44.0, 190.58333333333346)	(45.0, 651.91666666667)	(46.0, 7127.333333331345)	(47.0, 8405.083333330764)	(48.0, 18548.000000004016)	(49.0, 2994.000000000238)	(50.0, 1012.8333333333755)	(51.0, 5320.083333332973)	(52.0, 9656.666666666346)	(53.0, 4754.666666666812)	(54.0, 771.9166666666837)	(55.0, 320.6666666666659)	(56.0, 27.833333333333314)	(57.0, 11.416666666666668)	(58.0, 22.916666666666657)	(59.0, 20.666666666666664)	(60.0, 7.166666666666665)	(61.0, 17.000000000000004)	(62.0, 83.33333333333323)	(63.0, 7.9999999999999964)	(64.0, 2.6666666666666665)	(65.0, 2.6666666666666665)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.5)	(69.0, 1.0)	(70.0, 0.5)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
2403R_L_F_NS6_week10_S67_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.5)	(8.0, 0.5)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 1.0)	(32.0, 2.0)	(33.0, 1.5)	(34.0, 2.0)	(35.0, 4.0)	(36.0, 5.0)	(37.0, 6.666666666666666)	(38.0, 8.333333333333332)	(39.0, 7.5)	(40.0, 9.166666666666668)	(41.0, 14.500000000000002)	(42.0, 23.0)	(43.0, 40.41666666666667)	(44.0, 81.41666666666661)	(45.0, 1418.3333333332926)	(46.0, 11683.000000003343)	(47.0, 14389.166666674791)	(48.0, 11773.08333333682)	(49.0, 5751.666666665909)	(50.0, 553.9999999999965)	(51.0, 3102.6666666669526)	(52.0, 3016.00000000025)	(53.0, 2877.4166666668516)	(54.0, 3492.6666666671017)	(55.0, 605.5833333333351)	(56.0, 5101.333333333138)	(57.0, 4971.583333333262)	(58.0, 319.6666666666661)	(59.0, 109.41666666666657)	(60.0, 85.66666666666657)	(61.0, 78.49999999999996)	(62.0, 53.58333333333334)	(63.0, 42.083333333333336)	(64.0, 35.16666666666666)	(65.0, 16.833333333333336)	(66.0, 13.000000000000004)	(67.0, 21.833333333333332)	(68.0, 19.83333333333333)	(69.0, 5.333333333333332)	(70.0, 3.8333333333333335)	(71.0, 15.333333333333343)	(72.0, 67.50000000000013)	(73.0, 8.499999999999998)	(74.0, 0.3333333333333333)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.25)	(78.0, 0.0)	(79.0, 0.5)	(80.0, 1.0)	(81.0, 0.5)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
2446R_0_F_S2_week9_S55_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.5)	(28.0, 0.5)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.5)	(32.0, 0.5)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.5)	(36.0, 0.5)	(37.0, 0.0)	(38.0, 0.5)	(39.0, 2.0)	(40.0, 3.5)	(41.0, 6.166666666666666)	(42.0, 14.833333333333336)	(43.0, 38.41666666666667)	(44.0, 108.24999999999999)	(45.0, 157.83333333333326)	(46.0, 301.16666666666725)	(47.0, 12828.500000005404)	(48.0, 13994.58333334084)	(49.0, 3064.916666666932)	(50.0, 3369.3333333337314)	(51.0, 11698.583333336672)	(52.0, 15039.16666667599)	(53.0, 5166.916666666447)	(54.0, 1077.2500000000316)	(55.0, 280.166666666668)	(56.0, 65.7500000000001)	(57.0, 23.166666666666664)	(58.0, 49.00000000000005)	(59.0, 43.25000000000003)	(60.0, 5.833333333333332)	(61.0, 7.666666666666664)	(62.0, 35.16666666666664)	(63.0, 3.0)	(64.0, 1.5)	(65.0, 2.0)	(66.0, 1.0)	(67.0, 1.0)	(68.0, 0.5)	(69.0, 0.0)	(70.0, 0.5)	(71.0, 0.5)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
2446R_0_F_S2_week9_S55_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.5)	(29.0, 1.0)	(30.0, 0.5)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.5)	(35.0, 2.5)	(36.0, 3.833333333333333)	(37.0, 3.3333333333333335)	(38.0, 3.5)	(39.0, 7.0)	(40.0, 8.833333333333334)	(41.0, 10.666666666666666)	(42.0, 14.500000000000005)	(43.0, 22.333333333333332)	(44.0, 58.16666666666675)	(45.0, 1528.6666666665992)	(46.0, 12338.166666671197)	(47.0, 6857.333333331602)	(48.0, 1251.999999999994)	(49.0, 587.9166666666669)	(50.0, 446.41666666666214)	(51.0, 3260.5000000003547)	(52.0, 3586.166666667158)	(53.0, 5283.333333332996)	(54.0, 4499.000000000311)	(55.0, 1154.8333333333371)	(56.0, 10881.250000001844)	(57.0, 10674.833333334831)	(58.0, 765.8333333333446)	(59.0, 223.66666666666725)	(60.0, 228.16666666666762)	(61.0, 194.91666666666737)	(62.0, 83.33333333333331)	(63.0, 68.49999999999999)	(64.0, 61.666666666666714)	(65.0, 27.16666666666666)	(66.0, 16.0)	(67.0, 18.0)	(68.0, 15.0)	(69.0, 4.666666666666667)	(70.0, 3.0)	(71.0, 8.166666666666664)	(72.0, 29.833333333333297)	(73.0, 5.499999999999999)	(74.0, 1.5)	(75.0, 0.5)	(76.0, 1.5)	(77.0, 1.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.3333333333333333)	(87.0, 0.5)	(88.0, 0.5)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.5)
2472R_0_F_NS1_week10_S73_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.5)	(36.0, 1.1666666666666665)	(37.0, 1.0)	(38.0, 1.3333333333333333)	(39.0, 2.833333333333333)	(40.0, 4.333333333333334)	(41.0, 12.333333333333334)	(42.0, 24.416666666666664)	(43.0, 61.75000000000001)	(44.0, 183.66666666666669)	(45.0, 316.00000000000006)	(46.0, 643.3333333333363)	(47.0, 8856.66666666491)	(48.0, 16250.083333344925)	(49.0, 2865.9166666668452)	(50.0, 1265.5833333333267)	(51.0, 13331.166666672954)	(52.0, 14982.250000009202)	(53.0, 3708.083333333863)	(54.0, 1976.8333333331748)	(55.0, 583.08333333333)	(56.0, 81.91666666666664)	(57.0, 23.916666666666657)	(58.0, 18.25)	(59.0, 28.999999999999968)	(60.0, 10.833333333333334)	(61.0, 19.999999999999996)	(62.0, 92.16666666666644)	(63.0, 11.500000000000002)	(64.0, 2.8333333333333335)	(65.0, 3.0)	(66.0, 0.8333333333333333)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
2472R_0_F_NS1_week10_S73_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.5)	(31.0, 1.5)	(32.0, 2.0)	(33.0, 1.0)	(34.0, 2.0)	(35.0, 3.5)	(36.0, 2.5)	(37.0, 3.5)	(38.0, 5.5)	(39.0, 6.5)	(40.0, 8.5)	(41.0, 12.000000000000002)	(42.0, 19.666666666666668)	(43.0, 31.166666666666664)	(44.0, 65.66666666666674)	(45.0, 551.4999999999936)	(46.0, 5338.33333333295)	(47.0, 5050.666666666537)	(48.0, 6618.33333333186)	(49.0, 9343.916666665897)	(50.0, 1690.249999999914)	(51.0, 2117.416666666538)	(52.0, 2187.8333333332253)	(53.0, 2634.9166666667434)	(54.0, 2893.833333333512)	(55.0, 1187.5833333333355)	(56.0, 12572.000000004384)	(57.0, 12673.000000004493)	(58.0, 1194.8333333333333)	(59.0, 344.9999999999991)	(60.0, 257.0000000000008)	(61.0, 209.00000000000057)	(62.0, 111.16666666666663)	(63.0, 91.3333333333333)	(64.0, 64.4166666666667)	(65.0, 29.833333333333325)	(66.0, 25.749999999999996)	(67.0, 41.83333333333334)	(68.0, 36.833333333333336)	(69.0, 12.666666666666668)	(70.0, 9.333333333333334)	(71.0, 22.83333333333332)	(72.0, 71.8333333333334)	(73.0, 8.166666666666664)	(74.0, 0.5)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.5)	(78.0, 0.5)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.8333333333333333)	(84.0, 0.8333333333333333)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.3333333333333333)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.5)	(95.0, 0.5)	(96.0, 0.0)	(97.0, 0.3333333333333333)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.5)
